Polish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
kłopot,1,0,1,0,0,1,0,0,0,0
irytujący,1,0,0,0,0,1,0,0,0,0
renta,0,0,0,0,0,0,0,0,0,0
unieważnić,0,0,0,0,0,1,0,0,0,0
pierścieniowy,0,0,0,0,0,0,0,0,0,0
unieważnienie,0,0,0,0,0,1,0,1,0,0
pierścień,0,0,0,0,0,0,0,0,0,0
namaszczenie,0,0,0,0,0,0,0,0,0,0
anomalny,0,0,0,0,0,0,0,0,0,0
anomalia,0,0,0,1,0,1,0,0,1,0
zaraz,0,0,0,0,0,0,0,0,0,0
anonimowy,0,0,0,0,0,1,0,0,0,0
odpowiadać,0,0,0,0,0,0,0,0,0,0
odpowiedzialny za coś,0,0,0,0,0,0,0,0,0,1
odpowiadam,0,0,0,0,0,0,0,0,0,0
Mrówka,0,0,0,0,0,0,0,0,0,0
antagonizm,1,0,0,0,0,1,0,0,0,0
antagonista,1,0,0,0,0,1,0,0,0,0
antagonistyczny,1,0,1,0,0,1,0,0,0,0
ante,0,0,0,0,0,0,0,0,0,0
poprzednik,0,0,0,0,0,0,0,0,0,0
antylopa,0,0,0,0,0,0,0,0,0,0
antena,0,0,0,0,0,0,0,0,0,0
poprzedni,0,0,0,0,0,0,0,0,0,0
hymn,0,0,0,0,0,0,0,0,0,0
antologia,0,0,0,0,0,0,0,0,0,0
wąglik,0,0,1,1,0,1,0,1,0,0
antropologia,0,0,0,0,0,0,0,0,0,0
antybiotyk,0,0,0,0,0,0,0,0,0,0
antybiotyki,0,0,0,0,0,0,1,0,0,0
antychryst,1,0,1,1,0,1,0,0,0,0
oczekiwanie,0,1,0,0,0,0,0,0,0,0
przedterminowy,0,1,0,0,0,0,0,0,0,0
antidotum,0,1,0,0,0,0,1,0,0,1
przeciwgrzybicze,0,0,0,0,0,0,1,0,0,1
antymon,0,0,0,0,0,0,0,0,0,0
niechęć,1,0,1,0,0,1,0,0,0,0
starożytnik,0,0,0,0,0,0,0,0,0,0
przestarzały,0,0,0,0,0,1,0,0,0,0
antyczny,0,0,0,0,0,0,1,0,0,0
antyk,0,0,0,0,0,0,0,0,0,0
antyseptyczny,0,0,0,0,0,0,1,0,0,1
antyspołeczny,1,0,1,1,0,1,0,1,0,0
antyteza,1,0,0,0,0,1,0,0,0,0
przeciwstawny,0,0,0,0,0,0,0,0,0,0
środek przeciwwirusowy,0,0,0,0,0,0,0,0,0,0
łopata,0,0,0,0,0,0,0,0,0,0
kowadło,0,0,0,0,0,0,0,0,0,0
lęk,1,1,0,1,0,1,0,1,0,0
niespokojny,0,1,0,1,0,1,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0
szybko,0,0,0,0,0,0,0,0,0,0
Apache,0,0,0,1,0,1,0,0,0,0
apartament,0,0,0,0,0,0,0,0,0,0
apatyczny,0,0,0,0,0,1,0,1,0,0
apatia,0,0,0,0,0,1,0,1,0,0
małpa,0,0,0,0,0,0,0,0,0,0
otwór,0,0,0,0,0,0,0,0,0,0
wierzchołek,0,0,0,0,0,0,0,0,0,0
mszyca,0,0,1,0,0,1,0,0,0,0
kawałek,0,0,0,0,0,0,0,0,0,0
pewność siebie,0,0,0,0,0,0,1,0,0,0
apokaliptyczny,0,0,0,0,0,0,0,0,0,0
przepraszający,0,0,0,0,0,0,1,0,0,1
apologeta,0,0,0,0,0,0,0,0,0,0
przepraszać,0,0,0,0,0,0,1,1,0,1
przeprosiny,0,0,0,0,0,0,1,0,0,0
odstępstwo,0,0,0,0,0,0,0,0,0,0
apostata,0,0,0,0,0,0,0,0,0,0
apostoł,0,0,0,0,0,0,1,0,0,1
apostolski,0,0,0,0,0,0,0,0,0,1
apostrof,0,0,0,0,0,0,0,0,0,0
przerażający,0,0,1,1,0,1,0,0,0,0
aparat,0,0,0,0,0,0,0,0,0,0
strój,0,0,0,0,0,0,0,0,0,0
widocznie,0,0,0,0,0,0,0,0,0,0
zjawa,0,0,0,1,0,0,0,0,1,0
odwołanie,0,1,0,0,0,0,0,0,0,0
wygląd zewnętrzny,0,0,0,0,0,0,0,0,0,0
zaspokoić,0,0,0,0,0,0,0,0,0,0
wnoszący apelację,0,0,0,0,0,0,0,0,0,0
dodać,0,0,0,0,0,0,0,0,0,0
dodatek,0,0,0,0,0,0,0,0,0,0
zapalenie wyrostka robaczkowego,0,0,0,1,0,1,0,1,0,0
dodatek,0,0,0,0,0,0,0,0,0,0
apetyt,0,0,0,0,0,0,0,0,0,0
przystawka,0,0,0,0,0,0,0,0,0,0
oklaski,0,0,0,0,1,0,1,0,1,1
jabłko,0,0,0,0,0,0,0,0,0,0
urządzenie,0,0,0,0,0,0,0,0,0,0
urządzenia,0,0,0,0,0,0,0,0,0,0
zastosowanie,0,0,0,0,0,0,0,0,0,0
odpowiedni,0,0,0,0,0,0,0,0,0,0
petent,0,1,0,0,0,0,0,0,0,0
aplikacja,0,0,0,0,0,0,0,0,0,0
stosować,0,0,0,0,0,0,0,0,0,0
wyznaczać,0,0,0,0,0,0,0,0,0,0
"wizyta, umówione spotkanie",0,0,0,0,0,0,0,0,0,0
spotkania,0,0,0,0,0,0,0,0,0,0
podzielić,0,0,0,0,0,0,0,0,0,0
podział,0,0,0,0,0,0,0,0,0,0
oceniać,0,0,0,0,0,0,0,0,0,0
znaczny,0,0,0,0,0,0,0,0,0,0
uznanie,0,0,0,0,1,0,1,0,0,1
zrozumieć,0,0,0,1,0,0,0,0,0,0
obawa,0,0,0,1,0,1,0,0,0,0
lękliwy,0,1,0,1,0,1,0,0,0,0
uczeń,0,0,0,0,0,0,0,0,0,1
praktyka,0,0,0,0,0,0,0,0,0,0
zbliżać się,0,0,0,0,0,0,0,0,0,0
zbliżający się,0,1,0,0,0,0,0,0,0,0
aprobata,0,0,0,0,0,0,1,0,0,1
asygnowanie,0,0,0,0,0,1,0,0,0,0
aprobata,0,0,0,0,0,0,1,0,0,0
zatwierdzić,0,0,0,0,1,0,1,0,0,1
pochlebny,0,0,0,0,0,0,1,0,0,0
przybliżony,0,0,0,0,0,0,0,0,0,0
około,0,0,0,0,0,0,0,0,0,0
przybliżanie,0,0,0,0,0,0,0,0,0,0
przybliżenie,0,0,0,0,0,0,0,0,0,0
akcesoria,0,0,0,0,0,0,0,0,0,0
Fartuch,0,0,0,0,0,0,0,0,0,0
trafny,0,0,0,0,0,0,1,0,0,0
uzdolnienie,0,0,0,0,0,0,1,0,0,0
wodny,0,0,0,0,0,0,0,0,0,0
akwamaryn,0,0,0,0,0,0,0,0,0,0
akwarium,0,0,0,0,0,0,0,0,0,0
wodny,0,0,0,0,0,0,0,0,0,0
akwedukt,0,0,0,0,0,0,0,0,0,0
wodny,0,0,0,0,0,0,0,0,0,0
orny,0,0,0,0,0,0,0,0,0,0
arbiter,0,0,0,0,0,0,0,0,0,1
rozstrzygać,0,0,0,0,0,0,0,0,0,0
arbitraż,0,1,0,0,0,0,0,0,0,0
arbiter,0,0,0,0,0,0,0,0,0,1
altanka,0,0,0,0,0,0,0,0,0,0
łuk,0,0,0,0,0,0,0,0,0,0
arkada,0,0,0,0,0,0,0,0,0,0
łuk,0,0,0,0,0,0,0,0,0,0
archeologiczny,0,0,0,0,0,0,0,0,0,0
archeolog,0,0,0,0,0,0,0,0,0,0
archeologia,0,1,0,0,0,0,1,0,0,0
archaiczny,0,0,0,0,0,1,0,0,0,0
arcybiskup,0,0,0,0,0,0,0,0,0,0
łukowaty,0,0,0,0,0,0,0,0,0,0
łucznik,0,0,0,0,0,0,0,0,0,0
łucznictwo,0,0,0,0,0,0,0,0,0,0
archetyp,0,0,0,0,0,0,0,0,0,0
archipelag,0,0,0,0,0,0,0,0,0,0
architekt,0,0,0,0,0,0,0,0,0,0
architektura,0,0,0,0,0,0,0,0,0,1
archiwum,0,0,0,0,0,0,0,0,0,0
arktyczny,0,0,0,0,0,0,0,0,0,0
żarliwy,0,1,0,0,1,0,1,0,0,0
zapał,0,0,0,0,0,0,1,0,0,0
żmudny,0,0,0,0,0,1,0,0,0,0
powierzchnia,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,0,0,0,0
otoczka,0,0,0,0,0,0,0,0,0,0
srebrzysty,0,0,0,0,0,0,0,0,0,0
kłócić się,1,0,0,0,0,1,0,0,0,0
argument,1,0,0,0,0,1,0,0,0,0
argumentacja,1,0,0,0,0,0,0,0,0,0
rzeczowy,0,0,0,0,0,1,0,0,0,0
argumenty,1,0,0,0,0,0,0,0,0,0
jałowy,0,0,0,0,0,1,0,1,0,0
arystokracja,0,0,0,0,0,0,1,0,0,0
arystokrata,0,0,0,0,0,0,0,0,0,0
arystokratyczny,0,0,0,0,0,0,1,0,0,0
arytmetyka,0,0,0,0,0,0,0,0,0,0
arka,0,0,0,0,0,0,0,0,0,0
ramię,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,0,0,0
uzbrojenie,1,0,0,1,0,0,0,0,0,0
zbrojenia,0,0,0,1,0,1,0,0,0,0
armatura,0,0,0,0,0,0,0,0,0,0
uzbrojony,1,0,0,1,0,1,1,0,0,0
zbroja,0,0,0,1,0,0,1,0,0,1
opancerzony,0,0,0,1,0,0,0,0,0,0
zbrojownia,0,0,0,0,0,0,0,0,0,1
ramiona,0,0,0,0,0,0,0,0,0,0
armia,0,0,0,0,0,0,0,0,0,0
aromat,0,0,0,0,0,0,1,0,0,0
pobudzenie,0,0,0,0,0,0,0,0,0,0
wzbudzać,0,1,0,0,0,0,1,0,0,0
postawienie w stan oskarżenia,1,0,0,1,0,1,0,1,0,0
zorganizować,0,0,0,0,0,0,0,0,0,0
ułożone,0,0,0,0,0,0,0,0,0,0
układ,0,0,0,0,0,0,0,0,0,0
szyk,0,0,0,0,0,0,1,0,0,0
długi,0,0,0,0,0,1,0,0,0,0
aresztować,0,0,0,0,0,1,0,0,0,0
przyjazd,0,1,0,0,0,0,0,0,0,0
przyjechać,0,1,0,0,0,0,0,0,0,0
arogancja,0,0,0,0,0,1,0,0,0,0
arogancki,1,0,1,0,0,1,0,0,0,0
strzałka,0,0,0,0,0,0,0,0,0,0
Arsenał,0,0,0,0,0,0,0,0,0,0
arsen,0,0,1,1,0,1,0,1,0,0
podpalenie,1,0,0,1,0,1,0,0,0,0
sztuka,0,1,0,0,1,0,1,1,1,0
tętnica,0,0,0,0,0,0,0,0,0,0
pomysłowy,0,0,0,0,0,0,0,0,0,0
stawonogi,0,0,0,0,0,0,0,0,0,0
karczoch,0,0,0,0,0,0,0,0,0,0
artykuł,0,0,0,0,0,0,0,0,0,0
artykuły,0,0,0,0,0,0,0,0,0,0
artykułować,0,0,0,0,0,0,1,0,0,0
artykulacja,0,0,0,0,0,0,1,0,0,0
sztuczka,0,0,0,0,0,0,0,0,0,0
artyleria,0,0,0,1,0,1,0,0,0,0
rzemieślnik,0,0,0,0,0,0,1,0,0,0
artysta,0,0,0,0,0,0,0,0,0,0
artysta,0,0,0,0,0,0,1,0,0,0
artystyczny,0,0,0,0,0,0,1,0,0,0
artyści,0,0,0,0,0,0,0,0,0,0
wspiąć się,0,0,0,0,0,0,0,0,0,0
przewaga,0,0,0,0,0,0,1,0,0,0
Wniebowstąpienie,0,0,0,0,0,0,0,0,0,0
wzniesienie się,0,0,0,0,0,0,1,0,0,0
ustalać,0,0,0,0,0,0,0,0,0,0
ustalony,0,0,0,0,0,0,0,0,0,0
ascetyczny,0,0,0,0,0,0,0,0,0,0
popiół,0,0,0,0,0,1,0,0,0,0
zawstydzony,0,0,1,0,0,1,0,1,0,0
proch,0,0,0,0,0,1,0,1,0,0
we śnie,0,0,0,0,0,0,0,0,0,0
żmija,0,0,0,1,0,0,0,0,0,0
aspartam,0,0,0,0,0,0,0,0,0,0
aspekt,0,0,0,0,0,0,0,0,0,0
aspekty,0,0,0,0,0,0,0,0,0,0
asfalt,0,0,0,0,0,0,0,0,0,0
dążenie,0,1,0,0,1,0,1,0,1,1
aspirować,0,1,0,0,1,0,1,0,0,0
ambitny,0,1,0,0,1,0,1,0,0,1
tyłek,0,0,0,0,0,1,0,0,0,0
atakować,1,0,0,1,0,1,0,0,1,0
napastnik,1,0,0,1,0,1,0,1,0,0
morderca,1,0,0,1,0,1,0,1,0,0
dokonać zamachu,1,0,0,1,0,1,0,0,0,0
zamach,1,0,0,1,0,1,0,1,0,0
napaść,1,0,0,1,0,1,0,0,0,0
analiza,0,0,0,0,0,0,0,0,0,0
zmontowanie,0,0,0,0,0,0,0,0,0,0
gromadzić się,0,0,0,0,0,0,0,0,0,0
zmontowane,0,0,0,0,0,0,0,0,0,0
montaż,0,0,0,0,0,0,1,0,0,1
zgoda,0,0,0,0,0,0,1,0,0,0
zapewniać,0,0,0,0,0,0,0,0,0,0
twierdzenie,0,0,0,0,0,0,1,0,0,1
twierdzenie,0,0,0,0,0,0,0,0,0,0
oceniać,0,0,0,0,0,0,0,0,0,0
oszacowanie,0,0,0,0,0,0,0,0,1,1
asesor,0,0,0,0,0,0,0,0,0,1
majątek,0,0,0,0,0,0,1,0,0,0
dupek,1,0,1,0,0,1,0,0,0,0
przydzielać,0,0,0,0,0,0,0,0,0,0
mandatariusz,0,0,0,0,0,0,0,0,0,1
zadanie,0,0,0,0,0,0,0,0,0,0
wchłonąć,0,0,0,0,0,0,0,0,0,0
asymilacja,0,0,0,0,0,0,0,0,0,0
wspierać,0,0,0,0,0,0,1,0,0,1
wsparcie,0,0,0,0,0,0,1,0,0,0
asystent,0,0,0,0,0,0,0,0,0,0
współpracownik,0,0,0,0,0,0,1,0,0,1
stowarzyszenie,0,0,0,0,0,0,0,0,0,1
mieszany,0,0,0,0,0,0,0,0,0,0
asortyment,0,0,0,0,0,0,0,0,0,0
łagodzić,0,0,0,0,0,0,1,0,0,0
przypuszczalny,0,0,0,0,0,0,0,0,0,0
zarozumiały,0,0,0,0,0,0,0,0,0,0
założenie,0,0,0,0,0,0,0,0,0,0
zapewnienie,0,0,0,0,0,0,1,0,0,1
gwarantować,0,0,0,0,0,0,0,0,0,1
zapewniony,0,0,0,0,0,0,1,0,0,1
zapewne,0,0,0,0,0,0,0,0,0,1
gwiazdka,0,0,0,0,0,0,0,0,0,0
asteroidy,0,0,0,0,0,0,0,0,0,0
astygmatyzm,0,0,0,0,0,0,0,0,0,0
zdumiewająco,0,0,0,0,0,0,1,0,1,0
zdziwienie,0,0,0,0,1,0,1,0,1,0
astralny,0,0,0,0,0,0,0,0,0,0
zabłąkany,0,0,0,1,0,1,0,0,0,0
środek ściągający,0,0,0,0,0,1,0,0,0,0
astrolog,0,1,0,0,0,0,1,0,0,0
astrologia,0,0,0,0,0,0,0,0,0,0
astronauta,0,0,0,0,0,0,1,0,0,0
astronom,0,1,0,0,0,0,1,0,0,0
astronomia,0,0,0,0,0,0,0,0,0,0
bystry,0,0,0,0,0,0,1,0,0,0
jedno od drugiego,0,0,0,0,0,0,0,0,0,0
przytułek,0,0,0,1,0,1,0,0,0,0
asymetryczny,0,0,0,0,0,0,0,0,0,0
asymetria,0,0,1,0,0,0,0,0,0,0
asymptotyczny,0,0,0,0,0,0,0,0,0,0
atelier,0,0,0,0,0,0,0,0,0,0
ateizm,0,0,0,0,0,1,0,0,0,0
ateistyczny,0,0,0,0,0,0,0,0,0,0
miażdżyca,0,0,0,1,0,1,0,1,0,0
sportowiec,0,0,0,0,0,0,1,0,0,0
atletyczny,0,0,0,0,0,0,1,0,0,0
atletyka,0,0,0,0,0,0,0,0,0,0
lekkoatletyka,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0
atmosfera,0,0,0,0,0,0,0,0,0,0
atmosferyczny,0,0,0,0,0,0,0,0,0,0
atol,0,0,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,0,1,0,0,0
atomowy,0,0,0,0,0,0,0,0,0,0
odpokutować,0,1,0,0,1,0,1,0,0,1
pokuta,0,0,0,0,0,0,1,0,0,0
atrium,0,0,0,0,0,0,0,0,0,0
okrutny,1,0,1,0,0,1,0,0,0,0
okrucieństwo,1,0,1,1,0,1,0,1,0,0
zanik,0,0,1,1,0,1,0,1,0,0
przytwierdzać,0,0,0,0,0,0,0,0,0,0
przywiązanie,0,0,0,0,0,0,1,0,0,0
atak,1,0,0,1,0,1,0,0,0,0
napadający,1,0,1,1,0,1,0,1,1,0
osiągać,0,0,0,0,0,0,0,0,0,0
osiągalny,0,1,0,0,0,0,1,0,0,0
osiągnięcie,0,0,0,0,0,0,1,0,0,0
próba,0,1,0,0,0,0,0,0,0,0
frekwencja,0,1,0,0,0,0,0,0,0,0
obsługujący,0,0,0,0,0,0,1,0,0,1
Uwaga,0,0,0,0,0,0,1,0,0,0
uważny,0,0,0,0,0,0,1,0,0,1
osłabiać,0,0,0,0,0,0,0,0,0,0
osłabiony,0,0,0,0,0,1,0,0,0,0
osłabienie,0,0,0,0,0,1,0,1,0,0
zaświadczać,0,0,0,0,0,0,1,0,0,1
zaświadczenie,0,0,0,0,0,0,0,0,0,1
strych,0,0,0,0,0,0,0,0,0,0
strój,0,0,0,0,0,0,0,0,0,0
nastawienie,0,0,0,0,0,0,0,0,0,0
adwokat,1,0,0,1,0,0,1,0,0,1
atrakcja,0,0,0,0,0,0,1,0,0,0
atrakcyjność,0,0,0,0,0,0,1,0,0,0
przypisywalny,0,0,0,0,0,0,0,0,0,0
atrybut,0,0,0,0,0,0,0,0,0,0
atrybucja,0,0,0,0,0,0,0,0,0,0
ścieranie,0,0,0,0,0,0,0,0,0,0
kasztanowy,0,0,0,0,0,0,0,0,0,0
Aukcja,0,1,0,0,0,0,0,0,0,0
licytator,0,0,0,0,0,0,0,0,0,0
zuchwały,0,0,0,0,0,0,0,0,0,0
śmiałość,0,0,0,0,0,1,0,0,0,0
słyszalny,0,0,0,0,0,0,0,0,0,0
publiczność,0,1,0,0,0,0,0,0,0,0
rewizja,0,0,0,0,0,0,0,0,0,0
przesłuchanie,0,0,0,0,0,0,0,0,0,0
rewident księgowy,0,0,0,1,0,0,0,0,0,1
audytorium,0,0,0,0,0,0,0,0,0,0
słuchowy,0,0,0,0,0,0,0,0,0,0
coś,0,0,0,0,0,0,0,0,0,0
zwiększać,0,0,0,0,0,0,1,0,0,0
powiększenie,0,0,0,0,0,0,0,0,0,0
sierpień,0,0,0,0,0,0,1,0,0,0
ciotka,0,0,0,0,0,0,1,0,0,1
aura,0,0,0,0,0,0,1,0,0,0
zorza polarna,0,0,0,0,0,0,0,0,0,0
auspicje,0,0,0,0,0,0,0,0,0,0
pomyślny,0,1,0,0,1,0,1,0,0,0
surowy,0,0,0,1,0,1,0,1,0,0
surowość,0,0,0,0,0,1,0,0,0,0
autentyczny,0,0,0,0,1,0,1,0,0,1
uwierzytelniać,0,0,0,0,0,0,0,0,0,1
uwierzytelnianie,0,0,0,0,0,0,0,0,0,1
autentyczność,0,0,0,0,0,0,1,0,0,1
autor,0,0,0,0,0,0,1,0,0,1
autorytatywny,0,0,0,0,0,0,1,0,0,1
autorytet,0,0,0,0,0,0,1,0,0,1
upoważnienie,0,0,0,0,0,0,1,0,0,1
autoryzować,0,0,0,0,0,0,0,0,0,1
upoważniony,0,0,0,0,0,0,1,0,0,0
autorstwo,0,0,0,0,0,0,0,0,0,0
automatyczny,0,0,0,0,0,0,0,0,0,0
autobiografia,0,0,0,0,0,0,0,0,0,0
autokratyczny,0,0,0,0,0,1,0,0,0,0
autograf,0,0,0,0,0,0,0,0,0,0
automatyczny,0,0,0,0,0,0,0,0,0,1
samochód,0,0,0,0,0,0,0,0,0,0
autonomia,0,0,0,0,0,0,0,0,0,0
autopsja,0,0,1,1,0,1,0,1,0,0
jesień,0,0,0,0,0,0,0,0,0,0
pomocniczy,0,0,0,0,0,0,0,0,0,0
wykorzystać,0,0,0,0,0,0,0,0,0,0
lawina,0,0,0,1,0,1,0,1,1,0
chciwość,1,0,1,0,0,1,0,0,0,0
awatara,0,0,0,0,0,0,1,0,0,0
mściciel,1,0,0,0,0,1,0,0,0,0
aleja,0,0,0,0,0,0,0,0,0,0
zaręczać,0,0,0,0,0,0,0,0,0,0
przeciętny,0,0,0,0,0,0,0,0,0,0
niechętny,1,0,1,1,0,1,0,0,0,0
niechęć,1,0,1,1,0,1,0,0,0,0
zapobiec,0,0,0,0,0,0,0,0,0,0
woliera,0,0,0,0,0,0,0,0,0,0
lotnictwo,0,0,0,0,0,0,0,0,0,0
lotnik,0,0,0,0,0,0,0,0,0,0
zachłanny,0,0,0,0,0,0,0,0,0,0
awokado,0,0,0,0,0,0,0,0,0,0
unikać,0,0,0,1,0,1,0,0,0,0
unikanie,0,0,0,1,0,1,0,0,0,0
unikanie,0,0,0,1,0,0,0,0,0,0
czekać na,0,1,0,0,0,0,0,0,0,0
obudzić,0,0,0,0,0,0,0,0,0,0
obudzić,0,0,0,0,0,0,0,0,0,0
nagroda,0,1,0,0,1,0,1,0,1,1
groza,0,0,0,0,0,0,0,0,0,0
okropny,1,0,1,1,0,1,0,1,0,0
nieporadność,0,0,1,0,0,1,0,0,0,0
markiza,0,0,0,0,0,0,0,0,0,0
krzywo,0,0,0,0,0,1,0,0,0,0
osiowy,0,0,0,0,0,0,0,0,0,0
aksjomat,0,0,0,0,0,0,0,0,0,1
aksjomatyczny,0,0,0,0,0,0,0,0,0,1
oś,0,0,0,0,0,0,0,0,0,0
oś,0,0,0,0,0,0,0,0,0,0
tak,0,0,0,0,0,0,1,0,0,0
zawsze,0,0,0,0,0,0,1,0,0,0
azymut,0,0,0,0,0,0,0,0,0,0
lazur,0,0,0,0,0,0,0,0,0,0
bełkot,0,0,0,0,0,1,0,0,0,0
bełkot,0,0,0,0,0,1,0,0,0,0
pawian,0,0,1,0,0,1,0,0,0,0
Dziecko,0,0,0,0,1,0,1,0,0,0
opiekunka dziecięca,0,0,0,0,0,0,0,0,0,1
bakalaureat,0,0,0,0,0,0,1,0,0,0
bakarat,0,0,0,0,0,0,0,0,0,0
kawaler,0,0,0,0,0,0,0,0,0,0
plecy,0,0,0,0,0,0,0,0,0,0
kręgosłup,1,0,0,0,0,0,1,0,0,1
zwolennik,0,0,0,0,0,0,0,0,0,1
spalić na panewce,0,0,0,0,0,0,0,0,0,0
tryktrak,0,0,0,0,0,0,0,0,0,0
tło,0,0,0,0,0,0,0,0,0,0
koparko,0,0,0,0,0,0,0,0,0,0
turysta,0,0,0,0,0,0,0,0,0,0
wracać,0,0,0,0,0,0,0,0,0,0
do tyłu,0,0,0,0,0,1,0,0,0,0
wstecz,0,0,1,0,0,1,0,0,0,0
łacha,0,0,0,0,0,1,0,1,0,0
bakteria,0,0,1,1,0,1,0,1,0,0
bakteria,0,0,1,1,0,1,0,0,0,0
zły,1,0,1,1,0,1,0,1,0,0
odznaka,0,0,0,0,0,0,0,0,0,1
borsuk,1,0,0,0,0,1,0,0,0,0
źle,0,0,0,0,0,1,0,1,0,0
niegodziwość,1,0,1,1,0,1,0,0,0,0
przegroda,0,0,0,0,0,0,0,0,0,0
torba,0,0,0,0,0,0,0,0,0,0
bagaż,0,0,0,0,0,0,0,0,0,0
workowaty,0,0,0,0,0,0,0,0,0,0
dudy,0,0,0,0,0,0,0,0,0,0
kaucja,0,0,0,0,0,0,0,0,0,0
komornik,0,0,0,1,0,1,0,0,0,1
przynęta,0,0,0,1,0,1,0,0,0,1
upiec,0,0,0,0,0,0,0,0,0,0
piekarnia,0,0,0,0,0,0,0,0,0,0
pieczenie,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,0,0,0,0,0,0,0
saldo,0,0,0,0,0,0,1,0,0,0
zrównoważony,0,0,0,0,0,0,1,0,0,0
balkon,0,0,0,0,0,0,0,0,0,0
łysy,0,0,0,0,0,0,0,0,0,0
bela,0,0,0,1,0,1,0,0,0,0
miedza,0,0,0,0,0,1,0,0,0,0
piłka,0,0,0,0,0,0,0,0,0,0
ballada,0,0,0,0,0,0,1,0,0,0
balast,0,0,0,0,0,0,0,0,0,0
balet,0,0,0,0,0,0,1,0,0,0
balon,0,0,0,0,0,0,0,0,0,0
balotować,0,1,0,0,0,0,1,0,0,1
sala balowa,0,0,0,0,0,0,0,0,0,0
balsam,0,1,0,0,1,1,1,0,0,0
balsamiczny,0,0,0,0,0,0,0,0,0,0
balsam,0,0,0,0,0,0,1,0,0,0
balsamiczny,0,0,0,0,0,0,0,0,0,0
zakaz,0,0,0,0,0,1,0,0,0,0
banan,0,0,0,0,0,0,0,0,0,0
pasmo,0,0,0,0,0,0,0,0,0,0
bandaż,0,0,0,0,0,0,0,0,0,0
bandyta,0,0,0,0,0,1,0,0,0,0
wóz dla orkiestry,0,0,0,0,0,0,0,0,0,0
zmora,1,0,1,1,0,1,0,0,0,0
huk,1,0,1,1,0,1,0,1,1,0
banger,1,1,0,1,0,1,0,0,1,0
wygnać,1,0,1,1,0,1,0,1,0,0
wygnany,1,0,0,1,0,1,0,1,0,0
wygnanie,1,0,1,0,0,1,0,1,0,0
banjo,0,0,0,0,0,0,0,0,0,0
Bank,0,0,0,0,0,0,0,0,0,1
bankier,0,0,0,0,0,0,0,0,0,1
bankrut,0,0,0,1,0,1,0,1,0,0
bankructwo,1,0,1,1,0,1,0,1,0,0
transparent,0,0,0,0,0,0,0,0,0,0
bankiet,0,1,0,0,1,0,1,0,0,0
banshee,1,0,1,1,0,1,0,1,0,0
drażnić,0,0,0,0,0,0,0,0,0,0
chrzest,0,0,0,0,0,0,1,0,0,0
chrzcielny,0,0,0,0,1,0,1,0,0,0
bar,0,0,0,0,0,0,0,0,0,0
kolec,1,0,0,0,0,1,0,0,0,0
barbarzyńca,0,0,0,1,0,1,0,0,0,0
barbarzyński,1,0,1,1,0,1,0,0,0,0
barbaryzm,0,0,0,0,0,1,0,0,0,0
grill,0,0,0,0,0,0,0,0,0,0
kolczasty,0,0,0,0,0,0,0,0,0,0
bard,0,0,0,0,0,0,1,0,0,0
oklep,0,0,0,0,0,0,0,0,0,0
boso,0,0,0,0,0,0,0,0,0,0
ledwie,0,0,0,0,0,0,0,0,0,0
barf,0,0,1,0,0,0,0,0,0,0
okazja,0,0,0,0,0,0,1,0,0,1
barka,0,0,0,0,0,0,0,0,0,0
baryton,0,0,0,0,0,0,0,0,0,0
szczekać,1,0,0,0,0,1,0,0,0,0
stodoła,0,0,0,0,0,0,0,0,0,0
Barney,0,0,0,0,0,0,0,0,0,0
barometr,0,0,0,0,0,0,0,0,0,0
baron,0,0,0,0,0,0,0,0,0,0
barokowy,0,0,0,0,0,0,0,0,0,0
barak,0,0,0,0,0,0,0,0,0,0
zabroniony,0,0,0,0,0,1,0,0,0,0
beczka,0,0,0,0,0,0,0,0,0,0
jałowy,0,0,0,0,0,1,0,1,0,0
barykada,0,0,0,1,0,1,0,0,0,0
bariera,1,0,0,0,0,1,0,0,0,0
z wyjątkiem,0,0,0,0,0,0,0,0,0,0
adwokat,0,0,0,0,0,0,0,0,0,0
kurhan,0,0,1,0,0,0,0,0,0,0
barman,0,0,0,0,0,0,0,0,0,1
frymarczenie,0,0,0,0,0,0,0,0,0,1
baza,0,0,0,0,0,0,0,0,0,1
baseball,0,0,0,0,0,0,0,0,0,0
listwa przypodłogowa,0,0,0,0,0,0,0,0,0,0
bezpodstawny,0,0,0,0,0,1,0,0,0,0
piwnica,0,0,0,0,0,0,0,0,0,0
bazylika,0,0,0,0,0,0,0,0,0,0
basen,0,0,0,0,0,0,0,0,0,0
podstawa,0,0,0,0,0,0,0,0,0,0
wygrzać się,0,0,0,0,0,0,0,0,0,0
kosz,0,0,0,0,0,0,0,0,0,0
Koszykówka,0,1,0,0,1,0,1,0,0,0
gitara basowa,0,0,0,0,0,0,0,0,0,0
baso,0,0,0,0,0,0,0,0,0,0
fagot,0,0,0,0,0,0,0,0,0,0
