Czech Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
odpovědný,0,0,0,0,0,0,0,0,0,1
odpovídání,0,0,0,0,0,0,0,0,0,0
mravenec,0,0,0,0,0,0,0,0,0,0
antagonismus,1,0,0,0,0,1,0,0,0,0
antagonista,1,0,0,0,0,1,0,0,0,0
antagonistický,1,0,1,0,0,1,0,0,0,0
ante,0,0,0,0,0,0,0,0,0,0
předchůdce,0,0,0,0,0,0,0,0,0,0
antilopa,0,0,0,0,0,0,0,0,0,0
anténa,0,0,0,0,0,0,0,0,0,0
přední,0,0,0,0,0,0,0,0,0,0
hymna,0,0,0,0,0,0,0,0,0,0
antologie,0,0,0,0,0,0,0,0,0,0
antrax,0,0,1,1,0,1,0,1,0,0
antropologie,0,0,0,0,0,0,0,0,0,0
antibiotikum,0,0,0,0,0,0,0,0,0,0
antibiotika,0,0,0,0,0,0,1,0,0,0
antikrist,1,0,1,1,0,1,0,0,0,0
očekávání,0,1,0,0,0,0,0,0,0,0
předvídavý,0,1,0,0,0,0,0,0,0,0
protijed,0,1,0,0,0,0,1,0,0,1
antimykotikum,0,0,0,0,0,0,1,0,0,1
antimon,0,0,0,0,0,0,0,0,0,0
antipatie,1,0,1,0,0,1,0,0,0,0
starožitný,0,0,0,0,0,0,0,0,0,0
zastaralý,0,0,0,0,0,1,0,0,0,0
starožitný,0,0,0,0,0,0,1,0,0,0
starověk,0,0,0,0,0,0,0,0,0,0
antiseptický,0,0,0,0,0,0,1,0,0,1
asociální,1,0,1,1,0,1,0,1,0,0
protiklad,1,0,0,0,0,1,0,0,0,0
protikladný,0,0,0,0,0,0,0,0,0,0
antivirový,0,0,0,0,0,0,0,0,0,0
paroh,0,0,0,0,0,0,0,0,0,0
kovadlina,0,0,0,0,0,0,0,0,0,0
úzkost,1,1,0,1,0,1,0,1,0,0
úzkostný,0,1,0,1,0,1,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0
rychle,0,0,0,0,0,0,0,0,0,0
apache,0,0,0,1,0,1,0,0,0,0
byt,0,0,0,0,0,0,0,0,0,0
apatický,0,0,0,0,0,1,0,1,0,0
apatie,0,0,0,0,0,1,0,1,0,0
opice,0,0,0,0,0,0,0,0,0,0
clona,0,0,0,0,0,0,0,0,0,0
vrchol,0,0,0,0,0,0,0,0,0,0
mšice,0,0,1,0,0,1,0,0,0,0
kus,0,0,0,0,0,0,0,0,0,0
aplomb,0,0,0,0,0,0,1,0,0,0
apokalyptický,0,0,0,0,0,0,0,0,0,0
omluvný,0,0,0,0,0,0,1,0,0,1
apologeta,0,0,0,0,0,0,0,0,0,0
omluvit se,0,0,0,0,0,0,1,1,0,1
omluva,0,0,0,0,0,0,1,0,0,0
odpadnutí,0,0,0,0,0,0,0,0,0,0
odpadlík,0,0,0,0,0,0,0,0,0,0
apoštol,0,0,0,0,0,0,1,0,0,1
apoštolský,0,0,0,0,0,0,0,0,0,1
apostrof,0,0,0,0,0,0,0,0,0,0
otřesné,0,0,1,1,0,1,0,0,0,0
zařízení,0,0,0,0,0,0,0,0,0,0
oděv,0,0,0,0,0,0,0,0,0,0
zřejmě,0,0,0,0,0,0,0,0,0,0
zjevení,0,0,0,1,0,0,0,0,1,0
odvolání,0,1,0,0,0,0,0,0,0,0
vzhled,0,0,0,0,0,0,0,0,0,0
uklidnit,0,0,0,0,0,0,0,0,0,0
odvolatel,0,0,0,0,0,0,0,0,0,0
připojit,0,0,0,0,0,0,0,0,0,0
přívěsek,0,0,0,0,0,0,0,0,0,0
apendicitida,0,0,0,1,0,1,0,1,0,0
slepé střevo,0,0,0,0,0,0,0,0,0,0
chuť,0,0,0,0,0,0,0,0,0,0
předkrm,0,0,0,0,0,0,0,0,0,0
potlesk,0,0,0,0,1,0,1,0,1,1
jablko,0,0,0,0,0,0,0,0,0,0
spotřebič,0,0,0,0,0,0,0,0,0,0
spotřebiče,0,0,0,0,0,0,0,0,0,0
použitelnost,0,0,0,0,0,0,0,0,0,0
použitelný,0,0,0,0,0,0,0,0,0,0
žadatel,0,1,0,0,0,0,0,0,0,0
aplikace,0,0,0,0,0,0,0,0,0,0
aplikovat,0,0,0,0,0,0,0,0,0,0
jmenovat,0,0,0,0,0,0,0,0,0,0
jmenování,0,0,0,0,0,0,0,0,0,0
schůzky,0,0,0,0,0,0,0,0,0,0
rozdělit,0,0,0,0,0,0,0,0,0,0
rozdělení,0,0,0,0,0,0,0,0,0,0
ocenit,0,0,0,0,0,0,0,0,0,0
znatelné,0,0,0,0,0,0,0,0,0,0
uznání,0,0,0,0,1,0,1,0,0,1
zatknout,0,0,0,1,0,0,0,0,0,0
obava,0,0,0,1,0,1,0,0,0,0
obavami,0,1,0,1,0,1,0,0,0,0
učeň,0,0,0,0,0,0,0,0,0,1
učební obor,0,0,0,0,0,0,0,0,0,0
přístup,0,0,0,0,0,0,0,0,0,0
blížící se,0,1,0,0,0,0,0,0,0,0
aprobace,0,0,0,0,0,0,1,0,0,1
přivlastnění,0,0,0,0,0,1,0,0,0,0
schválení,0,0,0,0,0,0,1,0,0,0
Schválit,0,0,0,0,1,0,1,0,0,1
schvalování,0,0,0,0,0,0,1,0,0,0
přibližný,0,0,0,0,0,0,0,0,0,0
přibližně,0,0,0,0,0,0,0,0,0,0
přibližující se,0,0,0,0,0,0,0,0,0,0
přiblížení,0,0,0,0,0,0,0,0,0,0
příslušenství,0,0,0,0,0,0,0,0,0,0
zástěra,0,0,0,0,0,0,0,0,0,0
apt,0,0,0,0,0,0,1,0,0,0
nadání,0,0,0,0,0,0,1,0,0,0
aqua,0,0,0,0,0,0,0,0,0,0
akvamarín,0,0,0,0,0,0,0,0,0,0
akvárium,0,0,0,0,0,0,0,0,0,0
vodní,0,0,0,0,0,0,0,0,0,0
akvadukt,0,0,0,0,0,0,0,0,0,0
vodný,0,0,0,0,0,0,0,0,0,0
orný,0,0,0,0,0,0,0,0,0,0
rozhodce,0,0,0,0,0,0,0,0,0,1
rozsuzovat,0,0,0,0,0,0,0,0,0,0
arbitráž,0,1,0,0,0,0,0,0,0,0
rozhodce,0,0,0,0,0,0,0,0,0,1
altán,0,0,0,0,0,0,0,0,0,0
oblouk,0,0,0,0,0,0,0,0,0,0
pasáž,0,0,0,0,0,0,0,0,0,0
oblouk,0,0,0,0,0,0,0,0,0,0
archeologický,0,0,0,0,0,0,0,0,0,0
archeolog,0,0,0,0,0,0,0,0,0,0
archeologie,0,1,0,0,0,0,1,0,0,0
archaický,0,0,0,0,0,1,0,0,0,0
arcibiskup,0,0,0,0,0,0,0,0,0,0
klenutý,0,0,0,0,0,0,0,0,0,0
lukostřelec,0,0,0,0,0,0,0,0,0,0
lukostřelba,0,0,0,0,0,0,0,0,0,0
archetyp,0,0,0,0,0,0,0,0,0,0
souostroví,0,0,0,0,0,0,0,0,0,0
architekt,0,0,0,0,0,0,0,0,0,0
architektura,0,0,0,0,0,0,0,0,0,1
archiv,0,0,0,0,0,0,0,0,0,0
arktický,0,0,0,0,0,0,0,0,0,0
vroucí,0,1,0,0,1,0,1,0,0,0
zanícení,0,0,0,0,0,0,1,0,0,0
náročný,0,0,0,0,0,1,0,0,0,0
plocha,0,0,0,0,0,0,0,0,0,0
aréna,0,0,0,0,0,0,0,0,0,0
dvorec,0,0,0,0,0,0,0,0,0,0
argent,0,0,0,0,0,0,0,0,0,0
dohadovat se,1,0,0,0,0,1,0,0,0,0
argument,1,0,0,0,0,1,0,0,0,0
argumentace,1,0,0,0,0,0,0,0,0,0
argumentační,0,0,0,0,0,1,0,0,0,0
argumenty,1,0,0,0,0,0,0,0,0,0
vyprahlá,0,0,0,0,0,1,0,1,0,0
aristokracie,0,0,0,0,0,0,1,0,0,0
aristokrat,0,0,0,0,0,0,0,0,0,0
aristokratický,0,0,0,0,0,0,1,0,0,0
aritmetický,0,0,0,0,0,0,0,0,0,0
archa,0,0,0,0,0,0,0,0,0,0
paže,0,0,0,0,0,0,0,0,0,0
armáda,0,0,0,0,0,0,0,0,0,0
vyzbrojení,1,0,0,1,0,0,0,0,0,0
výzbroj,0,0,0,1,0,1,0,0,0,0
armatura,0,0,0,0,0,0,0,0,0,0
ozbrojený,1,0,0,1,0,1,1,0,0,0
brnění,0,0,0,1,0,0,1,0,0,1
obrněný,0,0,0,1,0,0,0,0,0,0
zbrojnice,0,0,0,0,0,0,0,0,0,1
zbraně,0,0,0,0,0,0,0,0,0,0
armáda,0,0,0,0,0,0,0,0,0,0
aroma,0,0,0,0,0,0,1,0,0,0
vzrušení,0,0,0,0,0,0,0,0,0,0
vzbudit,0,1,0,0,0,0,1,0,0,0
obvinění,1,0,0,1,0,1,0,1,0,0
uspořádat,0,0,0,0,0,0,0,0,0,0
uspořádány,0,0,0,0,0,0,0,0,0,0
dohoda,0,0,0,0,0,0,0,0,0,0
pole,0,0,0,0,0,0,1,0,0,0
nedoplatky,0,0,0,0,0,1,0,0,0,0
zatknout,0,0,0,0,0,1,0,0,0,0
příchod,0,1,0,0,0,0,0,0,0,0
přijet,0,1,0,0,0,0,0,0,0,0
arogance,0,0,0,0,0,1,0,0,0,0
arogantní,1,0,1,0,0,1,0,0,0,0
šipka,0,0,0,0,0,0,0,0,0,0
arzenál,0,0,0,0,0,0,0,0,0,0
arsen,0,0,1,1,0,1,0,1,0,0
žhářství,1,0,0,1,0,1,0,0,0,0
umění,0,1,0,0,1,0,1,1,1,0
tepna,0,0,0,0,0,0,0,0,0,0
umný,0,0,0,0,0,0,0,0,0,0
členovec,0,0,0,0,0,0,0,0,0,0
artyčok,0,0,0,0,0,0,0,0,0,0
článek,0,0,0,0,0,0,0,0,0,0
články,0,0,0,0,0,0,0,0,0,0
artikulovat,0,0,0,0,0,0,1,0,0,0
artikulace,0,0,0,0,0,0,1,0,0,0
rafinovanost,0,0,0,0,0,0,0,0,0,0
dělostřelectvo,0,0,0,1,0,1,0,0,0,0
řemeslník,0,0,0,0,0,0,1,0,0,0
umělec,0,0,0,0,0,0,0,0,0,0
artista,0,0,0,0,0,0,1,0,0,0
umělecký,0,0,0,0,0,0,1,0,0,0
umělci,0,0,0,0,0,0,0,0,0,0
zlézt,0,0,0,0,0,0,0,0,0,0
nadvláda,0,0,0,0,0,0,1,0,0,0
nanebevstoupení,0,0,0,0,0,0,0,0,0,0
výstup,0,0,0,0,0,0,1,0,0,0
zjistit,0,0,0,0,0,0,0,0,0,0
zjištěno,0,0,0,0,0,0,0,0,0,0
asketický,0,0,0,0,0,0,0,0,0,0
popel,0,0,0,0,0,1,0,0,0,0
zahanbený,0,0,1,0,0,1,0,1,0,0
popel,0,0,0,0,0,1,0,1,0,0
spící,0,0,0,0,0,0,0,0,0,0
asp,0,0,0,1,0,0,0,0,0,0
aspartam,0,0,0,0,0,0,0,0,0,0
aspekt,0,0,0,0,0,0,0,0,0,0
aspekty,0,0,0,0,0,0,0,0,0,0
asfalt,0,0,0,0,0,0,0,0,0,0
aspirace,0,1,0,0,1,0,1,0,1,1
Toužit,0,1,0,0,1,0,1,0,0,0
aspirující,0,1,0,0,1,0,1,0,0,1
osel,0,0,0,0,0,1,0,0,0,0
napadnout,1,0,0,1,0,1,0,0,1,0
útočník,1,0,0,1,0,1,0,1,0,0
vrah,1,0,0,1,0,1,0,1,0,0
zavraždit,1,0,0,1,0,1,0,0,0,0
atentát,1,0,0,1,0,1,0,1,0,0
útok,1,0,0,1,0,1,0,0,0,0
test,0,0,0,0,0,0,0,0,0,0
shromáždění,0,0,0,0,0,0,0,0,0,0
shromáždit,0,0,0,0,0,0,0,0,0,0
sestaven,0,0,0,0,0,0,0,0,0,0
shromáždění,0,0,0,0,0,0,1,0,0,1
souhlas,0,0,0,0,0,0,1,0,0,0
tvrdit,0,0,0,0,0,0,0,0,0,0
tvrdící,0,0,0,0,0,0,1,0,0,1
tvrzení,0,0,0,0,0,0,0,0,0,0
posoudit,0,0,0,0,0,0,0,0,0,0
Posouzení,0,0,0,0,0,0,0,0,1,1
posuzovatel,0,0,0,0,0,0,0,0,0,1
aktiva,0,0,0,0,0,0,1,0,0,0
kretén,1,0,1,0,0,1,0,0,0,0
přiřadit,0,0,0,0,0,0,0,0,0,0
zmocněnec,0,0,0,0,0,0,0,0,0,1
úkol,0,0,0,0,0,0,0,0,0,0
asimilovat,0,0,0,0,0,0,0,0,0,0
asimilace,0,0,0,0,0,0,0,0,0,0
pomáhat,0,0,0,0,0,0,1,0,0,1
pomoc,0,0,0,0,0,0,1,0,0,0
asistent,0,0,0,0,0,0,0,0,0,0
spolupracovník,0,0,0,0,0,0,1,0,0,1
sdružení,0,0,0,0,0,0,0,0,0,1
roztříděný,0,0,0,0,0,0,0,0,0,0
sortiment,0,0,0,0,0,0,0,0,0,0
utišit,0,0,0,0,0,0,1,0,0,0
předpokládaný,0,0,0,0,0,0,0,0,0,0
za předpokladu,0,0,0,0,0,0,0,0,0,0
předpoklad,0,0,0,0,0,0,0,0,0,0
ujištění,0,0,0,0,0,0,1,0,0,1
ujistit,0,0,0,0,0,0,0,0,0,1
zajištěno,0,0,0,0,0,0,1,0,0,1
jistě,0,0,0,0,0,0,0,0,0,1
hvězdička,0,0,0,0,0,0,0,0,0,0
asteroidy,0,0,0,0,0,0,0,0,0,0
astigmatismus,0,0,0,0,0,0,0,0,0,0
překvapivě,0,0,0,0,0,0,1,0,1,0
údiv,0,0,0,0,1,0,1,0,1,0
astrální,0,0,0,0,0,0,0,0,0,0
zbloudilý,0,0,0,1,0,1,0,0,0,0
svíravý,0,0,0,0,0,1,0,0,0,0
astrolog,0,1,0,0,0,0,1,0,0,0
astrologie,0,0,0,0,0,0,0,0,0,0
astronaut,0,0,0,0,0,0,1,0,0,0
astronom,0,1,0,0,0,0,1,0,0,0
astronomie,0,0,0,0,0,0,0,0,0,0
rafinovaný,0,0,0,0,0,0,1,0,0,0
rozdělit,0,0,0,0,0,0,0,0,0,0
azyl,0,0,0,1,0,1,0,0,0,0
asymetrický,0,0,0,0,0,0,0,0,0,0
asymetrie,0,0,1,0,0,0,0,0,0,0
asymptotické,0,0,0,0,0,0,0,0,0,0
ateliér,0,0,0,0,0,0,0,0,0,0
ateismus,0,0,0,0,0,1,0,0,0,0
ateistický,0,0,0,0,0,0,0,0,0,0
ateroskleróza,0,0,0,1,0,1,0,1,0,0
sportovec,0,0,0,0,0,0,1,0,0,0
atletický,0,0,0,0,0,0,1,0,0,0
atletika,0,0,0,0,0,0,0,0,0,0
atletika,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0
atmosféra,0,0,0,0,0,0,0,0,0,0
atmosférický,0,0,0,0,0,0,0,0,0,0
atol,0,0,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,0,1,0,0,0
atomový,0,0,0,0,0,0,0,0,0,0
odčinit,0,1,0,0,1,0,1,0,0,1
smíření,0,0,0,0,0,0,1,0,0,0
atrium,0,0,0,0,0,0,0,0,0,0
otřesný,1,0,1,0,0,1,0,0,0,0
krutost,1,0,1,1,0,1,0,1,0,0
atrofie,0,0,1,1,0,1,0,1,0,0
připojit,0,0,0,0,0,0,0,0,0,0
příloha,0,0,0,0,0,0,1,0,0,0
Záchvat,1,0,0,1,0,1,0,0,0,0
útočící,1,0,1,1,0,1,0,1,1,0
dosáhnout,0,0,0,0,0,0,0,0,0,0
dosažitelný,0,1,0,0,0,0,1,0,0,0
dosažení,0,0,0,0,0,0,1,0,0,0
pokus,0,1,0,0,0,0,0,0,0,0
účast,0,1,0,0,0,0,0,0,0,0
obsluha,0,0,0,0,0,0,1,0,0,1
Pozornost,0,0,0,0,0,0,1,0,0,0
pozorný,0,0,0,0,0,0,1,0,0,1
utlumit,0,0,0,0,0,0,0,0,0,0
utlumený,0,0,0,0,0,1,0,0,0,0
útlum,0,0,0,0,0,1,0,1,0,0
potvrdit,0,0,0,0,0,0,1,0,0,1
atestace,0,0,0,0,0,0,0,0,0,1
podkroví,0,0,0,0,0,0,0,0,0,0
oděv,0,0,0,0,0,0,0,0,0,0
přístup,0,0,0,0,0,0,0,0,0,0
advokát,1,0,0,1,0,0,1,0,0,1
atrakce,0,0,0,0,0,0,1,0,0,0
přitažlivost,0,0,0,0,0,0,1,0,0,0
přičitatelné,0,0,0,0,0,0,0,0,0,0
atribut,0,0,0,0,0,0,0,0,0,0
atribuce,0,0,0,0,0,0,0,0,0,0
otěr,0,0,0,0,0,0,0,0,0,0
kaštanové,0,0,0,0,0,0,0,0,0,0
aukce,0,1,0,0,0,0,0,0,0,0
dražitel,0,0,0,0,0,0,0,0,0,0
odvážný,0,0,0,0,0,0,0,0,0,0
drzost,0,0,0,0,0,1,0,0,0,0
slyšitelný,0,0,0,0,0,0,0,0,0,0
publikum,0,1,0,0,0,0,0,0,0,0
audit,0,0,0,0,0,0,0,0,0,0
konkurs,0,0,0,0,0,0,0,0,0,0
auditor,0,0,0,1,0,0,0,0,0,1
hlediště,0,0,0,0,0,0,0,0,0,0
sluchový,0,0,0,0,0,0,0,0,0,0
nic,0,0,0,0,0,0,0,0,0,0
rozšířit,0,0,0,0,0,0,1,0,0,0
augmentace,0,0,0,0,0,0,0,0,0,0
srpen,0,0,0,0,0,0,1,0,0,0
teta,0,0,0,0,0,0,1,0,0,1
aura,0,0,0,0,0,0,1,0,0,0
polární záře,0,0,0,0,0,0,0,0,0,0
záštity,0,0,0,0,0,0,0,0,0,0
příznivý,0,1,0,0,1,0,1,0,0,0
strohý,0,0,0,1,0,1,0,1,0,0
přísnost,0,0,0,0,0,1,0,0,0,0
autentický,0,0,0,0,1,0,1,0,0,1
ověřit,0,0,0,0,0,0,0,0,0,1
autentizace,0,0,0,0,0,0,0,0,0,1
pravost,0,0,0,0,0,0,1,0,0,1
autor,0,0,0,0,0,0,1,0,0,1
autoritativní,0,0,0,0,0,0,1,0,0,1
autorita,0,0,0,0,0,0,1,0,0,1
povolení,0,0,0,0,0,0,1,0,0,1
povolit,0,0,0,0,0,0,0,0,0,1
autorizovaný,0,0,0,0,0,0,1,0,0,0
autorství,0,0,0,0,0,0,0,0,0,0
auto,0,0,0,0,0,0,0,0,0,0
autobiografie,0,0,0,0,0,0,0,0,0,0
autokratický,0,0,0,0,0,1,0,0,0,0
autogram,0,0,0,0,0,0,0,0,0,0
automatický,0,0,0,0,0,0,0,0,0,1
automobil,0,0,0,0,0,0,0,0,0,0
autonomie,0,0,0,0,0,0,0,0,0,0
pitva,0,0,1,1,0,1,0,1,0,0
podzim,0,0,0,0,0,0,0,0,0,0
pomocný,0,0,0,0,0,0,0,0,0,0
využít,0,0,0,0,0,0,0,0,0,0
lavina,0,0,0,1,0,1,0,1,1,0
lakota,1,0,1,0,0,1,0,0,0,0
avatar,0,0,0,0,0,0,1,0,0,0
mstitel,1,0,0,0,0,1,0,0,0,0
avenue,0,0,0,0,0,0,0,0,0,0
prům,0,0,0,0,0,0,0,0,0,0
průměrný,0,0,0,0,0,0,0,0,0,0
odmítavý,1,0,1,1,0,1,0,0,0,0
averze,1,0,1,1,0,1,0,0,0,0
odvrátit,0,0,0,0,0,0,0,0,0,0
voliéra,0,0,0,0,0,0,0,0,0,0
letectví,0,0,0,0,0,0,0,0,0,0
letec,0,0,0,0,0,0,0,0,0,0
zanícený,0,0,0,0,0,0,0,0,0,0
avokádo,0,0,0,0,0,0,0,0,0,0
vyhýbat se,0,0,0,1,0,1,0,0,0,0
vyhýbání se,0,0,0,1,0,1,0,0,0,0
vyhýbání se,0,0,0,1,0,0,0,0,0,0
čekat,0,1,0,0,0,0,0,0,0,0
probudit,0,0,0,0,0,0,0,0,0,0
probudit,0,0,0,0,0,0,0,0,0,0
cena,0,1,0,0,1,0,1,0,1,1
hrůza,0,0,0,0,0,0,0,0,0,0
hrozné,1,0,1,1,0,1,0,1,0,0
trapnost,0,0,1,0,0,1,0,0,0,0
markýza,0,0,0,0,0,0,0,0,0,0
nakřivo,0,0,0,0,0,1,0,0,0,0
axiální,0,0,0,0,0,0,0,0,0,0
axiom,0,0,0,0,0,0,0,0,0,1
axiomatický,0,0,0,0,0,0,0,0,0,1
osa,0,0,0,0,0,0,0,0,0,0
náprava,0,0,0,0,0,0,0,0,0,0
ano,0,0,0,0,0,0,1,0,0,0
ano,0,0,0,0,0,0,1,0,0,0
azimut,0,0,0,0,0,0,0,0,0,0
blankyt,0,0,0,0,0,0,0,0,0,0
blábolit,0,0,0,0,0,1,0,0,0,0
blábolení,0,0,0,0,0,1,0,0,0,0
pavián,0,0,1,0,0,1,0,0,0,0
dítě,0,0,0,0,1,0,1,0,0,0
domácí opatrovnice dětí,0,0,0,0,0,0,0,0,0,1
bakalaureát,0,0,0,0,0,0,1,0,0,0
baccarat,0,0,0,0,0,0,0,0,0,0
bakalář,0,0,0,0,0,0,0,0,0,0
zadní,0,0,0,0,0,0,0,0,0,0
páteř,1,0,0,0,0,0,1,0,0,1
podporovatel,0,0,0,0,0,0,0,0,0,1
selhat,0,0,0,0,0,0,0,0,0,0
vrhcáby,0,0,0,0,0,0,0,0,0,0
Pozadí,0,0,0,0,0,0,0,0,0,0
rypadlo,0,0,0,0,0,0,0,0,0,0
batohem,0,0,0,0,0,0,0,0,0,0
ustoupit,0,0,0,0,0,0,0,0,0,0
dozadu,0,0,0,0,0,1,0,0,0,0
dozadu,0,0,1,0,0,1,0,0,0,0
stojaté vody,0,0,0,0,0,1,0,1,0,0
bakterie,0,0,1,1,0,1,0,1,0,0
bakterie,0,0,1,1,0,1,0,0,0,0
špatný,1,0,1,1,0,1,0,1,0,0
odznak,0,0,0,0,0,0,0,0,0,1
jezevec,1,0,0,0,0,1,0,0,0,0
špatně,0,0,0,0,0,1,0,1,0,0
špatnost,1,0,1,1,0,1,0,0,0,0
přepážka,0,0,0,0,0,0,0,0,0,0
Taška,0,0,0,0,0,0,0,0,0,0
zavazadla,0,0,0,0,0,0,0,0,0,0
vydutý,0,0,0,0,0,0,0,0,0,0
dudy,0,0,0,0,0,0,0,0,0,0
kauce,0,0,0,0,0,0,0,0,0,0
soudní vykonavatel,0,0,0,1,0,1,0,0,0,1
návnada,0,0,0,1,0,1,0,0,0,1
upéct,0,0,0,0,0,0,0,0,0,0
pekařství,0,0,0,0,0,0,0,0,0,0
pečení,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,0,0,0,0,0,0,0
Zůstatek,0,0,0,0,0,0,1,0,0,0
vyrovnaný,0,0,0,0,0,0,1,0,0,0
balkón,0,0,0,0,0,0,0,0,0,0
plešatý,0,0,0,0,0,0,0,0,0,0
žok,0,0,0,1,0,1,0,0,0,0
balkovat,0,0,0,0,0,1,0,0,0,0
míč,0,0,0,0,0,0,0,0,0,0
balada,0,0,0,0,0,0,1,0,0,0
zátěž,0,0,0,0,0,0,0,0,0,0
balet,0,0,0,0,0,0,1,0,0,0
balón,0,0,0,0,0,0,0,0,0,0
hlasování,0,1,0,0,0,0,1,0,0,1
taneční sál,0,0,0,0,0,0,0,0,0,0
balzám,0,1,0,0,1,1,1,0,0,0
konejšivý,0,0,0,0,0,0,0,0,0,0
balzám,0,0,0,0,0,0,1,0,0,0
balsamico,0,0,0,0,0,0,0,0,0,0
zákaz,0,0,0,0,0,1,0,0,0,0
banán,0,0,0,0,0,0,0,0,0,0
kapela,0,0,0,0,0,0,0,0,0,0
obvaz,0,0,0,0,0,0,0,0,0,0
bandita,0,0,0,0,0,1,0,0,0,0
rozjetý vlak,0,0,0,0,0,0,0,0,0,0
prokletí,1,0,1,1,0,1,0,0,0,0
prásk,1,0,1,1,0,1,0,1,1,0
petarda,1,1,0,1,0,1,0,0,1,0
vyhnat,1,0,1,1,0,1,0,1,0,0
vyhnáni,1,0,0,1,0,1,0,1,0,0
vyhoštění,1,0,1,0,0,1,0,1,0,0
bendžo,0,0,0,0,0,0,0,0,0,0
banka,0,0,0,0,0,0,0,0,0,1
bankéř,0,0,0,0,0,0,0,0,0,1
bankrot,0,0,0,1,0,1,0,1,0,0
bankrot,1,0,1,1,0,1,0,1,0,0
prapor,0,0,0,0,0,0,0,0,0,0
hostina,0,1,0,0,1,0,1,0,0,0
banshee,1,0,1,1,0,1,0,1,0,0
škádlení,0,0,0,0,0,0,0,0,0,0
křest,0,0,0,0,0,0,1,0,0,0
křestní,0,0,0,0,1,0,1,0,0,0
bar,0,0,0,0,0,0,0,0,0,0
ozub,1,0,0,0,0,1,0,0,0,0
barbar,0,0,0,1,0,1,0,0,0,0
barbarský,1,0,1,1,0,1,0,0,0,0
barbarství,0,0,0,0,0,1,0,0,0,0
grilování,0,0,0,0,0,0,0,0,0,0
ostnatý,0,0,0,0,0,0,0,0,0,0
bard,0,0,0,0,0,0,1,0,0,0
bez sedla,0,0,0,0,0,0,0,0,0,0
naboso,0,0,0,0,0,0,0,0,0,0
sotva,0,0,0,0,0,0,0,0,0,0
barf,0,0,1,0,0,0,0,0,0,0
smlouvat,0,0,0,0,0,0,1,0,0,1
bárka,0,0,0,0,0,0,0,0,0,0
baryton,0,0,0,0,0,0,0,0,0,0
kůra,1,0,0,0,0,1,0,0,0,0
stodola,0,0,0,0,0,0,0,0,0,0
barney,0,0,0,0,0,0,0,0,0,0
barometr,0,0,0,0,0,0,0,0,0,0
baron,0,0,0,0,0,0,0,0,0,0
barokní,0,0,0,0,0,0,0,0,0,0
pokřikovat,0,0,0,0,0,0,0,0,0,0
zatarasena,0,0,0,0,0,1,0,0,0,0
hlaveň,0,0,0,0,0,0,0,0,0,0
pustý,0,0,0,0,0,1,0,1,0,0
barikáda,0,0,0,1,0,1,0,0,0,0
bariéra,1,0,0,0,0,1,0,0,0,0
blokování,0,0,0,0,0,0,0,0,0,0
advokát,0,0,0,0,0,0,0,0,0,0
kolečko,0,0,1,0,0,0,0,0,0,0
barman,0,0,0,0,0,0,0,0,0,1
výměnný obchod,0,0,0,0,0,0,0,0,0,1
základna,0,0,0,0,0,0,0,0,0,1
baseball,0,0,0,0,0,0,0,0,0,0
základní deska,0,0,0,0,0,0,0,0,0,0
neopodstatněný,0,0,0,0,0,1,0,0,0,0
suterén,0,0,0,0,0,0,0,0,0,0
bazilika,0,0,0,0,0,0,0,0,0,0
Umyvadlo,0,0,0,0,0,0,0,0,0,0
základ,0,0,0,0,0,0,0,0,0,0
vyhřívat se,0,0,0,0,0,0,0,0,0,0
košík,0,0,0,0,0,0,0,0,0,0
Basketball,0,1,0,0,1,0,1,0,0,0
bas,0,0,0,0,0,0,0,0,0,0
basso,0,0,0,0,0,0,0,0,0,0
fagot,0,0,0,0,0,0,0,0,0,0
bastard,0,0,1,0,0,1,0,1,0,0
bašta,1,0,0,0,0,0,1,0,0,0
netopýr,0,0,0,0,0,0,0,0,0,0
šarže,0,0,0,0,0,0,0,0,0,0
dávkování,0,0,0,0,0,0,0,0,0,0
bate,0,0,0,0,0,0,0,0,0,0
koupel,0,0,0,0,0,0,1,0,0,0
koupat se,0,0,0,0,0,0,0,0,0,0
koupelna,0,0,0,0,0,0,0,0,0,0
batymetrie,0,0,0,0,0,0,0,0,0,0
obušek,0,0,0,0,0,0,0,0,0,0
prapor,1,0,0,0,0,0,0,0,0,0
těsto,1,0,0,1,0,1,0,0,0,0
otlučený,0,0,0,1,0,1,0,1,0,0
baterie,1,0,0,0,0,1,0,0,0,0
bitva,1,0,0,0,0,1,0,0,0,0
bojoval,1,0,0,1,0,1,0,1,0,0
bojiště,0,0,0,1,0,1,0,0,0,0
oplzlý,0,0,0,0,0,1,0,0,0,0
záliv,0,0,0,0,0,0,0,0,0,0
bajonet,1,0,0,1,0,1,0,0,0,0
bayou,0,0,0,0,0,0,0,0,0,0
bazar,0,0,0,0,0,0,0,0,0,0
pláž,0,0,0,0,1,0,0,0,0,0
maják,0,0,0,0,0,0,0,0,0,0
korálek,0,0,0,0,0,0,0,0,0,0
