Georgian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
წინაპარი,0,0,0,0,0,0,0,0,0,0
საგვარეულო,0,0,0,0,0,0,0,0,0,1
წინაპრები,0,0,0,0,0,0,0,0,0,0
წამყვანი,0,0,0,0,0,0,1,0,0,0
სამაგრი,0,0,0,0,0,0,1,1,0,0
უძველესი,0,0,0,0,0,1,0,0,0,0
დამხმარე,0,0,0,0,0,0,0,0,0,0
ანდროგენი,0,0,0,0,0,0,0,0,0,0
ანემონი,0,0,0,0,0,0,0,0,0,0
თავიდან,0,0,0,0,0,0,0,0,0,0
ანგელოზი,0,1,0,0,1,0,1,0,1,1
ანგელოზური,0,0,0,0,1,0,1,0,0,1
გაბრაზება,1,0,0,0,0,1,0,0,0,0
სტენოკარდია,0,0,0,1,0,1,0,0,0,0
ანგიოგრაფია,0,0,0,0,0,0,0,0,0,0
კუთხე,0,0,0,0,0,0,0,0,0,0
დათრევა,0,1,0,0,0,1,0,0,0,0
გაბრაზებული,1,0,1,0,0,1,0,0,0,0
ტანჯვა,1,0,0,1,0,1,0,1,0,0
კუთხოვანი,0,0,0,0,0,0,0,0,0,0
უწყლო,0,0,0,0,0,0,0,0,0,0
ცხოველი,0,0,0,0,0,0,0,0,0,0
აცოცხლებს,0,0,0,0,0,0,1,0,0,0
ანიმაციური,0,0,0,0,1,0,1,0,0,0
ანიმაცია,0,0,0,0,0,0,0,0,0,0
მტრობა,1,0,1,1,0,1,0,1,0,0
ანიმუსი,1,0,0,0,0,1,0,0,0,0
ტერფი,0,0,0,0,0,0,0,0,0,0
ანალები,0,0,0,0,0,0,0,0,0,0
დანართი,0,0,0,0,0,0,0,0,0,0
ანექსია,0,0,0,0,0,0,0,0,0,0
დანართი,0,0,0,0,0,0,0,0,0,0
მოსპობა,1,0,0,1,0,1,0,0,0,0
განადგურდა,1,0,0,1,0,1,0,1,0,0
განადგურება,1,0,0,1,0,1,0,1,0,0
ანოტაცია,0,0,0,0,0,0,0,0,0,0
ანოტაცია,0,0,0,0,0,0,0,0,0,0
გამოაცხადოს,0,0,0,0,0,0,0,0,0,0
განცხადება,0,1,0,0,0,0,0,0,0,0
გაღიზიანება,1,0,1,0,0,1,0,0,0,0
გამაღიზიანებლობა,1,0,1,0,0,1,0,0,0,0
შემაწუხებელი,1,0,0,0,0,1,0,0,0,0
ანუიტეტი,0,0,0,0,0,0,0,0,0,0
გაუქმება,0,0,0,0,0,1,0,0,0,0
რგოლისებრი,0,0,0,0,0,0,0,0,0,0
გაუქმება,0,0,0,0,0,1,0,1,0,0
ანულუსი,0,0,0,0,0,0,0,0,0,0
ცხება,0,0,0,0,0,0,0,0,0,0
ანომალიური,0,0,0,0,0,0,0,0,0,0
ანომალია,0,0,0,1,0,1,0,0,1,0
ანონი,0,0,0,0,0,0,0,0,0,0
ანონიმური,0,0,0,0,0,1,0,0,0,0
პასუხი,0,0,0,0,0,0,0,0,0,0
პასუხისმგებელია,0,0,0,0,0,0,0,0,0,1
პასუხობს,0,0,0,0,0,0,0,0,0,0
ჭიანჭველა,0,0,0,0,0,0,0,0,0,0
ანტაგონიზმი,1,0,0,0,0,1,0,0,0,0
ანტაგონისტი,1,0,0,0,0,1,0,0,0,0
ანტაგონისტური,1,0,1,0,0,1,0,0,0,0
ანტე,0,0,0,0,0,0,0,0,0,0
წინამორბედი,0,0,0,0,0,0,0,0,0,0
ანტილოპა,0,0,0,0,0,0,0,0,0,0
ანტენა,0,0,0,0,0,0,0,0,0,0
წინა,0,0,0,0,0,0,0,0,0,0
ჰიმნი,0,0,0,0,0,0,0,0,0,0
ანთოლოგია,0,0,0,0,0,0,0,0,0,0
ჯილეხი,0,0,1,1,0,1,0,1,0,0
ანთროპოლოგია,0,0,0,0,0,0,0,0,0,0
ანტიბიოტიკი,0,0,0,0,0,0,0,0,0,0
ანტიბიოტიკები,0,0,0,0,0,0,1,0,0,0
ანტიქრისტე,1,0,1,1,0,1,0,0,0,0
მოლოდინი,0,1,0,0,0,0,0,0,0,0
მოსალოდნელი,0,1,0,0,0,0,0,0,0,0
ანტიდოტი,0,1,0,0,0,0,1,0,0,1
სოკოს საწინააღმდეგო,0,0,0,0,0,0,1,0,0,1
ანტიმონი,0,0,0,0,0,0,0,0,0,0
ანტიპათია,1,0,1,0,0,1,0,0,0,0
ანტიკვარული,0,0,0,0,0,0,0,0,0,0
მოძველებული,0,0,0,0,0,1,0,0,0,0
ანტიკური,0,0,0,0,0,0,1,0,0,0
ანტიკურობა,0,0,0,0,0,0,0,0,0,0
ანტისეპტიკური,0,0,0,0,0,0,1,0,0,1
ანტისოციალური,1,0,1,1,0,1,0,1,0,0
ანტითეზისი,1,0,0,0,0,1,0,0,0,0
ანტითეტიკური,0,0,0,0,0,0,0,0,0,0
ანტივირუსული,0,0,0,0,0,0,0,0,0,0
რქა,0,0,0,0,0,0,0,0,0,0
კოჭა,0,0,0,0,0,0,0,0,0,0
შფოთვა,1,1,0,1,0,1,0,1,0,0
შეშფოთებულია,0,1,0,1,0,1,0,0,0,0
აორტა,0,0,0,0,0,0,0,0,0,0
სისწრაფით,0,0,0,0,0,0,0,0,0,0
აპაჩი,0,0,0,1,0,1,0,0,0,0
ბინა,0,0,0,0,0,0,0,0,0,0
აპათიური,0,0,0,0,0,1,0,1,0,0
აპათია,0,0,0,0,0,1,0,1,0,0
მაიმუნი,0,0,0,0,0,0,0,0,0,0
დიაფრაგმა,0,0,0,0,0,0,0,0,0,0
მწვერვალი,0,0,0,0,0,0,0,0,0,0
ბუგრები,0,0,1,0,0,1,0,0,0,0
ნაწილი,0,0,0,0,0,0,0,0,0,0
aplomb,0,0,0,0,0,0,1,0,0,0
აპოკალიფსური,0,0,0,0,0,0,0,0,0,0
ბოდიშის მოხდა,0,0,0,0,0,0,1,0,0,1
აპოლოგეტი,0,0,0,0,0,0,0,0,0,0
ბოდიში მოიხადე,0,0,0,0,0,0,1,1,0,1
ბოდიში,0,0,0,0,0,0,1,0,0,0
განდგომა,0,0,0,0,0,0,0,0,0,0
განდგომილი,0,0,0,0,0,0,0,0,0,0
მოციქული,0,0,0,0,0,0,1,0,0,1
სამოციქულო,0,0,0,0,0,0,0,0,0,1
აპოსტროფი,0,0,0,0,0,0,0,0,0,0
შემზარავი,0,0,1,1,0,1,0,0,0,0
აპარატი,0,0,0,0,0,0,0,0,0,0
ტანსაცმელი,0,0,0,0,0,0,0,0,0,0
როგორც ჩანს,0,0,0,0,0,0,0,0,0,0
მოჩვენება,0,0,0,1,0,0,0,0,1,0
მიმართვა,0,1,0,0,0,0,0,0,0,0
გარეგნობა,0,0,0,0,0,0,0,0,0,0
დამშვიდება,0,0,0,0,0,0,0,0,0,0
აპელანტი,0,0,0,0,0,0,0,0,0,0
დაურთოს,0,0,0,0,0,0,0,0,0,0
დანამატი,0,0,0,0,0,0,0,0,0,0
აპენდიციტი,0,0,0,1,0,1,0,1,0,0
დანართი,0,0,0,0,0,0,0,0,0,0
მადა,0,0,0,0,0,0,0,0,0,0
მადისაღმძვრელი,0,0,0,0,0,0,0,0,0,0
ტაში,0,0,0,0,1,0,1,0,1,1
ვაშლი,0,0,0,0,0,0,0,0,0,0
მოწყობილობა,0,0,0,0,0,0,0,0,0,0
ტექნიკა,0,0,0,0,0,0,0,0,0,0
გამოყენებადობა,0,0,0,0,0,0,0,0,0,0
მოქმედი,0,0,0,0,0,0,0,0,0,0
განმცხადებელი,0,1,0,0,0,0,0,0,0,0
განაცხადი,0,0,0,0,0,0,0,0,0,0
ვრცელდება,0,0,0,0,0,0,0,0,0,0
დანიშნოს,0,0,0,0,0,0,0,0,0,0
დანიშვნა,0,0,0,0,0,0,0,0,0,0
დანიშვნები,0,0,0,0,0,0,0,0,0,0
განაწილება,0,0,0,0,0,0,0,0,0,0
განაწილება,0,0,0,0,0,0,0,0,0,0
შეფასება,0,0,0,0,0,0,0,0,0,0
შესაფასებელი,0,0,0,0,0,0,0,0,0,0
დაფასება,0,0,0,0,1,0,1,0,0,1
დაჭერა,0,0,0,1,0,0,0,0,0,0
დაკავება,0,0,0,1,0,1,0,0,0,0
შეშინებული,0,1,0,1,0,1,0,0,0,0
შეგირდი,0,0,0,0,0,0,0,0,0,1
შეგირდობა,0,0,0,0,0,0,0,0,0,0
მიდგომა,0,0,0,0,0,0,0,0,0,0
ახლოვდება,0,1,0,0,0,0,0,0,0,0
მოწონება,0,0,0,0,0,0,1,0,0,1
მითვისება,0,0,0,0,0,1,0,0,0,0
დამტკიცება,0,0,0,0,0,0,1,0,0,0
დაამტკიცოს,0,0,0,0,1,0,1,0,0,1
მოწონება,0,0,0,0,0,0,1,0,0,0
მიახლოებითი,0,0,0,0,0,0,0,0,0,0
დაახლოებით,0,0,0,0,0,0,0,0,0,0
მიახლოებითი,0,0,0,0,0,0,0,0,0,0
დაახლოება,0,0,0,0,0,0,0,0,0,0
აქსესუარები,0,0,0,0,0,0,0,0,0,0
წინსაფარი,0,0,0,0,0,0,0,0,0,0
აპ,0,0,0,0,0,0,1,0,0,0
უნარი,0,0,0,0,0,0,1,0,0,0
აკვა,0,0,0,0,0,0,0,0,0,0
აკვამარინი,0,0,0,0,0,0,0,0,0,0
აკვარიუმი,0,0,0,0,0,0,0,0,0,0
წყლის,0,0,0,0,0,0,0,0,0,0
აკვედუკი,0,0,0,0,0,0,0,0,0,0
წყლიანი,0,0,0,0,0,0,0,0,0,0
სახნავი,0,0,0,0,0,0,0,0,0,0
არბიტრი,0,0,0,0,0,0,0,0,0,1
არბიტრაჟი,0,0,0,0,0,0,0,0,0,0
არბიტრაჟი,0,1,0,0,0,0,0,0,0,0
არბიტრი,0,0,0,0,0,0,0,0,0,1
არბორი,0,0,0,0,0,0,0,0,0,0
რკალი,0,0,0,0,0,0,0,0,0,0
არკადული,0,0,0,0,0,0,0,0,0,0
თაღოვანი,0,0,0,0,0,0,0,0,0,0
არქეოლოგიური,0,0,0,0,0,0,0,0,0,0
არქეოლოგი,0,0,0,0,0,0,0,0,0,0
არქეოლოგია,0,1,0,0,0,0,1,0,0,0
არქაული,0,0,0,0,0,1,0,0,0,0
მთავარეპისკოპოსი,0,0,0,0,0,0,0,0,0,0
თაღოვანი,0,0,0,0,0,0,0,0,0,0
მშვილდოსანი,0,0,0,0,0,0,0,0,0,0
მშვილდოსნობა,0,0,0,0,0,0,0,0,0,0
არქეტიპი,0,0,0,0,0,0,0,0,0,0
არქიპელაგი,0,0,0,0,0,0,0,0,0,0
არქიტექტორი,0,0,0,0,0,0,0,0,0,0
არქიტექტურა,0,0,0,0,0,0,0,0,0,1
არქივი,0,0,0,0,0,0,0,0,0,0
არქტიკა,0,0,0,0,0,0,0,0,0,0
მხურვალე,0,1,0,0,1,0,1,0,0,0
მხურვალე,0,0,0,0,0,0,1,0,0,0
მძიმე,0,0,0,0,0,1,0,0,0,0
ფართობი,0,0,0,0,0,0,0,0,0,0
არენაზე,0,0,0,0,0,0,0,0,0,0
არეოლა,0,0,0,0,0,0,0,0,0,0
არგენტი,0,0,0,0,0,0,0,0,0,0
კამათი,1,0,0,0,0,1,0,0,0,0
არგუმენტი,1,0,0,0,0,1,0,0,0,0
არგუმენტაცია,1,0,0,0,0,0,0,0,0,0
არგუმენტირებული,0,0,0,0,0,1,0,0,0,0
არგუმენტები,1,0,0,0,0,0,0,0,0,0
არიდული,0,0,0,0,0,1,0,1,0,0
არისტოკრატია,0,0,0,0,0,0,1,0,0,0
არისტოკრატი,0,0,0,0,0,0,0,0,0,0
არისტოკრატიული,0,0,0,0,0,0,1,0,0,0
არითმეტიკა,0,0,0,0,0,0,0,0,0,0
კიდობანი,0,0,0,0,0,0,0,0,0,0
მკლავი,0,0,0,0,0,0,0,0,0,0
არმადა,0,0,0,0,0,0,0,0,0,0
შეიარაღება,1,0,0,1,0,0,0,0,0,0
შეიარაღება,0,0,0,1,0,1,0,0,0,0
არმატურა,0,0,0,0,0,0,0,0,0,0
შეიარაღებული,1,0,0,1,0,1,1,0,0,0
ჯავშანი,0,0,0,1,0,0,1,0,0,1
დაჯავშნული,0,0,0,1,0,0,0,0,0,0
შეიარაღება,0,0,0,0,0,0,0,0,0,1
იარაღი,0,0,0,0,0,0,0,0,0,0
არმია,0,0,0,0,0,0,0,0,0,0
არომატი,0,0,0,0,0,0,1,0,0,0
აღგზნება,0,0,0,0,0,0,0,0,0,0
აღგზნება,0,1,0,0,0,0,1,0,0,0
სასამართლო განხილვა,1,0,0,1,0,1,0,1,0,0
მოწყობა,0,0,0,0,0,0,0,0,0,0
მოწყობილი,0,0,0,0,0,0,0,0,0,0
მოწყობა,0,0,0,0,0,0,0,0,0,0
მასივი,0,0,0,0,0,0,1,0,0,0
დავალიანება,0,0,0,0,0,1,0,0,0,0
დაკავება,0,0,0,0,0,1,0,0,0,0
ჩამოსვლა,0,1,0,0,0,0,0,0,0,0
ჩამოსვლა,0,1,0,0,0,0,0,0,0,0
ქედმაღლობა,0,0,0,0,0,1,0,0,0,0
ამპარტავანი,1,0,1,0,0,1,0,0,0,0
ისარი,0,0,0,0,0,0,0,0,0,0
არსენალი,0,0,0,0,0,0,0,0,0,0
დარიშხანი,0,0,1,1,0,1,0,1,0,0
ცეცხლმოკიდება,1,0,0,1,0,1,0,0,0,0
ხელოვნება,0,1,0,0,1,0,1,1,1,0
არტერია,0,0,0,0,0,0,0,0,0,0
მხატვრული,0,0,0,0,0,0,0,0,0,0
ართროპოდი,0,0,0,0,0,0,0,0,0,0
არტიშოკი,0,0,0,0,0,0,0,0,0,0
სტატია,0,0,0,0,0,0,0,0,0,0
სტატიები,0,0,0,0,0,0,0,0,0,0
არტიკულაცია,0,0,0,0,0,0,1,0,0,0
არტიკულაცია,0,0,0,0,0,0,1,0,0,0
ხელოვნურობა,0,0,0,0,0,0,0,0,0,0
არტილერია,0,0,0,1,0,1,0,0,0,0
ხელოსანი,0,0,0,0,0,0,1,0,0,0
მხატვარი,0,0,0,0,0,0,0,0,0,0
მხატვარი,0,0,0,0,0,0,1,0,0,0
მხატვრული,0,0,0,0,0,0,1,0,0,0
მხატვრები,0,0,0,0,0,0,0,0,0,0
ასვლა,0,0,0,0,0,0,0,0,0,0
აღმავლობა,0,0,0,0,0,0,1,0,0,0
ამაღლება,0,0,0,0,0,0,0,0,0,0
აღმართი,0,0,0,0,0,0,1,0,0,0
დაადგენს,0,0,0,0,0,0,0,0,0,0
დაადგინა,0,0,0,0,0,0,0,0,0,0
ასკეტური,0,0,0,0,0,0,0,0,0,0
ნაცარი,0,0,0,0,0,1,0,0,0,0
მრცხვენია,0,0,1,0,0,1,0,1,0,0
ფერფლი,0,0,0,0,0,1,0,1,0,0
ეძინა,0,0,0,0,0,0,0,0,0,0
ასპ,0,0,0,1,0,0,0,0,0,0
ასპარტამი,0,0,0,0,0,0,0,0,0,0
ასპექტი,0,0,0,0,0,0,0,0,0,0
ასპექტები,0,0,0,0,0,0,0,0,0,0
ასფალტი,0,0,0,0,0,0,0,0,0,0
სწრაფვა,0,1,0,0,1,0,1,0,1,1
მისწრაფება,0,1,0,0,1,0,1,0,0,0
მიისწრაფვის,0,1,0,0,1,0,1,0,0,1
ტრაკი,0,0,0,0,0,1,0,0,0,0
თავდასხმა,1,0,0,1,0,1,0,0,1,0
თავდამსხმელი,1,0,0,1,0,1,0,1,0,0
მკვლელი,1,0,0,1,0,1,0,1,0,0
მოკვლა,1,0,0,1,0,1,0,0,0,0
მკვლელობა,1,0,0,1,0,1,0,1,0,0
თავდასხმა,1,0,0,1,0,1,0,0,0,0
ანალიზი,0,0,0,0,0,0,0,0,0,0
შეკრება,0,0,0,0,0,0,0,0,0,0
შეკრება,0,0,0,0,0,0,0,0,0,0
აწყობილი,0,0,0,0,0,0,0,0,0,0
შეკრება,0,0,0,0,0,0,1,0,0,1
თანხმობა,0,0,0,0,0,0,1,0,0,0
ამტკიცებენ,0,0,0,0,0,0,0,0,0,0
ამტკიცებს,0,0,0,0,0,0,1,0,0,1
მტკიცება,0,0,0,0,0,0,0,0,0,0
შეაფასეთ,0,0,0,0,0,0,0,0,0,0
შეფასება,0,0,0,0,0,0,0,0,1,1
შემფასებელი,0,0,0,0,0,0,0,0,0,1
აქტივები,0,0,0,0,0,0,1,0,0,0
სულელი,1,0,1,0,0,1,0,0,0,0
დაავალოს,0,0,0,0,0,0,0,0,0,0
უფლებამოსილი,0,0,0,0,0,0,0,0,0,1
დავალება,0,0,0,0,0,0,0,0,0,0
ათვისება,0,0,0,0,0,0,0,0,0,0
ასიმილაცია,0,0,0,0,0,0,0,0,0,0
დახმარება,0,0,0,0,0,0,1,0,0,1
დახმარება,0,0,0,0,0,0,1,0,0,0
ასისტენტი,0,0,0,0,0,0,0,0,0,0
ასოცირებული,0,0,0,0,0,0,1,0,0,1
ასოციაცია,0,0,0,0,0,0,0,0,0,1
ასორტი,0,0,0,0,0,0,0,0,0,0
ასორტიმენტი,0,0,0,0,0,0,0,0,0,0
დამშვიდება,0,0,0,0,0,0,1,0,0,0
ივარაუდა,0,0,0,0,0,0,0,0,0,0
ვარაუდით,0,0,0,0,0,0,0,0,0,0
ვარაუდი,0,0,0,0,0,0,0,0,0,0
გარანტია,0,0,0,0,0,0,1,0,0,1
დაარწმუნე,0,0,0,0,0,0,0,0,0,1
დაარწმუნა,0,0,0,0,0,0,1,0,0,1
აუცილებლად,0,0,0,0,0,0,0,0,0,1
ვარსკვლავი,0,0,0,0,0,0,0,0,0,0
ასტეროიდები,0,0,0,0,0,0,0,0,0,0
ასტიგმატიზმი,0,0,0,0,0,0,0,0,0,0
გასაოცრად,0,0,0,0,0,0,1,0,1,0
გაოცება,0,0,0,0,1,0,1,0,1,0
ასტრალური,0,0,0,0,0,0,0,0,0,0
გზააბნეული,0,0,0,1,0,1,0,0,0,0
შემკვრელი,0,0,0,0,0,1,0,0,0,0
ასტროლოგი,0,1,0,0,0,0,1,0,0,0
ასტროლოგია,0,0,0,0,0,0,0,0,0,0
ასტრონავტი,0,0,0,0,0,0,1,0,0,0
ასტრონომი,0,1,0,0,0,0,1,0,0,0
ასტრონომია,0,0,0,0,0,0,0,0,0,0
გამჭრიახი,0,0,0,0,0,0,1,0,0,0
დაშლილი,0,0,0,0,0,0,0,0,0,0
თავშესაფარი,0,0,0,1,0,1,0,0,0,0
ასიმეტრიული,0,0,0,0,0,0,0,0,0,0
ასიმეტრია,0,0,1,0,0,0,0,0,0,0
ასიმპტომური,0,0,0,0,0,0,0,0,0,0
ატელიე,0,0,0,0,0,0,0,0,0,0
ათეიზმი,0,0,0,0,0,1,0,0,0,0
ათეისტური,0,0,0,0,0,0,0,0,0,0
ათეროსკლეროზი,0,0,0,1,0,1,0,1,0,0
სპორტსმენი,0,0,0,0,0,0,1,0,0,0
ათლეტური,0,0,0,0,0,0,1,0,0,0
ათლეტიზმი,0,0,0,0,0,0,0,0,0,0
მძლეოსნობა,0,0,0,0,0,0,0,0,0,0
ატლასი,0,0,0,0,0,0,0,0,0,0
ატმოსფერო,0,0,0,0,0,0,0,0,0,0
ატმოსფერული,0,0,0,0,0,0,0,0,0,0
ატოლი,0,0,0,0,0,0,0,0,0,0
ატომი,0,0,0,0,0,0,1,0,0,0
ატომური,0,0,0,0,0,0,0,0,0,0
გამოსყიდვა,0,1,0,0,1,0,1,0,0,1
გამოსყიდვა,0,0,0,0,0,0,1,0,0,0
ატრიუმი,0,0,0,0,0,0,0,0,0,0
სასტიკი,1,0,1,0,0,1,0,0,0,0
სისასტიკეს,1,0,1,1,0,1,0,1,0,0
ატროფია,0,0,1,1,0,1,0,1,0,0
მიამაგრეთ,0,0,0,0,0,0,0,0,0,0
დანართი,0,0,0,0,0,0,1,0,0,0
თავდასხმა,1,0,0,1,0,1,0,0,0,0
თავდასხმა,1,0,1,1,0,1,0,1,1,0
მიღწევა,0,0,0,0,0,0,0,0,0,0
მიღწევადი,0,1,0,0,0,0,1,0,0,0
მიღწევა,0,0,0,0,0,0,1,0,0,0
მცდელობა,0,1,0,0,0,0,0,0,0,0
დასწრება,0,1,0,0,0,0,0,0,0,0
დამსწრე,0,0,0,0,0,0,1,0,0,1
ყურადღება,0,0,0,0,0,0,1,0,0,0
ყურადღებიანი,0,0,0,0,0,0,1,0,0,1
ასუსტებს,0,0,0,0,0,0,0,0,0,0
დასუსტებული,0,0,0,0,0,1,0,0,0,0
შესუსტება,0,0,0,0,0,1,0,1,0,0
ადასტურებენ,0,0,0,0,0,0,1,0,0,1
ატესტაცია,0,0,0,0,0,0,0,0,0,1
სხვენი,0,0,0,0,0,0,0,0,0,0
ჩაცმულობა,0,0,0,0,0,0,0,0,0,0
დამოკიდებულება,0,0,0,0,0,0,0,0,0,0
ადვოკატი,1,0,0,1,0,0,1,0,0,1
მიზიდულობა,0,0,0,0,0,0,1,0,0,0
მიმზიდველობა,0,0,0,0,0,0,1,0,0,0
მიეკუთვნება,0,0,0,0,0,0,0,0,0,0
ატრიბუტი,0,0,0,0,0,0,0,0,0,0
მიკუთვნება,0,0,0,0,0,0,0,0,0,0
გაფუჭება,0,0,0,0,0,0,0,0,0,0
მუქი ფერის,0,0,0,0,0,0,0,0,0,0
აუქციონი,0,1,0,0,0,0,0,0,0,0
აუქციონერი,0,0,0,0,0,0,0,0,0,0
გაბედული,0,0,0,0,0,0,0,0,0,0
გამბედაობა,0,0,0,0,0,1,0,0,0,0
გასაგონი,0,0,0,0,0,0,0,0,0,0
აუდიტორია,0,1,0,0,0,0,0,0,0,0
აუდიტი,0,0,0,0,0,0,0,0,0,0
აუდიცია,0,0,0,0,0,0,0,0,0,0
აუდიტორი,0,0,0,1,0,0,0,0,0,1
აუდიტორია,0,0,0,0,0,0,0,0,0,0
სმენითი,0,0,0,0,0,0,0,0,0,0
არაფერი,0,0,0,0,0,0,0,0,0,0
გაზრდის,0,0,0,0,0,0,1,0,0,0
გაძლიერება,0,0,0,0,0,0,0,0,0,0
აგვისტო,0,0,0,0,0,0,1,0,0,0
დეიდა,0,0,0,0,0,0,1,0,0,1
აურა,0,0,0,0,0,0,1,0,0,0
ავრორა,0,0,0,0,0,0,0,0,0,0
ეგიდები,0,0,0,0,0,0,0,0,0,0
ხელსაყრელი,0,1,0,0,1,0,1,0,0,0
მკაცრი,0,0,0,1,0,1,0,1,0,0
სიმკაცრე,0,0,0,0,0,1,0,0,0,0
ავთენტური,0,0,0,0,1,0,1,0,0,1
ავთენტიფიკაცია,0,0,0,0,0,0,0,0,0,1
ავთენტიფიკაცია,0,0,0,0,0,0,0,0,0,1
ავთენტურობა,0,0,0,0,0,0,1,0,0,1
ავტორი,0,0,0,0,0,0,1,0,0,1
ავტორიტეტული,0,0,0,0,0,0,1,0,0,1
ავტორიტეტი,0,0,0,0,0,0,1,0,0,1
ავტორიზაცია,0,0,0,0,0,0,1,0,0,1
უფლებამოსილება,0,0,0,0,0,0,0,0,0,1
უფლებამოსილი,0,0,0,0,0,0,1,0,0,0
ავტორობა,0,0,0,0,0,0,0,0,0,0
ავტო,0,0,0,0,0,0,0,0,0,0
ავტობიოგრაფია,0,0,0,0,0,0,0,0,0,0
ავტოკრატიული,0,0,0,0,0,1,0,0,0,0
ავტოგრაფი,0,0,0,0,0,0,0,0,0,0
ავტომატური,0,0,0,0,0,0,0,0,0,1
ავტომობილი,0,0,0,0,0,0,0,0,0,0
ავტონომია,0,0,0,0,0,0,0,0,0,0
გაკვეთა,0,0,1,1,0,1,0,1,0,0
შემოდგომა,0,0,0,0,0,0,0,0,0,0
დამხმარე,0,0,0,0,0,0,0,0,0,0
ისარგებლოს,0,0,0,0,0,0,0,0,0,0
ზვავი,0,0,0,1,0,1,0,1,1,0
სიძუნწე,1,0,1,0,0,1,0,0,0,0
ავატარი,0,0,0,0,0,0,1,0,0,0
შურისმაძიებელი,1,0,0,0,0,1,0,0,0,0
გამზირი,0,0,0,0,0,0,0,0,0,0
ავერ,0,0,0,0,0,0,0,0,0,0
საშუალოდ,0,0,0,0,0,0,0,0,0,0
ავერსი,1,0,1,1,0,1,0,0,0,0
ზიზღი,1,0,1,1,0,1,0,0,0,0
თავიდან აცილება,0,0,0,0,0,0,0,0,0,0
ვოლიერი,0,0,0,0,0,0,0,0,0,0
ავიაცია,0,0,0,0,0,0,0,0,0,0
ავიატორი,0,0,0,0,0,0,0,0,0,0
უყვარს,0,0,0,0,0,0,0,0,0,0
ავოკადო,0,0,0,0,0,0,0,0,0,0
თავიდან აცილება,0,0,0,1,0,1,0,0,0,0
თავიდან აცილება,0,0,0,1,0,1,0,0,0,0
თავიდან აცილება,0,0,0,1,0,0,0,0,0,0
დაელოდე,0,1,0,0,0,0,0,0,0,0
გაღვიძებული,0,0,0,0,0,0,0,0,0,0
გაღვიძება,0,0,0,0,0,0,0,0,0,0
ჯილდო,0,1,0,0,1,0,1,0,1,1
შიში,0,0,0,0,0,0,0,0,0,0
საშინელი,1,0,1,1,0,1,0,1,0,0
უხერხულობა,0,0,1,0,0,1,0,0,0,0
ჩარდახი,0,0,0,0,0,0,0,0,0,0
მახინჯი,0,0,0,0,0,1,0,0,0,0
