Swedish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
antagonist,1,0,0,0,0,1,0,0,0,0
antagonistisk,1,0,1,0,0,1,0,0,0,0
ante,0,0,0,0,0,0,0,0,0,0
föregående,0,0,0,0,0,0,0,0,0,0
antilop,0,0,0,0,0,0,0,0,0,0
antenn,0,0,0,0,0,0,0,0,0,0
främre,0,0,0,0,0,0,0,0,0,0
hymn,0,0,0,0,0,0,0,0,0,0
antologi,0,0,0,0,0,0,0,0,0,0
mjältbrand,0,0,1,1,0,1,0,1,0,0
antropologi,0,0,0,0,0,0,0,0,0,0
antibiotikum,0,0,0,0,0,0,0,0,0,0
antibiotika,0,0,0,0,0,0,1,0,0,0
antikrist,1,0,1,1,0,1,0,0,0,0
förväntan,0,1,0,0,0,0,0,0,0,0
anteciperande,0,1,0,0,0,0,0,0,0,0
motgift,0,1,0,0,0,0,1,0,0,1
svampdödande,0,0,0,0,0,0,1,0,0,1
antimon,0,0,0,0,0,0,0,0,0,0
antipati,1,0,1,0,0,1,0,0,0,0
antikvarisk,0,0,0,0,0,0,0,0,0,0
föråldrad,0,0,0,0,0,1,0,0,0,0
antik,0,0,0,0,0,0,1,0,0,0
antiken,0,0,0,0,0,0,0,0,0,0
antiseptisk,0,0,0,0,0,0,1,0,0,1
asocial,1,0,1,1,0,1,0,1,0,0
antites,1,0,0,0,0,1,0,0,0,0
antitetisk,0,0,0,0,0,0,0,0,0,0
antiviral,0,0,0,0,0,0,0,0,0,0
hjorthorn,0,0,0,0,0,0,0,0,0,0
städ,0,0,0,0,0,0,0,0,0,0
ångest,1,1,0,1,0,1,0,1,0,0
angelägen,0,1,0,1,0,1,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0
i snabb takt,0,0,0,0,0,0,0,0,0,0
apache,0,0,0,1,0,1,0,0,0,0
lägenhet,0,0,0,0,0,0,0,0,0,0
apatisk,0,0,0,0,0,1,0,1,0,0
apati,0,0,0,0,0,1,0,1,0,0
apa,0,0,0,0,0,0,0,0,0,0
öppning,0,0,0,0,0,0,0,0,0,0
apex,0,0,0,0,0,0,0,0,0,0
bladlus,0,0,1,0,0,1,0,0,0,0
en bit,0,0,0,0,0,0,0,0,0,0
aplomb,0,0,0,0,0,0,1,0,0,0
apokalyptisk,0,0,0,0,0,0,0,0,0,0
ursäktande,0,0,0,0,0,0,1,0,0,1
apologet,0,0,0,0,0,0,0,0,0,0
be om ursäkt,0,0,0,0,0,0,1,1,0,1
ursäkt,0,0,0,0,0,0,1,0,0,0
apostasi,0,0,0,0,0,0,0,0,0,0
avfälling,0,0,0,0,0,0,0,0,0,0
apostel,0,0,0,0,0,0,1,0,0,1
apostolisk,0,0,0,0,0,0,0,0,0,1
apostrof,0,0,0,0,0,0,0,0,0,0
skrämmande,0,0,1,1,0,1,0,0,0,0
anordning,0,0,0,0,0,0,0,0,0,0
kläder,0,0,0,0,0,0,0,0,0,0
tydligen,0,0,0,0,0,0,0,0,0,0
uppenbarelse,0,0,0,1,0,0,0,0,1,0
överklagande,0,1,0,0,0,0,0,0,0,0
utseende,0,0,0,0,0,0,0,0,0,0
blidka,0,0,0,0,0,0,0,0,0,0
klagande,0,0,0,0,0,0,0,0,0,0
bifoga,0,0,0,0,0,0,0,0,0,0
bihang,0,0,0,0,0,0,0,0,0,0
appendicit,0,0,0,1,0,1,0,1,0,0
bilaga,0,0,0,0,0,0,0,0,0,0
aptit,0,0,0,0,0,0,0,0,0,0
aptitretare,0,0,0,0,0,0,0,0,0,0
applåder,0,0,0,0,1,0,1,0,1,1
äpple,0,0,0,0,0,0,0,0,0,0
apparat,0,0,0,0,0,0,0,0,0,0
apparater,0,0,0,0,0,0,0,0,0,0
tillämplighet,0,0,0,0,0,0,0,0,0,0
tillämplig,0,0,0,0,0,0,0,0,0,0
sökande,0,1,0,0,0,0,0,0,0,0
Ansökan,0,0,0,0,0,0,0,0,0,0
tillämpa,0,0,0,0,0,0,0,0,0,0
utnämna,0,0,0,0,0,0,0,0,0,0
utnämning,0,0,0,0,0,0,0,0,0,0
möten,0,0,0,0,0,0,0,0,0,0
fördela,0,0,0,0,0,0,0,0,0,0
fördelningen,0,0,0,0,0,0,0,0,0,0
värdera,0,0,0,0,0,0,0,0,0,0
märkbar,0,0,0,0,0,0,0,0,0,0
uppskattning,0,0,0,0,1,0,1,0,0,1
gripa,0,0,0,1,0,0,0,0,0,0
uppfattning,0,0,0,1,0,1,0,0,0,0
orolig,0,1,0,1,0,1,0,0,0,0
lärling,0,0,0,0,0,0,0,0,0,1
lärlingstid,0,0,0,0,0,0,0,0,0,0
närma sig,0,0,0,0,0,0,0,0,0,0
närmar sig,0,1,0,0,0,0,0,0,0,0
bifall,0,0,0,0,0,0,1,0,0,1
anslag,0,0,0,0,0,1,0,0,0,0
godkännande,0,0,0,0,0,0,1,0,0,0
godkänna,0,0,0,0,1,0,1,0,0,1
godkännande,0,0,0,0,0,0,1,0,0,0
ungefärlig,0,0,0,0,0,0,0,0,0,0
ungefär,0,0,0,0,0,0,0,0,0,0
ungefärlig,0,0,0,0,0,0,0,0,0,0
approximation,0,0,0,0,0,0,0,0,0,0
tillbehör,0,0,0,0,0,0,0,0,0,0
förkläde,0,0,0,0,0,0,0,0,0,0
benägen,0,0,0,0,0,0,1,0,0,0
fallenhet,0,0,0,0,0,0,1,0,0,0
aqua,0,0,0,0,0,0,0,0,0,0
akvamarin,0,0,0,0,0,0,0,0,0,0
akvarium,0,0,0,0,0,0,0,0,0,0
vatten-,0,0,0,0,0,0,0,0,0,0
akvedukt,0,0,0,0,0,0,0,0,0,0
vattenhaltig,0,0,0,0,0,0,0,0,0,0
odlingsbar,0,0,0,0,0,0,0,0,0,0
skiljedomare,0,0,0,0,0,0,0,0,0,1
medla,0,0,0,0,0,0,0,0,0,0
skiljedom,0,1,0,0,0,0,0,0,0,0
medlare,0,0,0,0,0,0,0,0,0,1
berså,0,0,0,0,0,0,0,0,0,0
båge,0,0,0,0,0,0,0,0,0,0
arkad,0,0,0,0,0,0,0,0,0,0
båge,0,0,0,0,0,0,0,0,0,0
arkeologisk,0,0,0,0,0,0,0,0,0,0
arkeolog,0,0,0,0,0,0,0,0,0,0
arkeologi,0,1,0,0,0,0,1,0,0,0
arkaisk,0,0,0,0,0,1,0,0,0,0
ärkebiskop,0,0,0,0,0,0,0,0,0,0
välvd,0,0,0,0,0,0,0,0,0,0
bågskytt,0,0,0,0,0,0,0,0,0,0
bågskytte,0,0,0,0,0,0,0,0,0,0
arketyp,0,0,0,0,0,0,0,0,0,0
skärgård,0,0,0,0,0,0,0,0,0,0
arkitekt,0,0,0,0,0,0,0,0,0,0
arkitektur,0,0,0,0,0,0,0,0,0,1
arkiv,0,0,0,0,0,0,0,0,0,0
arktiska,0,0,0,0,0,0,0,0,0,0
ivrig,0,1,0,0,1,0,1,0,0,0
glöd,0,0,0,0,0,0,1,0,0,0
mödosam,0,0,0,0,0,1,0,0,0,0
område,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,0,0,0,0
areola,0,0,0,0,0,0,0,0,0,0
argent,0,0,0,0,0,0,0,0,0,0
argumentera,1,0,0,0,0,1,0,0,0,0
argument,1,0,0,0,0,1,0,0,0,0
argumentation,1,0,0,0,0,0,0,0,0,0
argumenterande,0,0,0,0,0,1,0,0,0,0
argument,1,0,0,0,0,0,0,0,0,0
torr,0,0,0,0,0,1,0,1,0,0
aristokrati,0,0,0,0,0,0,1,0,0,0
aristokrat,0,0,0,0,0,0,0,0,0,0
aristokratisk,0,0,0,0,0,0,1,0,0,0
aritmetisk,0,0,0,0,0,0,0,0,0,0
ark,0,0,0,0,0,0,0,0,0,0
ärm,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,0,0,0
beväpning,1,0,0,1,0,0,0,0,0,0
vapen,0,0,0,1,0,1,0,0,0,0
armatur,0,0,0,0,0,0,0,0,0,0
väpnad,1,0,0,1,0,1,1,0,0,0
rustning,0,0,0,1,0,0,1,0,0,1
armerad,0,0,0,1,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,1
vapen,0,0,0,0,0,0,0,0,0,0
armén,0,0,0,0,0,0,0,0,0,0
arom,0,0,0,0,0,0,1,0,0,0
upphetsning,0,0,0,0,0,0,0,0,0,0
väcka,0,1,0,0,0,0,1,0,0,0
åtal,1,0,0,1,0,1,0,1,0,0
ordna,0,0,0,0,0,0,0,0,0,0
ordnade,0,0,0,0,0,0,0,0,0,0
arrangemang,0,0,0,0,0,0,0,0,0,0
array,0,0,0,0,0,0,1,0,0,0
efterskott,0,0,0,0,0,1,0,0,0,0
gripa,0,0,0,0,0,1,0,0,0,0
ankomst,0,1,0,0,0,0,0,0,0,0
anlända,0,1,0,0,0,0,0,0,0,0
arrogans,0,0,0,0,0,1,0,0,0,0
arrogant,1,0,1,0,0,1,0,0,0,0
pil,0,0,0,0,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,0
arsenik,0,0,1,1,0,1,0,1,0,0
mordbrand,1,0,0,1,0,1,0,0,0,0
konst,0,1,0,0,1,0,1,1,1,0
artär,0,0,0,0,0,0,0,0,0,0
listig,0,0,0,0,0,0,0,0,0,0
leddjur,0,0,0,0,0,0,0,0,0,0
kronärtskocka,0,0,0,0,0,0,0,0,0,0
artikel,0,0,0,0,0,0,0,0,0,0
artiklar,0,0,0,0,0,0,0,0,0,0
artikulera,0,0,0,0,0,0,1,0,0,0
artikulation,0,0,0,0,0,0,1,0,0,0
påhitt,0,0,0,0,0,0,0,0,0,0
artilleri,0,0,0,1,0,1,0,0,0,0
hantverkare,0,0,0,0,0,0,1,0,0,0
konstnär,0,0,0,0,0,0,0,0,0,0
artist,0,0,0,0,0,0,1,0,0,0
konstnärlig,0,0,0,0,0,0,1,0,0,0
konstnärer,0,0,0,0,0,0,0,0,0,0
stiga,0,0,0,0,0,0,0,0,0,0
dominans,0,0,0,0,0,0,1,0,0,0
uppstigning,0,0,0,0,0,0,0,0,0,0
uppstigning,0,0,0,0,0,0,1,0,0,0
fastställa,0,0,0,0,0,0,0,0,0,0
konstaterats,0,0,0,0,0,0,0,0,0,0
asket,0,0,0,0,0,0,0,0,0,0
aska,0,0,0,0,0,1,0,0,0,0
skamsen,0,0,1,0,0,1,0,1,0,0
aska,0,0,0,0,0,1,0,1,0,0
sovande,0,0,0,0,0,0,0,0,0,0
asp,0,0,0,1,0,0,0,0,0,0
aspartam,0,0,0,0,0,0,0,0,0,0
aspekt,0,0,0,0,0,0,0,0,0,0
aspekter,0,0,0,0,0,0,0,0,0,0
asfalt,0,0,0,0,0,0,0,0,0,0
strävan,0,1,0,0,1,0,1,0,1,1
sträva,0,1,0,0,1,0,1,0,0,0
aspirerande,0,1,0,0,1,0,1,0,0,1
röv,0,0,0,0,0,1,0,0,0,0
angripa,1,0,0,1,0,1,0,0,1,0
angripare,1,0,0,1,0,1,0,1,0,0
mördare,1,0,0,1,0,1,0,1,0,0
mörda,1,0,0,1,0,1,0,0,0,0
lönnmord,1,0,0,1,0,1,0,1,0,0
överfall,1,0,0,1,0,1,0,0,0,0
analysera,0,0,0,0,0,0,0,0,0,0
samling,0,0,0,0,0,0,0,0,0,0
montera,0,0,0,0,0,0,0,0,0,0
monterade,0,0,0,0,0,0,0,0,0,0
hopsättning,0,0,0,0,0,0,1,0,0,1
samtycke,0,0,0,0,0,0,1,0,0,0
hävda,0,0,0,0,0,0,0,0,0,0
hävda,0,0,0,0,0,0,1,0,0,1
påstående,0,0,0,0,0,0,0,0,0,0
bedöma,0,0,0,0,0,0,0,0,0,0
bedömning,0,0,0,0,0,0,0,0,1,1
assessor,0,0,0,0,0,0,0,0,0,1
tillgångar,0,0,0,0,0,0,1,0,0,0
idiot,1,0,1,0,0,1,0,0,0,0
tilldela,0,0,0,0,0,0,0,0,0,0
uppdragstagaren,0,0,0,0,0,0,0,0,0,1
uppdrag,0,0,0,0,0,0,0,0,0,0
assimilera,0,0,0,0,0,0,0,0,0,0
assimilering,0,0,0,0,0,0,0,0,0,0
hjälpa,0,0,0,0,0,0,1,0,0,1
bistånd,0,0,0,0,0,0,1,0,0,0
assistent,0,0,0,0,0,0,0,0,0,0
associera,0,0,0,0,0,0,1,0,0,1
förening,0,0,0,0,0,0,0,0,0,1
blandad,0,0,0,0,0,0,0,0,0,0
sortiment,0,0,0,0,0,0,0,0,0,0
mildra,0,0,0,0,0,0,1,0,0,0
antas,0,0,0,0,0,0,0,0,0,0
förutsatt,0,0,0,0,0,0,0,0,0,0
antagande,0,0,0,0,0,0,0,0,0,0
försäkran,0,0,0,0,0,0,1,0,0,1
försäkra,0,0,0,0,0,0,0,0,0,1
säker,0,0,0,0,0,0,1,0,0,1
säkert,0,0,0,0,0,0,0,0,0,1
asterisk,0,0,0,0,0,0,0,0,0,0
asteroider,0,0,0,0,0,0,0,0,0,0
astigmatism,0,0,0,0,0,0,0,0,0,0
häpnadsväckande,0,0,0,0,0,0,1,0,1,0
förvåning,0,0,0,0,1,0,1,0,1,0
astral,0,0,0,0,0,0,0,0,0,0
vilse,0,0,0,1,0,1,0,0,0,0
sammandragande,0,0,0,0,0,1,0,0,0,0
astrolog,0,1,0,0,0,0,1,0,0,0
astrologi,0,0,0,0,0,0,0,0,0,0
astronaut,0,0,0,0,0,0,1,0,0,0
astronom,0,1,0,0,0,0,1,0,0,0
astronomi,0,0,0,0,0,0,0,0,0,0
skarpsinnig,0,0,0,0,0,0,1,0,0,0
sönder,0,0,0,0,0,0,0,0,0,0
asyl,0,0,0,1,0,1,0,0,0,0
asymmetrisk,0,0,0,0,0,0,0,0,0,0
asymmetri,0,0,1,0,0,0,0,0,0,0
asymptotisk,0,0,0,0,0,0,0,0,0,0
ateljé,0,0,0,0,0,0,0,0,0,0
ateism,0,0,0,0,0,1,0,0,0,0
ateistisk,0,0,0,0,0,0,0,0,0,0
åderförkalkning,0,0,0,1,0,1,0,1,0,0
idrottare,0,0,0,0,0,0,1,0,0,0
atletisk,0,0,0,0,0,0,1,0,0,0
atleticism,0,0,0,0,0,0,0,0,0,0
friidrott,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0
atmosfär,0,0,0,0,0,0,0,0,0,0
atmosfärisk,0,0,0,0,0,0,0,0,0,0
atoll,0,0,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,0,1,0,0,0
atom-,0,0,0,0,0,0,0,0,0,0
sona,0,1,0,0,1,0,1,0,0,1
försoning,0,0,0,0,0,0,1,0,0,0
atrium,0,0,0,0,0,0,0,0,0,0
grymt,1,0,1,0,0,1,0,0,0,0
illdåd,1,0,1,1,0,1,0,1,0,0
atrofi,0,0,1,1,0,1,0,1,0,0
bifoga,0,0,0,0,0,0,0,0,0,0
anknytning,0,0,0,0,0,0,1,0,0,0
ge sig på,1,0,0,1,0,1,0,0,0,0
attackera,1,0,1,1,0,1,0,1,1,0
uppnå,0,0,0,0,0,0,0,0,0,0
uppnåelig,0,1,0,0,0,0,1,0,0,0
uppnående,0,0,0,0,0,0,1,0,0,0
försök,0,1,0,0,0,0,0,0,0,0
närvaro,0,1,0,0,0,0,0,0,0,0
skötare,0,0,0,0,0,0,1,0,0,1
uppmärksamhet,0,0,0,0,0,0,1,0,0,0
uppmärksam,0,0,0,0,0,0,1,0,0,1
dämpa,0,0,0,0,0,0,0,0,0,0
försvagat,0,0,0,0,0,1,0,0,0,0
försvagning,0,0,0,0,0,1,0,1,0,0
intyga,0,0,0,0,0,0,1,0,0,1
intyg,0,0,0,0,0,0,0,0,0,1
vinden,0,0,0,0,0,0,0,0,0,0
klädsel,0,0,0,0,0,0,0,0,0,0
attityd,0,0,0,0,0,0,0,0,0,0
advokat,1,0,0,1,0,0,1,0,0,1
attraktion,0,0,0,0,0,0,1,0,0,0
attraktivitet,0,0,0,0,0,0,1,0,0,0
hänförlig,0,0,0,0,0,0,0,0,0,0
attribut,0,0,0,0,0,0,0,0,0,0
tillskrivning,0,0,0,0,0,0,0,0,0,0
nötning,0,0,0,0,0,0,0,0,0,0
kastanjebrunt,0,0,0,0,0,0,0,0,0,0
auktion,0,1,0,0,0,0,0,0,0,0
auktionsförrättare,0,0,0,0,0,0,0,0,0,0
djärv,0,0,0,0,0,0,0,0,0,0
djärvhet,0,0,0,0,0,1,0,0,0,0
hörbar,0,0,0,0,0,0,0,0,0,0
publik,0,1,0,0,0,0,0,0,0,0
granska,0,0,0,0,0,0,0,0,0,0
audition,0,0,0,0,0,0,0,0,0,0
revisor,0,0,0,1,0,0,0,0,0,1
hörsal,0,0,0,0,0,0,0,0,0,0
auditiv,0,0,0,0,0,0,0,0,0,0
något,0,0,0,0,0,0,0,0,0,0
förstärka,0,0,0,0,0,0,1,0,0,0
förstärkning,0,0,0,0,0,0,0,0,0,0
augusti,0,0,0,0,0,0,1,0,0,0
moster,0,0,0,0,0,0,1,0,0,1
aura,0,0,0,0,0,0,1,0,0,0
norrsken,0,0,0,0,0,0,0,0,0,0
beskydd,0,0,0,0,0,0,0,0,0,0
gynnsam,0,1,0,0,1,0,1,0,0,0
stram,0,0,0,1,0,1,0,1,0,0
åtstramning,0,0,0,0,0,1,0,0,0,0
äkta,0,0,0,0,1,0,1,0,0,1
autentisera,0,0,0,0,0,0,0,0,0,1
autentisering,0,0,0,0,0,0,0,0,0,1
äkthet,0,0,0,0,0,0,1,0,0,1
författare,0,0,0,0,0,0,1,0,0,1
auktoritativ,0,0,0,0,0,0,1,0,0,1
auktoritet,0,0,0,0,0,0,1,0,0,1
tillstånd,0,0,0,0,0,0,1,0,0,1
godkänna,0,0,0,0,0,0,0,0,0,1
auktoriserad,0,0,0,0,0,0,1,0,0,0
författarskap,0,0,0,0,0,0,0,0,0,0
bil,0,0,0,0,0,0,0,0,0,0
självbiografi,0,0,0,0,0,0,0,0,0,0
enväldig,0,0,0,0,0,1,0,0,0,0
autograf,0,0,0,0,0,0,0,0,0,0
automatisk,0,0,0,0,0,0,0,0,0,1
bil,0,0,0,0,0,0,0,0,0,0
autonomi,0,0,0,0,0,0,0,0,0,0
obduktion,0,0,1,1,0,1,0,1,0,0
höst,0,0,0,0,0,0,0,0,0,0
extra,0,0,0,0,0,0,0,0,0,0
nytta,0,0,0,0,0,0,0,0,0,0
lavin,0,0,0,1,0,1,0,1,1,0
girighet,1,0,1,0,0,1,0,0,0,0
avatar,0,0,0,0,0,0,1,0,0,0
hämnare,1,0,0,0,0,1,0,0,0,0
aveny,0,0,0,0,0,0,0,0,0,0
aver,0,0,0,0,0,0,0,0,0,0
medel,0,0,0,0,0,0,0,0,0,0
motvillig,1,0,1,1,0,1,0,0,0,0
motvilja,1,0,1,1,0,1,0,0,0,0
avvärja,0,0,0,0,0,0,0,0,0,0
voljär,0,0,0,0,0,0,0,0,0,0
flyg,0,0,0,0,0,0,0,0,0,0
flygare,0,0,0,0,0,0,0,0,0,0
ivrig,0,0,0,0,0,0,0,0,0,0
avokado,0,0,0,0,0,0,0,0,0,0
undvika,0,0,0,1,0,1,0,0,0,0
undvikande,0,0,0,1,0,1,0,0,0,0
undviker,0,0,0,1,0,0,0,0,0,0
vänta,0,1,0,0,0,0,0,0,0,0
vaken,0,0,0,0,0,0,0,0,0,0
väcka,0,0,0,0,0,0,0,0,0,0
tilldela,0,1,0,0,1,0,1,0,1,1
vördnad,0,0,0,0,0,0,0,0,0,0
förfärlig,1,0,1,1,0,1,0,1,0,0
pinsamhet,0,0,1,0,0,1,0,0,0,0
markis,0,0,0,0,0,0,0,0,0,0
på sned,0,0,0,0,0,1,0,0,0,0
axial,0,0,0,0,0,0,0,0,0,0
axiom,0,0,0,0,0,0,0,0,0,1
axiomatisk,0,0,0,0,0,0,0,0,0,1
axel,0,0,0,0,0,0,0,0,0,0
axel,0,0,0,0,0,0,0,0,0,0
ja,0,0,0,0,0,0,1,0,0,0
jaha,0,0,0,0,0,0,1,0,0,0
azimut,0,0,0,0,0,0,0,0,0,0
azurblå,0,0,0,0,0,0,0,0,0,0
babbel,0,0,0,0,0,1,0,0,0,0
babblande,0,0,0,0,0,1,0,0,0,0
babian,0,0,1,0,0,1,0,0,0,0
bebis,0,0,0,0,1,0,1,0,0,0
barnvakt,0,0,0,0,0,0,0,0,0,1
studentexamen,0,0,0,0,0,0,1,0,0,0
baccarat,0,0,0,0,0,0,0,0,0,0
ungkarl,0,0,0,0,0,0,0,0,0,0
tillbaka,0,0,0,0,0,0,0,0,0,0
ryggrad,1,0,0,0,0,0,1,0,0,1
hjälpare,0,0,0,0,0,0,0,0,0,1
baktändning,0,0,0,0,0,0,0,0,0,0
backgammon,0,0,0,0,0,0,0,0,0,0
bakgrund,0,0,0,0,0,0,0,0,0,0
grävskopa,0,0,0,0,0,0,0,0,0,0
backpacker,0,0,0,0,0,0,0,0,0,0
tillbaka,0,0,0,0,0,0,0,0,0,0
bakåt,0,0,0,0,0,1,0,0,0,0
bakåt,0,0,1,0,0,1,0,0,0,0
bakvatten,0,0,0,0,0,1,0,1,0,0
bakterie,0,0,1,1,0,1,0,1,0,0
bakterie,0,0,1,1,0,1,0,0,0,0
dålig,1,0,1,1,0,1,0,1,0,0
bricka,0,0,0,0,0,0,0,0,0,1
grävling,1,0,0,0,0,1,0,0,0,0
dåligt,0,0,0,0,0,1,0,1,0,0
dålighet,1,0,1,1,0,1,0,0,0,0
trotsa,0,0,0,0,0,0,0,0,0,0
väska,0,0,0,0,0,0,0,0,0,0
bagage,0,0,0,0,0,0,0,0,0,0
opressade byxor,0,0,0,0,0,0,0,0,0,0
säckpipor,0,0,0,0,0,0,0,0,0,0
borgen,0,0,0,0,0,0,0,0,0,0
fogde,0,0,0,1,0,1,0,0,0,1
bete,0,0,0,1,0,1,0,0,0,1
baka,0,0,0,0,0,0,0,0,0,0
bageri,0,0,0,0,0,0,0,0,0,0
bakning,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,0,0,0,0,0,0,0
balans,0,0,0,0,0,0,1,0,0,0
balanserad,0,0,0,0,0,0,1,0,0,0
balkong,0,0,0,0,0,0,0,0,0,0
skallig,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,1,0,1,0,0,0,0
balk,0,0,0,0,0,1,0,0,0,0
boll,0,0,0,0,0,0,0,0,0,0
ballad,0,0,0,0,0,0,1,0,0,0
ballast,0,0,0,0,0,0,0,0,0,0
balett,0,0,0,0,0,0,1,0,0,0
ballong,0,0,0,0,0,0,0,0,0,0
valsedel,0,1,0,0,0,0,1,0,0,1
balsal,0,0,0,0,0,0,0,0,0,0
balsam,0,1,0,0,1,1,1,0,0,0
ljumma,0,0,0,0,0,0,0,0,0,0
balsam,0,0,0,0,0,0,1,0,0,0
balsamisk,0,0,0,0,0,0,0,0,0,0
förbjuda,0,0,0,0,0,1,0,0,0,0
banan,0,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,0,0,0,0,0
bandage,0,0,0,0,0,0,0,0,0,0
bandit,0,0,0,0,0,1,0,0,0,0
tågvagn,0,0,0,0,0,0,0,0,0,0
fördärv,1,0,1,1,0,1,0,0,0,0
smäll,1,0,1,1,0,1,0,1,1,0
skorv,1,1,0,1,0,1,0,0,1,0
förvisa,1,0,1,1,0,1,0,1,0,0
förvisad,1,0,0,1,0,1,0,1,0,0
förvisning,1,0,1,0,0,1,0,1,0,0
banjo,0,0,0,0,0,0,0,0,0,0
Bank,0,0,0,0,0,0,0,0,0,1
bankman,0,0,0,0,0,0,0,0,0,1
bankrutt,0,0,0,1,0,1,0,1,0,0
konkurs,1,0,1,1,0,1,0,1,0,0
baner,0,0,0,0,0,0,0,0,0,0
bankett,0,1,0,0,1,0,1,0,0,0
banshee,1,0,1,1,0,1,0,1,0,0
skämt,0,0,0,0,0,0,0,0,0,0
dop,0,0,0,0,0,0,1,0,0,0
dop,0,0,0,0,1,0,1,0,0,0
bar,0,0,0,0,0,0,0,0,0,0
hulling,1,0,0,0,0,1,0,0,0,0
barbar,0,0,0,1,0,1,0,0,0,0
barbarisk,1,0,1,1,0,1,0,0,0,0
barbari,0,0,0,0,0,1,0,0,0,0
utegrill,0,0,0,0,0,0,0,0,0,0
hullingförsedda,0,0,0,0,0,0,0,0,0,0
bard,0,0,0,0,0,0,1,0,0,0
barbacka,0,0,0,0,0,0,0,0,0,0
barfota,0,0,0,0,0,0,0,0,0,0
nätt och jämnt,0,0,0,0,0,0,0,0,0,0
barf,0,0,1,0,0,0,0,0,0,0
förhandla,0,0,0,0,0,0,1,0,0,1
pråm,0,0,0,0,0,0,0,0,0,0
baryton,0,0,0,0,0,0,0,0,0,0
bark,1,0,0,0,0,1,0,0,0,0
ladugård,0,0,0,0,0,0,0,0,0,0
gräl,0,0,0,0,0,0,0,0,0,0
barometer,0,0,0,0,0,0,0,0,0,0
baron,0,0,0,0,0,0,0,0,0,0
barock,0,0,0,0,0,0,0,0,0,0
kasern,0,0,0,0,0,0,0,0,0,0
spärrad,0,0,0,0,0,1,0,0,0,0
tunna,0,0,0,0,0,0,0,0,0,0
karg,0,0,0,0,0,1,0,1,0,0
barrikad,0,0,0,1,0,1,0,0,0,0
barriär,1,0,0,0,0,1,0,0,0,0
spärr,0,0,0,0,0,0,0,0,0,0
advokat,0,0,0,0,0,0,0,0,0,0
kärra,0,0,1,0,0,0,0,0,0,0
bartender,0,0,0,0,0,0,0,0,0,1
byteshandel,0,0,0,0,0,0,0,0,0,1
bas,0,0,0,0,0,0,0,0,0,1
baseboll,0,0,0,0,0,0,0,0,0,0
fotlist,0,0,0,0,0,0,0,0,0,0
grundlös,0,0,0,0,0,1,0,0,0,0
källare,0,0,0,0,0,0,0,0,0,0
basilika,0,0,0,0,0,0,0,0,0,0
handfat,0,0,0,0,0,0,0,0,0,0
grund,0,0,0,0,0,0,0,0,0,0
sola sig,0,0,0,0,0,0,0,0,0,0
korg,0,0,0,0,0,0,0,0,0,0
basketboll,0,1,0,0,1,0,1,0,0,0
bas,0,0,0,0,0,0,0,0,0,0
basso,0,0,0,0,0,0,0,0,0,0
fagott,0,0,0,0,0,0,0,0,0,0
bastard,0,0,1,0,0,1,0,1,0,0
bastion,1,0,0,0,0,0,1,0,0,0
fladdermus,0,0,0,0,0,0,0,0,0,0
omgång,0,0,0,0,0,0,0,0,0,0
batchning,0,0,0,0,0,0,0,0,0,0
bate,0,0,0,0,0,0,0,0,0,0
bad,0,0,0,0,0,0,1,0,0,0
bada,0,0,0,0,0,0,0,0,0,0
badrum,0,0,0,0,0,0,0,0,0,0
batymetri,0,0,0,0,0,0,0,0,0,0
batong,0,0,0,0,0,0,0,0,0,0
bataljon,1,0,0,0,0,0,0,0,0,0
smet,1,0,0,1,0,1,0,0,0,0
misshandlad,0,0,0,1,0,1,0,1,0,0
batteri,1,0,0,0,0,1,0,0,0,0
slåss,1,0,0,0,0,1,0,0,0,0
kämpade,1,0,0,1,0,1,0,1,0,0
slagfält,0,0,0,1,0,1,0,0,0,0
elak,0,0,0,0,0,1,0,0,0,0
bukt,0,0,0,0,0,0,0,0,0,0
bajonett,1,0,0,1,0,1,0,0,0,0
bayou,0,0,0,0,0,0,0,0,0,0
basar,0,0,0,0,0,0,0,0,0,0
strand,0,0,0,0,1,0,0,0,0,0
fyr,0,0,0,0,0,0,0,0,0,0
pärla,0,0,0,0,0,0,0,0,0,0
beading,0,0,0,0,0,0,0,0,0,0
pärlor,0,0,0,0,0,0,0,0,0,0
beagle,0,0,0,0,0,0,0,0,0,0
näbb,0,0,0,0,0,0,0,0,0,0
bägare,0,0,0,0,0,0,0,0,0,0
stråle,0,0,0,0,1,0,1,0,0,0
strålande,0,1,0,0,1,0,1,0,0,0
Björn,1,0,0,1,0,0,0,0,0,0
skägg,0,0,0,0,0,0,0,0,0,0
