Croatian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
anomalija,0,0,0,1,0,1,0,0,1,0
anon,0,0,0,0,0,0,0,0,0,0
anoniman,0,0,0,0,0,1,0,0,0,0
odgovor,0,0,0,0,0,0,0,0,0,0
odgovoran,0,0,0,0,0,0,0,0,0,1
odgovarajući,0,0,0,0,0,0,0,0,0,0
mrav,0,0,0,0,0,0,0,0,0,0
antagonizam,1,0,0,0,0,1,0,0,0,0
antagonista,1,0,0,0,0,1,0,0,0,0
antagonistički,1,0,1,0,0,1,0,0,0,0
ante,0,0,0,0,0,0,0,0,0,0
prethodnik,0,0,0,0,0,0,0,0,0,0
antilopa,0,0,0,0,0,0,0,0,0,0
antena,0,0,0,0,0,0,0,0,0,0
prednji,0,0,0,0,0,0,0,0,0,0
himna,0,0,0,0,0,0,0,0,0,0
antologija,0,0,0,0,0,0,0,0,0,0
antraks,0,0,1,1,0,1,0,1,0,0
antropologija,0,0,0,0,0,0,0,0,0,0
antibiotik,0,0,0,0,0,0,0,0,0,0
antibiotici,0,0,0,0,0,0,1,0,0,0
antikrist,1,0,1,1,0,1,0,0,0,0
predviđanje,0,1,0,0,0,0,0,0,0,0
anticipirajući,0,1,0,0,0,0,0,0,0,0
protuotrov,0,1,0,0,0,0,1,0,0,1
antifungalni,0,0,0,0,0,0,1,0,0,1
antimon,0,0,0,0,0,0,0,0,0,0
antipatija,1,0,1,0,0,1,0,0,0,0
antikvar,0,0,0,0,0,0,0,0,0,0
zastario,0,0,0,0,0,1,0,0,0,0
antički,0,0,0,0,0,0,1,0,0,0
starina,0,0,0,0,0,0,0,0,0,0
antiseptički,0,0,0,0,0,0,1,0,0,1
antisocijalan,1,0,1,1,0,1,0,1,0,0
antiteza,1,0,0,0,0,1,0,0,0,0
antitetički,0,0,0,0,0,0,0,0,0,0
antivirusno,0,0,0,0,0,0,0,0,0,0
rogovlje,0,0,0,0,0,0,0,0,0,0
nakovanj,0,0,0,0,0,0,0,0,0,0
anksioznost,1,1,0,1,0,1,0,1,0,0
tjeskoban,0,1,0,1,0,1,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0
brzo,0,0,0,0,0,0,0,0,0,0
apache,0,0,0,1,0,1,0,0,0,0
apartman,0,0,0,0,0,0,0,0,0,0
apatičan,0,0,0,0,0,1,0,1,0,0
apatija,0,0,0,0,0,1,0,1,0,0
oponašati,0,0,0,0,0,0,0,0,0,0
otvor,0,0,0,0,0,0,0,0,0,0
vrh,0,0,0,0,0,0,0,0,0,0
uš,0,0,1,0,0,1,0,0,0,0
komad,0,0,0,0,0,0,0,0,0,0
aplomb,0,0,0,0,0,0,1,0,0,0
apokaliptičan,0,0,0,0,0,0,0,0,0,0
apologetski,0,0,0,0,0,0,1,0,0,1
apologeta,0,0,0,0,0,0,0,0,0,0
ispričavati,0,0,0,0,0,0,1,1,0,1
isprika,0,0,0,0,0,0,1,0,0,0
otpadništvo,0,0,0,0,0,0,0,0,0,0
otpadnik,0,0,0,0,0,0,0,0,0,0
apostol,0,0,0,0,0,0,1,0,0,1
apostolski,0,0,0,0,0,0,0,0,0,1
apostrof,0,0,0,0,0,0,0,0,0,0
užasavajuće,0,0,1,1,0,1,0,0,0,0
aparat,0,0,0,0,0,0,0,0,0,0
odjeća,0,0,0,0,0,0,0,0,0,0
očito,0,0,0,0,0,0,0,0,0,0
ukazanje,0,0,0,1,0,0,0,0,1,0
apel,0,1,0,0,0,0,0,0,0,0
izgled,0,0,0,0,0,0,0,0,0,0
smiriti,0,0,0,0,0,0,0,0,0,0
žalitelj,0,0,0,0,0,0,0,0,0,0
dodati,0,0,0,0,0,0,0,0,0,0
privjesak,0,0,0,0,0,0,0,0,0,0
upala slijepog crijeva,0,0,0,1,0,1,0,1,0,0
dodatak,0,0,0,0,0,0,0,0,0,0
apetit,0,0,0,0,0,0,0,0,0,0
predjelo,0,0,0,0,0,0,0,0,0,0
pljesak,0,0,0,0,1,0,1,0,1,1
jabuka,0,0,0,0,0,0,0,0,0,0
uređaj,0,0,0,0,0,0,0,0,0,0
uređaji,0,0,0,0,0,0,0,0,0,0
primjenjivost,0,0,0,0,0,0,0,0,0,0
primjenjivo,0,0,0,0,0,0,0,0,0,0
podnositelj zahtjeva,0,1,0,0,0,0,0,0,0,0
primjena,0,0,0,0,0,0,0,0,0,0
primijeniti,0,0,0,0,0,0,0,0,0,0
imenovati,0,0,0,0,0,0,0,0,0,0
ugovoreni sastanak,0,0,0,0,0,0,0,0,0,0
imenovanja,0,0,0,0,0,0,0,0,0,0
odmjeriti,0,0,0,0,0,0,0,0,0,0
raspodjela,0,0,0,0,0,0,0,0,0,0
ocijeniti,0,0,0,0,0,0,0,0,0,0
primjetan,0,0,0,0,0,0,0,0,0,0
zahvalnost,0,0,0,0,1,0,1,0,0,1
uhvatiti,0,0,0,1,0,0,0,0,0,0
bojazan,0,0,0,1,0,1,0,0,0,0
prestrašen,0,1,0,1,0,1,0,0,0,0
učenik,0,0,0,0,0,0,0,0,0,1
naukovanje,0,0,0,0,0,0,0,0,0,0
pristup,0,0,0,0,0,0,0,0,0,0
približavanje,0,1,0,0,0,0,0,0,0,0
odobravanje,0,0,0,0,0,0,1,0,0,1
prisvajanje,0,0,0,0,0,1,0,0,0,0
odobrenje,0,0,0,0,0,0,1,0,0,0
odobriti,0,0,0,0,1,0,1,0,0,1
odobravajući,0,0,0,0,0,0,1,0,0,0
približan,0,0,0,0,0,0,0,0,0,0
približno,0,0,0,0,0,0,0,0,0,0
aproksimirajući,0,0,0,0,0,0,0,0,0,0
aproksimacija,0,0,0,0,0,0,0,0,0,0
pripadci,0,0,0,0,0,0,0,0,0,0
pregača,0,0,0,0,0,0,0,0,0,0
prikladan,0,0,0,0,0,0,1,0,0,0
sposobnost,0,0,0,0,0,0,1,0,0,0
aqua,0,0,0,0,0,0,0,0,0,0
akvamarin,0,0,0,0,0,0,0,0,0,0
akvarij,0,0,0,0,0,0,0,0,0,0
vodeni,0,0,0,0,0,0,0,0,0,0
akvadukt,0,0,0,0,0,0,0,0,0,0
vodenasti,0,0,0,0,0,0,0,0,0,0
obradiv,0,0,0,0,0,0,0,0,0,0
arbitar,0,0,0,0,0,0,0,0,0,1
arbitrirati,0,0,0,0,0,0,0,0,0,0
arbitraža,0,1,0,0,0,0,0,0,0,0
arbitar,0,0,0,0,0,0,0,0,0,1
sjenica,0,0,0,0,0,0,0,0,0,0
luk,0,0,0,0,0,0,0,0,0,0
arkada,0,0,0,0,0,0,0,0,0,0
arh,0,0,0,0,0,0,0,0,0,0
arheološki,0,0,0,0,0,0,0,0,0,0
arheolog,0,0,0,0,0,0,0,0,0,0
arheologija,0,1,0,0,0,0,1,0,0,0
arhaičan,0,0,0,0,0,1,0,0,0,0
nadbiskup,0,0,0,0,0,0,0,0,0,0
lučni,0,0,0,0,0,0,0,0,0,0
strijelac,0,0,0,0,0,0,0,0,0,0
strijeljaštvo,0,0,0,0,0,0,0,0,0,0
arhetip,0,0,0,0,0,0,0,0,0,0
arhipelag,0,0,0,0,0,0,0,0,0,0
arhitekt,0,0,0,0,0,0,0,0,0,0
arhitektura,0,0,0,0,0,0,0,0,0,1
arhiva,0,0,0,0,0,0,0,0,0,0
Arktik,0,0,0,0,0,0,0,0,0,0
gorljiv,0,1,0,0,1,0,1,0,0,0
žar,0,0,0,0,0,0,1,0,0,0
naporan,0,0,0,0,0,1,0,0,0,0
područje,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,0,0,0,0
areola,0,0,0,0,0,0,0,0,0,0
srebrni,0,0,0,0,0,0,0,0,0,0
raspravljati,1,0,0,0,0,1,0,0,0,0
argument,1,0,0,0,0,1,0,0,0,0
argumentacija,1,0,0,0,0,0,0,0,0,0
argumentiran,0,0,0,0,0,1,0,0,0,0
argumenti,1,0,0,0,0,0,0,0,0,0
bezvodan,0,0,0,0,0,1,0,1,0,0
aristokracije,0,0,0,0,0,0,1,0,0,0
aristokrata,0,0,0,0,0,0,0,0,0,0
aristokratski,0,0,0,0,0,0,1,0,0,0
aritmetika,0,0,0,0,0,0,0,0,0,0
kovčeg,0,0,0,0,0,0,0,0,0,0
ruka,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,0,0,0
naoružanje,1,0,0,1,0,0,0,0,0,0
naoružanja,0,0,0,1,0,1,0,0,0,0
armatura,0,0,0,0,0,0,0,0,0,0
naoružan,1,0,0,1,0,1,1,0,0,0
oklop,0,0,0,1,0,0,1,0,0,1
oklopljeni,0,0,0,1,0,0,0,0,0,0
oružarnica,0,0,0,0,0,0,0,0,0,1
oružje,0,0,0,0,0,0,0,0,0,0
vojska,0,0,0,0,0,0,0,0,0,0
aroma,0,0,0,0,0,0,1,0,0,0
uzbuđenje,0,0,0,0,0,0,0,0,0,0
pobuditi,0,1,0,0,0,0,1,0,0,0
optužnica,1,0,0,1,0,1,0,1,0,0
urediti,0,0,0,0,0,0,0,0,0,0
uređeno,0,0,0,0,0,0,0,0,0,0
uređenje,0,0,0,0,0,0,0,0,0,0
niz,0,0,0,0,0,0,1,0,0,0
dugovi,0,0,0,0,0,1,0,0,0,0
uhititi,0,0,0,0,0,1,0,0,0,0
dolazak,0,1,0,0,0,0,0,0,0,0
stići,0,1,0,0,0,0,0,0,0,0
oholost,0,0,0,0,0,1,0,0,0,0
arogantan,1,0,1,0,0,1,0,0,0,0
strijela,0,0,0,0,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,0
arsen,0,0,1,1,0,1,0,1,0,0
palež,1,0,0,1,0,1,0,0,0,0
umjetnost,0,1,0,0,1,0,1,1,1,0
arterija,0,0,0,0,0,0,0,0,0,0
prepreden,0,0,0,0,0,0,0,0,0,0
člankonožac,0,0,0,0,0,0,0,0,0,0
artičoka,0,0,0,0,0,0,0,0,0,0
članak,0,0,0,0,0,0,0,0,0,0
članci,0,0,0,0,0,0,0,0,0,0
artikulirati,0,0,0,0,0,0,1,0,0,0
artikulacija,0,0,0,0,0,0,1,0,0,0
umjetnost,0,0,0,0,0,0,0,0,0,0
topništvo,0,0,0,1,0,1,0,0,0,0
obrtnik,0,0,0,0,0,0,1,0,0,0
umjetnik,0,0,0,0,0,0,0,0,0,0
umjetnica,0,0,0,0,0,0,1,0,0,0
umjetnički,0,0,0,0,0,0,1,0,0,0
umjetnici,0,0,0,0,0,0,0,0,0,0
uzdići se,0,0,0,0,0,0,0,0,0,0
nadmoć,0,0,0,0,0,0,1,0,0,0
Uznesenja,0,0,0,0,0,0,0,0,0,0
uspon,0,0,0,0,0,0,1,0,0,0
utvrditi,0,0,0,0,0,0,0,0,0,0
konstatirano,0,0,0,0,0,0,0,0,0,0
asketski,0,0,0,0,0,0,0,0,0,0
pepeo,0,0,0,0,0,1,0,0,0,0
posramljen,0,0,1,0,0,1,0,1,0,0
pepeo,0,0,0,0,0,1,0,1,0,0
zaspao,0,0,0,0,0,0,0,0,0,0
asp,0,0,0,1,0,0,0,0,0,0
aspartam,0,0,0,0,0,0,0,0,0,0
aspekt,0,0,0,0,0,0,0,0,0,0
aspekti,0,0,0,0,0,0,0,0,0,0
asfalt,0,0,0,0,0,0,0,0,0,0
aspiracija,0,1,0,0,1,0,1,0,1,1
težiti,0,1,0,0,1,0,1,0,0,0
težeći,0,1,0,0,1,0,1,0,0,1
dupe,0,0,0,0,0,1,0,0,0,0
napadati,1,0,0,1,0,1,0,0,1,0
napadač,1,0,0,1,0,1,0,1,0,0
ubojica,1,0,0,1,0,1,0,1,0,0
izvršiti atentat,1,0,0,1,0,1,0,0,0,0
atentat,1,0,0,1,0,1,0,1,0,0
napad,1,0,0,1,0,1,0,0,0,0
analiza,0,0,0,0,0,0,0,0,0,0
montaža,0,0,0,0,0,0,0,0,0,0
sastaviti,0,0,0,0,0,0,0,0,0,0
sastavljen,0,0,0,0,0,0,0,0,0,0
skupština,0,0,0,0,0,0,1,0,0,1
pristanak,0,0,0,0,0,0,1,0,0,0
tvrditi,0,0,0,0,0,0,0,0,0,0
ustvrdivši,0,0,0,0,0,0,1,0,0,1
tvrdnja,0,0,0,0,0,0,0,0,0,0
procijeniti,0,0,0,0,0,0,0,0,0,0
procjena,0,0,0,0,0,0,0,0,1,1
procjenitelj,0,0,0,0,0,0,0,0,0,1
imovina,0,0,0,0,0,0,1,0,0,0
šupak,1,0,1,0,0,1,0,0,0,0
dodijeliti,0,0,0,0,0,0,0,0,0,0
opunomoćenik,0,0,0,0,0,0,0,0,0,1
zadatak,0,0,0,0,0,0,0,0,0,0
asimilirati se,0,0,0,0,0,0,0,0,0,0
asimilacija,0,0,0,0,0,0,0,0,0,0
pomoći,0,0,0,0,0,0,1,0,0,1
pomoć,0,0,0,0,0,0,1,0,0,0
asistent,0,0,0,0,0,0,0,0,0,0
suradnik,0,0,0,0,0,0,1,0,0,1
udruga,0,0,0,0,0,0,0,0,0,1
sortirano,0,0,0,0,0,0,0,0,0,0
asortiman,0,0,0,0,0,0,0,0,0,0
umiriti,0,0,0,0,0,0,1,0,0,0
pretpostavljeno,0,0,0,0,0,0,0,0,0,0
pretpostavljajući,0,0,0,0,0,0,0,0,0,0
pretpostavka,0,0,0,0,0,0,0,0,0,0
osiguranje,0,0,0,0,0,0,1,0,0,1
osigurati,0,0,0,0,0,0,0,0,0,1
osiguran,0,0,0,0,0,0,1,0,0,1
sigurno,0,0,0,0,0,0,0,0,0,1
zvjezdica,0,0,0,0,0,0,0,0,0,0
asteroidi,0,0,0,0,0,0,0,0,0,0
astigmatizam,0,0,0,0,0,0,0,0,0,0
zapanjujuće,0,0,0,0,0,0,1,0,1,0
zapanjenost,0,0,0,0,1,0,1,0,1,0
astralni,0,0,0,0,0,0,0,0,0,0
pogrešnim putem,0,0,0,1,0,1,0,0,0,0
opor,0,0,0,0,0,1,0,0,0,0
astrolog,0,1,0,0,0,0,1,0,0,0
astrologija,0,0,0,0,0,0,0,0,0,0
astronaut,0,0,0,0,0,0,1,0,0,0
astronom,0,1,0,0,0,0,1,0,0,0
astronomija,0,0,0,0,0,0,0,0,0,0
lukav,0,0,0,0,0,0,1,0,0,0
rastaviti,0,0,0,0,0,0,0,0,0,0
azil,0,0,0,1,0,1,0,0,0,0
asimetričan,0,0,0,0,0,0,0,0,0,0
asimetrija,0,0,1,0,0,0,0,0,0,0
asimptotski,0,0,0,0,0,0,0,0,0,0
atelje,0,0,0,0,0,0,0,0,0,0
ateizam,0,0,0,0,0,1,0,0,0,0
ateistički,0,0,0,0,0,0,0,0,0,0
ateroskleroza,0,0,0,1,0,1,0,1,0,0
sportaš,0,0,0,0,0,0,1,0,0,0
atletski,0,0,0,0,0,0,1,0,0,0
atletizam,0,0,0,0,0,0,0,0,0,0
atletika,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0
atmosfera,0,0,0,0,0,0,0,0,0,0
atmosferski,0,0,0,0,0,0,0,0,0,0
atol,0,0,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,0,1,0,0,0
atomski,0,0,0,0,0,0,0,0,0,0
iskupiti se,0,1,0,0,1,0,1,0,0,1
pokajanje,0,0,0,0,0,0,1,0,0,0
atrij,0,0,0,0,0,0,0,0,0,0
okrutan,1,0,1,0,0,1,0,0,0,0
grozota,1,0,1,1,0,1,0,1,0,0
atrofija,0,0,1,1,0,1,0,1,0,0
priložiti,0,0,0,0,0,0,0,0,0,0
privitak,0,0,0,0,0,0,1,0,0,0
napad,1,0,0,1,0,1,0,0,0,0
napadački,1,0,1,1,0,1,0,1,1,0
postići,0,0,0,0,0,0,0,0,0,0
ostvarljiv,0,1,0,0,0,0,1,0,0,0
postignuće,0,0,0,0,0,0,1,0,0,0
pokušaj,0,1,0,0,0,0,0,0,0,0
pohađanje,0,1,0,0,0,0,0,0,0,0
čuvar,0,0,0,0,0,0,1,0,0,1
pažnja,0,0,0,0,0,0,1,0,0,0
pažljiv,0,0,0,0,0,0,1,0,0,1
oslabiti,0,0,0,0,0,0,0,0,0,0
oslabljena,0,0,0,0,0,1,0,0,0,0
prigušenje,0,0,0,0,0,1,0,1,0,0
posvjedočiti,0,0,0,0,0,0,1,0,0,1
ovjeravanje,0,0,0,0,0,0,0,0,0,1
potkrovlje,0,0,0,0,0,0,0,0,0,0
odijevanje,0,0,0,0,0,0,0,0,0,0
stav,0,0,0,0,0,0,0,0,0,0
odvjetnik,1,0,0,1,0,0,1,0,0,1
privlačnost,0,0,0,0,0,0,1,0,0,0
atraktivnost,0,0,0,0,0,0,1,0,0,0
pripisiv,0,0,0,0,0,0,0,0,0,0
atribut,0,0,0,0,0,0,0,0,0,0
atribucija,0,0,0,0,0,0,0,0,0,0
trošenje,0,0,0,0,0,0,0,0,0,0
kestenjasta,0,0,0,0,0,0,0,0,0,0
aukcija,0,1,0,0,0,0,0,0,0,0
dražbovatelj,0,0,0,0,0,0,0,0,0,0
smion,0,0,0,0,0,0,0,0,0,0
smjelost,0,0,0,0,0,1,0,0,0,0
zvučni,0,0,0,0,0,0,0,0,0,0
publika,0,1,0,0,0,0,0,0,0,0
revizija,0,0,0,0,0,0,0,0,0,0
audicija,0,0,0,0,0,0,0,0,0,0
revizor,0,0,0,1,0,0,0,0,0,1
gledalište,0,0,0,0,0,0,0,0,0,0
gledaoci,0,0,0,0,0,0,0,0,0,0
ništa,0,0,0,0,0,0,0,0,0,0
povećati,0,0,0,0,0,0,1,0,0,0
povećanje,0,0,0,0,0,0,0,0,0,0
kolovoz,0,0,0,0,0,0,1,0,0,0
tetka,0,0,0,0,0,0,1,0,0,1
aura,0,0,0,0,0,0,1,0,0,0
polarna svjetlost,0,0,0,0,0,0,0,0,0,0
okrilje,0,0,0,0,0,0,0,0,0,0
povoljan,0,1,0,0,1,0,1,0,0,0
opor,0,0,0,1,0,1,0,1,0,0
strogosti,0,0,0,0,0,1,0,0,0,0
autentičan,0,0,0,0,1,0,1,0,0,1
ovjeriti,0,0,0,0,0,0,0,0,0,1
ovjera,0,0,0,0,0,0,0,0,0,1
autentičnost,0,0,0,0,0,0,1,0,0,1
Autor,0,0,0,0,0,0,1,0,0,1
autoritativan,0,0,0,0,0,0,1,0,0,1
vlast,0,0,0,0,0,0,1,0,0,1
ovlaštenje,0,0,0,0,0,0,1,0,0,1
odobriti,0,0,0,0,0,0,0,0,0,1
ovlašteni,0,0,0,0,0,0,1,0,0,0
autorstvo,0,0,0,0,0,0,0,0,0,0
auto,0,0,0,0,0,0,0,0,0,0
autobiografija,0,0,0,0,0,0,0,0,0,0
autokratski,0,0,0,0,0,1,0,0,0,0
autogram,0,0,0,0,0,0,0,0,0,0
automatski,0,0,0,0,0,0,0,0,0,1
automobil,0,0,0,0,0,0,0,0,0,0
autonomija,0,0,0,0,0,0,0,0,0,0
obdukcija,0,0,1,1,0,1,0,1,0,0
jesen,0,0,0,0,0,0,0,0,0,0
pomoćni,0,0,0,0,0,0,0,0,0,0
dobitak,0,0,0,0,0,0,0,0,0,0
lavina,0,0,0,1,0,1,0,1,1,0
škrtost,1,0,1,0,0,1,0,0,0,0
avatar,0,0,0,0,0,0,1,0,0,0
osvetnik,1,0,0,0,0,1,0,0,0,0
avenija,0,0,0,0,0,0,0,0,0,0
prosj,0,0,0,0,0,0,0,0,0,0
prosjek,0,0,0,0,0,0,0,0,0,0
nesklon,1,0,1,1,0,1,0,0,0,0
odbojnost,1,0,1,1,0,1,0,0,0,0
spriječiti,0,0,0,0,0,0,0,0,0,0
volijera,0,0,0,0,0,0,0,0,0,0
zrakoplovstvo,0,0,0,0,0,0,0,0,0,0
pilot,0,0,0,0,0,0,0,0,0,0
lakom,0,0,0,0,0,0,0,0,0,0
avokado,0,0,0,0,0,0,0,0,0,0
Izbjegavajte,0,0,0,1,0,1,0,0,0,0
izbjegavanje,0,0,0,1,0,1,0,0,0,0
izbjegavajući,0,0,0,1,0,0,0,0,0,0
čekati,0,1,0,0,0,0,0,0,0,0
osvijestiti,0,0,0,0,0,0,0,0,0,0
probuditi,0,0,0,0,0,0,0,0,0,0
dodijeliti,0,1,0,0,1,0,1,0,1,1
strahopoštovanje,0,0,0,0,0,0,0,0,0,0
grozno,1,0,1,1,0,1,0,1,0,0
nespretnost,0,0,1,0,0,1,0,0,0,0
nadstrešnica,0,0,0,0,0,0,0,0,0,0
krivo,0,0,0,0,0,1,0,0,0,0
aksijalni,0,0,0,0,0,0,0,0,0,0
aksiom,0,0,0,0,0,0,0,0,0,1
aksiomatski,0,0,0,0,0,0,0,0,0,1
os,0,0,0,0,0,0,0,0,0,0
osovina,0,0,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,1,0,0,0
da,0,0,0,0,0,0,1,0,0,0
azimut,0,0,0,0,0,0,0,0,0,0
plavetnilo,0,0,0,0,0,0,0,0,0,0
brbljati,0,0,0,0,0,1,0,0,0,0
brbljanje,0,0,0,0,0,1,0,0,0,0
babun,0,0,1,0,0,1,0,0,0,0
dijete,0,0,0,0,1,0,1,0,0,0
dadilja,0,0,0,0,0,0,0,0,0,1
bakalaureat,0,0,0,0,0,0,1,0,0,0
baccarat,0,0,0,0,0,0,0,0,0,0
neženja,0,0,0,0,0,0,0,0,0,0
leđa,0,0,0,0,0,0,0,0,0,0
okosnica,1,0,0,0,0,0,1,0,0,1
podupiratelj,0,0,0,0,0,0,0,0,0,1
povratni udarac,0,0,0,0,0,0,0,0,0,0
backgammon,0,0,0,0,0,0,0,0,0,0
pozadina,0,0,0,0,0,0,0,0,0,0
rovokopač,0,0,0,0,0,0,0,0,0,0
putnik s ruksakom,0,0,0,0,0,0,0,0,0,0
vratiti se unazad,0,0,0,0,0,0,0,0,0,0
unazad,0,0,0,0,0,1,0,0,0,0
unazad,0,0,1,0,0,1,0,0,0,0
rukavac,0,0,0,0,0,1,0,1,0,0
bakterije,0,0,1,1,0,1,0,1,0,0
bakterija,0,0,1,1,0,1,0,0,0,0
loše,1,0,1,1,0,1,0,1,0,0
Bedž,0,0,0,0,0,0,0,0,0,1
jazavac,1,0,0,0,0,1,0,0,0,0
Loše,0,0,0,0,0,1,0,1,0,0
zloća,1,0,1,1,0,1,0,0,0,0
zapreka,0,0,0,0,0,0,0,0,0,0
vrećica,0,0,0,0,0,0,0,0,0,0
prtljaga,0,0,0,0,0,0,0,0,0,0
vrećasto,0,0,0,0,0,0,0,0,0,0
gajde,0,0,0,0,0,0,0,0,0,0
jamčevina,0,0,0,0,0,0,0,0,0,0
sudski izvršitelj,0,0,0,1,0,1,0,0,0,1
mamac,0,0,0,1,0,1,0,0,0,1
peći,0,0,0,0,0,0,0,0,0,0
pekara,0,0,0,0,0,0,0,0,0,0
pečenje,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,0,0,0,0,0,0,0
ravnoteža,0,0,0,0,0,0,1,0,0,0
uravnotežena,0,0,0,0,0,0,1,0,0,0
balkon,0,0,0,0,0,0,0,0,0,0
ćelav,0,0,0,0,0,0,0,0,0,0
bala,0,0,0,1,0,1,0,0,0,0
zadržavati,0,0,0,0,0,1,0,0,0,0
lopta,0,0,0,0,0,0,0,0,0,0
balada,0,0,0,0,0,0,1,0,0,0
balast,0,0,0,0,0,0,0,0,0,0
balet,0,0,0,0,0,0,1,0,0,0
balon,0,0,0,0,0,0,0,0,0,0
glasački listić,0,1,0,0,0,0,1,0,0,1
plesna dvorana,0,0,0,0,0,0,0,0,0,0
balzam,0,1,0,0,1,1,1,0,0,0
nježan,0,0,0,0,0,0,0,0,0,0
balsam,0,0,0,0,0,0,1,0,0,0
balzamični,0,0,0,0,0,0,0,0,0,0
zabrana,0,0,0,0,0,1,0,0,0,0
banana,0,0,0,0,0,0,0,0,0,0
bend,0,0,0,0,0,0,0,0,0,0
zavoj,0,0,0,0,0,0,0,0,0,0
bandit,0,0,0,0,0,1,0,0,0,0
bandwagon,0,0,0,0,0,0,0,0,0,0
otrov,1,0,1,1,0,1,0,0,0,0
prasak,1,0,1,1,0,1,0,1,1,0
udarač,1,1,0,1,0,1,0,0,1,0
protjerati,1,0,1,1,0,1,0,1,0,0
protjeran,1,0,0,1,0,1,0,1,0,0
progonstvo,1,0,1,0,0,1,0,1,0,0
bendžo,0,0,0,0,0,0,0,0,0,0
banka,0,0,0,0,0,0,0,0,0,1
bankar,0,0,0,0,0,0,0,0,0,1
bankrotirati,0,0,0,1,0,1,0,1,0,0
stečaj,1,0,1,1,0,1,0,1,0,0
transparent,0,0,0,0,0,0,0,0,0,0
banket,0,1,0,0,1,0,1,0,0,0
banshee,1,0,1,1,0,1,0,1,0,0
podsmijevati,0,0,0,0,0,0,0,0,0,0
krštenje,0,0,0,0,0,0,1,0,0,0
krsni,0,0,0,0,1,0,1,0,0,0
bar,0,0,0,0,0,0,0,0,0,0
bodlja,1,0,0,0,0,1,0,0,0,0
barbarin,0,0,0,1,0,1,0,0,0,0
barbarski,1,0,1,1,0,1,0,0,0,0
barbarstvo,0,0,0,0,0,1,0,0,0,0
roštilj,0,0,0,0,0,0,0,0,0,0
bodljikava,0,0,0,0,0,0,0,0,0,0
bard,0,0,0,0,0,0,1,0,0,0
bez sedla,0,0,0,0,0,0,0,0,0,0
bos,0,0,0,0,0,0,0,0,0,0
jedva,0,0,0,0,0,0,0,0,0,0
barf,0,0,1,0,0,0,0,0,0,0
cjenkati se,0,0,0,0,0,0,1,0,0,1
dereglija,0,0,0,0,0,0,0,0,0,0
bariton,0,0,0,0,0,0,0,0,0,0
kora,1,0,0,0,0,1,0,0,0,0
staja,0,0,0,0,0,0,0,0,0,0
Barney,0,0,0,0,0,0,0,0,0,0
barometar,0,0,0,0,0,0,0,0,0,0
barun,0,0,0,0,0,0,0,0,0,0
barokni,0,0,0,0,0,0,0,0,0,0
baraka,0,0,0,0,0,0,0,0,0,0
zabranjeno,0,0,0,0,0,1,0,0,0,0
barel,0,0,0,0,0,0,0,0,0,0
neplodan,0,0,0,0,0,1,0,1,0,0
barikada,0,0,0,1,0,1,0,0,0,0
prepreka,1,0,0,0,0,1,0,0,0,0
zabrana,0,0,0,0,0,0,0,0,0,0
odvjetnik,0,0,0,0,0,0,0,0,0,0
barrow,0,0,1,0,0,0,0,0,0,0
barmen,0,0,0,0,0,0,0,0,0,1
razmjena,0,0,0,0,0,0,0,0,0,1
baza,0,0,0,0,0,0,0,0,0,1
bejzbol,0,0,0,0,0,0,0,0,0,0
postolje,0,0,0,0,0,0,0,0,0,0
bez osnove,0,0,0,0,0,1,0,0,0,0
podrum,0,0,0,0,0,0,0,0,0,0
bazilika,0,0,0,0,0,0,0,0,0,0
umivaonik,0,0,0,0,0,0,0,0,0,0
osnova,0,0,0,0,0,0,0,0,0,0
uživati,0,0,0,0,0,0,0,0,0,0
košara,0,0,0,0,0,0,0,0,0,0
košarka,0,1,0,0,1,0,1,0,0,0
bas,0,0,0,0,0,0,0,0,0,0
baso,0,0,0,0,0,0,0,0,0,0
fagot,0,0,0,0,0,0,0,0,0,0
kopile,0,0,1,0,0,1,0,1,0,0
bastion,1,0,0,0,0,0,1,0,0,0
šišmiš,0,0,0,0,0,0,0,0,0,0
serija,0,0,0,0,0,0,0,0,0,0
doziranje,0,0,0,0,0,0,0,0,0,0
bate,0,0,0,0,0,0,0,0,0,0
kupka,0,0,0,0,0,0,1,0,0,0
kupati se,0,0,0,0,0,0,0,0,0,0
kupaonica,0,0,0,0,0,0,0,0,0,0
batimetrija,0,0,0,0,0,0,0,0,0,0
palica,0,0,0,0,0,0,0,0,0,0
bojne,1,0,0,0,0,0,0,0,0,0
tijesto,1,0,0,1,0,1,0,0,0,0
pohaban,0,0,0,1,0,1,0,1,0,0
baterija,1,0,0,0,0,1,0,0,0,0
bitka,1,0,0,0,0,1,0,0,0,0
borio se,1,0,0,1,0,1,0,1,0,0
