Danish Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
myre,0,0,0,0,0,0,0,0,0,0
antagonisme,1,0,0,0,0,1,0,0,0,0
modstander,1,0,0,0,0,1,0,0,0,0
antagonistisk,1,0,1,0,0,1,0,0,0,0
ante,0,0,0,0,0,0,0,0,0,0
forudgående,0,0,0,0,0,0,0,0,0,0
antilope,0,0,0,0,0,0,0,0,0,0
antenne,0,0,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,0,0,0,0
hymne,0,0,0,0,0,0,0,0,0,0
antologi,0,0,0,0,0,0,0,0,0,0
miltbrand,0,0,1,1,0,1,0,1,0,0
antropologi,0,0,0,0,0,0,0,0,0,0
antibiotikum,0,0,0,0,0,0,0,0,0,0
antibiotika,0,0,0,0,0,0,1,0,0,0
antikrist,1,0,1,1,0,1,0,0,0,0
forventning,0,1,0,0,0,0,0,0,0,0
foregribende,0,1,0,0,0,0,0,0,0,0
modgift,0,1,0,0,0,0,1,0,0,1
svampedræbende,0,0,0,0,0,0,1,0,0,1
antimon,0,0,0,0,0,0,0,0,0,0
antipati,1,0,1,0,0,1,0,0,0,0
antikvarisk,0,0,0,0,0,0,0,0,0,0
forældet,0,0,0,0,0,1,0,0,0,0
antik,0,0,0,0,0,0,1,0,0,0
antikken,0,0,0,0,0,0,0,0,0,0
antiseptisk,0,0,0,0,0,0,1,0,0,1
asocial,1,0,1,1,0,1,0,1,0,0
antitese,1,0,0,0,0,1,0,0,0,0
antitetisk,0,0,0,0,0,0,0,0,0,0
antiviral,0,0,0,0,0,0,0,0,0,0
gevir,0,0,0,0,0,0,0,0,0,0
ambolt,0,0,0,0,0,0,0,0,0,0
angst,1,1,0,1,0,1,0,1,0,0
ængstelig,0,1,0,1,0,1,0,0,0,0
aorta,0,0,0,0,0,0,0,0,0,0
hurtigt,0,0,0,0,0,0,0,0,0,0
apache,0,0,0,1,0,1,0,0,0,0
lejlighed,0,0,0,0,0,0,0,0,0,0
apatisk,0,0,0,0,0,1,0,1,0,0
apati,0,0,0,0,0,1,0,1,0,0
abe,0,0,0,0,0,0,0,0,0,0
blænde,0,0,0,0,0,0,0,0,0,0
spids,0,0,0,0,0,0,0,0,0,0
bladlus,0,0,1,0,0,1,0,0,0,0
et stykke,0,0,0,0,0,0,0,0,0,0
aplomb,0,0,0,0,0,0,1,0,0,0
apokalyptisk,0,0,0,0,0,0,0,0,0,0
undskyldende,0,0,0,0,0,0,1,0,0,1
undskyldning,0,0,0,0,0,0,0,0,0,0
undskylde,0,0,0,0,0,0,1,1,0,1
apologi,0,0,0,0,0,0,1,0,0,0
frafald,0,0,0,0,0,0,0,0,0,0
frafalden,0,0,0,0,0,0,0,0,0,0
apostel,0,0,0,0,0,0,1,0,0,1
apostolisk,0,0,0,0,0,0,0,0,0,1
apostrof,0,0,0,0,0,0,0,0,0,0
rystende,0,0,1,1,0,1,0,0,0,0
apparat,0,0,0,0,0,0,0,0,0,0
beklædning,0,0,0,0,0,0,0,0,0,0
tilsyneladende,0,0,0,0,0,0,0,0,0,0
tilsynekomst,0,0,0,1,0,0,0,0,1,0
appel,0,1,0,0,0,0,0,0,0,0
udseende,0,0,0,0,0,0,0,0,0,0
berolige,0,0,0,0,0,0,0,0,0,0
appellant,0,0,0,0,0,0,0,0,0,0
Tilføj,0,0,0,0,0,0,0,0,0,0
vedhæng,0,0,0,0,0,0,0,0,0,0
blindtarmsbetændelse,0,0,0,1,0,1,0,1,0,0
bilag,0,0,0,0,0,0,0,0,0,0
appetit,0,0,0,0,0,0,0,0,0,0
forret,0,0,0,0,0,0,0,0,0,0
bifald,0,0,0,0,1,0,1,0,1,1
æble,0,0,0,0,0,0,0,0,0,0
apparat,0,0,0,0,0,0,0,0,0,0
hårde hvidevarer,0,0,0,0,0,0,0,0,0,0
anvendelighed,0,0,0,0,0,0,0,0,0,0
gældende,0,0,0,0,0,0,0,0,0,0
ansøger,0,1,0,0,0,0,0,0,0,0
Ansøgning,0,0,0,0,0,0,0,0,0,0
ansøge,0,0,0,0,0,0,0,0,0,0
udnævne,0,0,0,0,0,0,0,0,0,0
aftale,0,0,0,0,0,0,0,0,0,0
aftaler,0,0,0,0,0,0,0,0,0,0
fordeling,0,0,0,0,0,0,0,0,0,0
fordeling,0,0,0,0,0,0,0,0,0,0
vurdere,0,0,0,0,0,0,0,0,0,0
mærkbar,0,0,0,0,0,0,0,0,0,0
påskønnelse,0,0,0,0,1,0,1,0,0,1
pågribe,0,0,0,1,0,0,0,0,0,0
ængstelse,0,0,0,1,0,1,0,0,0,0
betænkelig,0,1,0,1,0,1,0,0,0,0
lærling,0,0,0,0,0,0,0,0,0,1
læreplads,0,0,0,0,0,0,0,0,0,0
nærme sig,0,0,0,0,0,0,0,0,0,0
nærmer sig,0,1,0,0,0,0,0,0,0,0
godkendelse,0,0,0,0,0,0,1,0,0,1
bevilling,0,0,0,0,0,1,0,0,0,0
godkendelse,0,0,0,0,0,0,1,0,0,0
godkende,0,0,0,0,1,0,1,0,0,1
godkender,0,0,0,0,0,0,1,0,0,0
omtrentlig,0,0,0,0,0,0,0,0,0,0
rundt regnet,0,0,0,0,0,0,0,0,0,0
tilnærmelsesvis,0,0,0,0,0,0,0,0,0,0
tilnærmelse,0,0,0,0,0,0,0,0,0,0
tilbehør,0,0,0,0,0,0,0,0,0,0
forklæde,0,0,0,0,0,0,0,0,0,0
passende,0,0,0,0,0,0,1,0,0,0
evne,0,0,0,0,0,0,1,0,0,0
aqua,0,0,0,0,0,0,0,0,0,0
akvamarin,0,0,0,0,0,0,0,0,0,0
akvarium,0,0,0,0,0,0,0,0,0,0
akvatisk,0,0,0,0,0,0,0,0,0,0
akvædukt,0,0,0,0,0,0,0,0,0,0
vandig,0,0,0,0,0,0,0,0,0,0
agerbrug,0,0,0,0,0,0,0,0,0,0
dommer,0,0,0,0,0,0,0,0,0,1
voldgift,0,0,0,0,0,0,0,0,0,0
voldgift,0,1,0,0,0,0,0,0,0,0
voldgiftsmand,0,0,0,0,0,0,0,0,0,1
lysthus,0,0,0,0,0,0,0,0,0,0
bue,0,0,0,0,0,0,0,0,0,0
arkade,0,0,0,0,0,0,0,0,0,0
bue,0,0,0,0,0,0,0,0,0,0
arkæologiske,0,0,0,0,0,0,0,0,0,0
arkæolog,0,0,0,0,0,0,0,0,0,0
arkæologi,0,1,0,0,0,0,1,0,0,0
gammeldags,0,0,0,0,0,1,0,0,0,0
ærkebiskop,0,0,0,0,0,0,0,0,0,0
buet,0,0,0,0,0,0,0,0,0,0
bueskytte,0,0,0,0,0,0,0,0,0,0
bueskydning,0,0,0,0,0,0,0,0,0,0
arketype,0,0,0,0,0,0,0,0,0,0
øhav,0,0,0,0,0,0,0,0,0,0
arkitekt,0,0,0,0,0,0,0,0,0,0
arkitektur,0,0,0,0,0,0,0,0,0,1
arkiv,0,0,0,0,0,0,0,0,0,0
arktiske,0,0,0,0,0,0,0,0,0,0
brændende,0,1,0,0,1,0,1,0,0,0
iver,0,0,0,0,0,0,1,0,0,0
besværligt,0,0,0,0,0,1,0,0,0,0
areal,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,0,0,0,0
areola,0,0,0,0,0,0,0,0,0,0
argent,0,0,0,0,0,0,0,0,0,0
argumentere,1,0,0,0,0,1,0,0,0,0
argument,1,0,0,0,0,1,0,0,0,0
argumentation,1,0,0,0,0,0,0,0,0,0
argumenterende,0,0,0,0,0,1,0,0,0,0
argumenter,1,0,0,0,0,0,0,0,0,0
tørt,0,0,0,0,0,1,0,1,0,0
aristokrati,0,0,0,0,0,0,1,0,0,0
aristokrat,0,0,0,0,0,0,0,0,0,0
aristokratisk,0,0,0,0,0,0,1,0,0,0
aritmetik,0,0,0,0,0,0,0,0,0,0
ark,0,0,0,0,0,0,0,0,0,0
arm,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,0,0,0
bevæbning,1,0,0,1,0,0,0,0,0,0
våben,0,0,0,1,0,1,0,0,0,0
anker,0,0,0,0,0,0,0,0,0,0
bevæbnet,1,0,0,1,0,1,1,0,0,0
rustning,0,0,0,1,0,0,1,0,0,1
pansrede,0,0,0,1,0,0,0,0,0,0
våbenkammer,0,0,0,0,0,0,0,0,0,1
arme,0,0,0,0,0,0,0,0,0,0
hær,0,0,0,0,0,0,0,0,0,0
aroma,0,0,0,0,0,0,1,0,0,0
ophidselse,0,0,0,0,0,0,0,0,0,0
vække,0,1,0,0,0,0,1,0,0,0
anklage,1,0,0,1,0,1,0,1,0,0
arrangere,0,0,0,0,0,0,0,0,0,0
arrangeret,0,0,0,0,0,0,0,0,0,0
arrangement,0,0,0,0,0,0,0,0,0,0
array,0,0,0,0,0,0,1,0,0,0
restance,0,0,0,0,0,1,0,0,0,0
anholdelse,0,0,0,0,0,1,0,0,0,0
ankomst,0,1,0,0,0,0,0,0,0,0
ankomme,0,1,0,0,0,0,0,0,0,0
arrogance,0,0,0,0,0,1,0,0,0,0
arrogant,1,0,1,0,0,1,0,0,0,0
pil,0,0,0,0,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,0
arsenik,0,0,1,1,0,1,0,1,0,0
brandstiftelse,1,0,0,1,0,1,0,0,0,0
kunst,0,1,0,0,1,0,1,1,1,0
pulsåre,0,0,0,0,0,0,0,0,0,0
kunstfærdig,0,0,0,0,0,0,0,0,0,0
leddyr,0,0,0,0,0,0,0,0,0,0
artiskok,0,0,0,0,0,0,0,0,0,0
artikel,0,0,0,0,0,0,0,0,0,0
artikler,0,0,0,0,0,0,0,0,0,0
artikulere,0,0,0,0,0,0,1,0,0,0
artikulation,0,0,0,0,0,0,1,0,0,0
kunstgreb,0,0,0,0,0,0,0,0,0,0
artilleri,0,0,0,1,0,1,0,0,0,0
håndværker,0,0,0,0,0,0,1,0,0,0
kunstner,0,0,0,0,0,0,0,0,0,0
kunstnere,0,0,0,0,0,0,1,0,0,0
kunstneriske,0,0,0,0,0,0,1,0,0,0
kunstnere,0,0,0,0,0,0,0,0,0,0
bestige,0,0,0,0,0,0,0,0,0,0
opgang,0,0,0,0,0,0,1,0,0,0
himmelfart,0,0,0,0,0,0,0,0,0,0
opstigning,0,0,0,0,0,0,1,0,0,0
fastslå,0,0,0,0,0,0,0,0,0,0
konstateret,0,0,0,0,0,0,0,0,0,0
asketisk,0,0,0,0,0,0,0,0,0,0
aske,0,0,0,0,0,1,0,0,0,0
skamme sig,0,0,1,0,0,1,0,1,0,0
aske,0,0,0,0,0,1,0,1,0,0
i søvn,0,0,0,0,0,0,0,0,0,0
asp,0,0,0,1,0,0,0,0,0,0
aspartam,0,0,0,0,0,0,0,0,0,0
aspekt,0,0,0,0,0,0,0,0,0,0
aspekter,0,0,0,0,0,0,0,0,0,0
asfalt,0,0,0,0,0,0,0,0,0,0
forhåbning,0,1,0,0,1,0,1,0,1,1
stræbe,0,1,0,0,1,0,1,0,0,0
aspirerende,0,1,0,0,1,0,1,0,0,1
røv,0,0,0,0,0,1,0,0,0,0
angribe,1,0,0,1,0,1,0,0,1,0
overfaldsmand,1,0,0,1,0,1,0,1,0,0
snigmorder,1,0,0,1,0,1,0,1,0,0
myrde,1,0,0,1,0,1,0,0,0,0
snigmord,1,0,0,1,0,1,0,1,0,0
angreb,1,0,0,1,0,1,0,0,0,0
assay,0,0,0,0,0,0,0,0,0,0
samling,0,0,0,0,0,0,0,0,0,0
samle,0,0,0,0,0,0,0,0,0,0
samlet,0,0,0,0,0,0,0,0,0,0
montage,0,0,0,0,0,0,1,0,0,1
samtykke,0,0,0,0,0,0,1,0,0,0
hævde,0,0,0,0,0,0,0,0,0,0
hævde,0,0,0,0,0,0,1,0,0,1
påstand,0,0,0,0,0,0,0,0,0,0
vurdere,0,0,0,0,0,0,0,0,0,0
vurdering,0,0,0,0,0,0,0,0,1,1
assessor,0,0,0,0,0,0,0,0,0,1
aktiver,0,0,0,0,0,0,1,0,0,0
røvhul,1,0,1,0,0,1,0,0,0,0
tildele,0,0,0,0,0,0,0,0,0,0
overdraget,0,0,0,0,0,0,0,0,0,1
opgave,0,0,0,0,0,0,0,0,0,0
assimilere,0,0,0,0,0,0,0,0,0,0
assimilering,0,0,0,0,0,0,0,0,0,0
hjælpe,0,0,0,0,0,0,1,0,0,1
hjælp,0,0,0,0,0,0,1,0,0,0
assistent,0,0,0,0,0,0,0,0,0,0
associeret,0,0,0,0,0,0,1,0,0,1
forening,0,0,0,0,0,0,0,0,0,1
assorteret,0,0,0,0,0,0,0,0,0,0
udvalg,0,0,0,0,0,0,0,0,0,0
dæmpe,0,0,0,0,0,0,1,0,0,0
antaget,0,0,0,0,0,0,0,0,0,0
antager,0,0,0,0,0,0,0,0,0,0
antagelse,0,0,0,0,0,0,0,0,0,0
forsikring,0,0,0,0,0,0,1,0,0,1
forsikre,0,0,0,0,0,0,0,0,0,1
sikret,0,0,0,0,0,0,1,0,0,1
helt sikkert,0,0,0,0,0,0,0,0,0,1
stjerne,0,0,0,0,0,0,0,0,0,0
asteroider,0,0,0,0,0,0,0,0,0,0
astigmatisme,0,0,0,0,0,0,0,0,0,0
forbavsende,0,0,0,0,0,0,1,0,1,0
forbavselse,0,0,0,0,1,0,1,0,1,0
astral,0,0,0,0,0,0,0,0,0,0
på afveje,0,0,0,1,0,1,0,0,0,0
astringerende,0,0,0,0,0,1,0,0,0,0
astrolog,0,1,0,0,0,0,1,0,0,0
astrologi,0,0,0,0,0,0,0,0,0,0
astronaut,0,0,0,0,0,0,1,0,0,0
astronom,0,1,0,0,0,0,1,0,0,0
astronomi,0,0,0,0,0,0,0,0,0,0
kloge,0,0,0,0,0,0,1,0,0,0
skilles ad,0,0,0,0,0,0,0,0,0,0
asyl,0,0,0,1,0,1,0,0,0,0
asymmetrisk,0,0,0,0,0,0,0,0,0,0
asymmetri,0,0,1,0,0,0,0,0,0,0
asymptotisk,0,0,0,0,0,0,0,0,0,0
atelier,0,0,0,0,0,0,0,0,0,0
ateisme,0,0,0,0,0,1,0,0,0,0
ateistisk,0,0,0,0,0,0,0,0,0,0
åreforkalkning,0,0,0,1,0,1,0,1,0,0
atlet,0,0,0,0,0,0,1,0,0,0
atletisk,0,0,0,0,0,0,1,0,0,0
atletik,0,0,0,0,0,0,0,0,0,0
atletik,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0
stemning,0,0,0,0,0,0,0,0,0,0
atmosfærisk,0,0,0,0,0,0,0,0,0,0
atol,0,0,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,0,1,0,0,0
atomar,0,0,0,0,0,0,0,0,0,0
sone,0,1,0,0,1,0,1,0,0,1
forsoning,0,0,0,0,0,0,1,0,0,0
atrium,0,0,0,0,0,0,0,0,0,0
grusom,1,0,1,0,0,1,0,0,0,0
grusomhed,1,0,1,1,0,1,0,1,0,0
atrofi,0,0,1,1,0,1,0,1,0,0
vedhæfte,0,0,0,0,0,0,0,0,0,0
vedhæftet fil,0,0,0,0,0,0,1,0,0,0
angreb,1,0,0,1,0,1,0,0,0,0
angribende,1,0,1,1,0,1,0,1,1,0
opnå,0,0,0,0,0,0,0,0,0,0
opnåelige,0,1,0,0,0,0,1,0,0,0
opnåelse,0,0,0,0,0,0,1,0,0,0
forsøg,0,1,0,0,0,0,0,0,0,0
tilstedeværelse,0,1,0,0,0,0,0,0,0,0
ledsager,0,0,0,0,0,0,1,0,0,1
opmærksomhed,0,0,0,0,0,0,1,0,0,0
opmærksom,0,0,0,0,0,0,1,0,0,1
dæmpe,0,0,0,0,0,0,0,0,0,0
svækket,0,0,0,0,0,1,0,0,0,0
dæmpning,0,0,0,0,0,1,0,1,0,0
bevidne,0,0,0,0,0,0,1,0,0,1
attestation,0,0,0,0,0,0,0,0,0,1
loft,0,0,0,0,0,0,0,0,0,0
påklædning,0,0,0,0,0,0,0,0,0,0
holdning,0,0,0,0,0,0,0,0,0,0
advokat,1,0,0,1,0,0,1,0,0,1
attraktion,0,0,0,0,0,0,1,0,0,0
tiltrækningskraft,0,0,0,0,0,0,1,0,0,0
henføres,0,0,0,0,0,0,0,0,0,0
attribut,0,0,0,0,0,0,0,0,0,0
tilskrivning,0,0,0,0,0,0,0,0,0,0
nedslidning,0,0,0,0,0,0,0,0,0,0
auburn,0,0,0,0,0,0,0,0,0,0
auktion,0,1,0,0,0,0,0,0,0,0
auktionsholder,0,0,0,0,0,0,0,0,0,0
dristig,0,0,0,0,0,0,0,0,0,0
frækhed,0,0,0,0,0,1,0,0,0,0
hørbar,0,0,0,0,0,0,0,0,0,0
publikum,0,1,0,0,0,0,0,0,0,0
revidere,0,0,0,0,0,0,0,0,0,0
audition,0,0,0,0,0,0,0,0,0,0
revisor,0,0,0,1,0,0,0,0,0,1
auditorium,0,0,0,0,0,0,0,0,0,0
auditiv,0,0,0,0,0,0,0,0,0,0
noget,0,0,0,0,0,0,0,0,0,0
forøge,0,0,0,0,0,0,1,0,0,0
forøgelse,0,0,0,0,0,0,0,0,0,0
august,0,0,0,0,0,0,1,0,0,0
tante,0,0,0,0,0,0,1,0,0,1
aura,0,0,0,0,0,0,1,0,0,0
nordlys,0,0,0,0,0,0,0,0,0,0
regi,0,0,0,0,0,0,0,0,0,0
lovende,0,1,0,0,1,0,1,0,0,0
stringent,0,0,0,1,0,1,0,1,0,0
stramninger,0,0,0,0,0,1,0,0,0,0
autentisk,0,0,0,0,1,0,1,0,0,1
autentificere,0,0,0,0,0,0,0,0,0,1
Godkendelse,0,0,0,0,0,0,0,0,0,1
autenticitet,0,0,0,0,0,0,1,0,0,1
forfatter,0,0,0,0,0,0,1,0,0,1
autoritative,0,0,0,0,0,0,1,0,0,1
myndighed,0,0,0,0,0,0,1,0,0,1
bemyndigelse,0,0,0,0,0,0,1,0,0,1
bemyndige,0,0,0,0,0,0,0,0,0,1
autoriseret,0,0,0,0,0,0,1,0,0,0
forfatterskab,0,0,0,0,0,0,0,0,0,0
auto,0,0,0,0,0,0,0,0,0,0
selvbiografi,0,0,0,0,0,0,0,0,0,0
autokratisk,0,0,0,0,0,1,0,0,0,0
autograf,0,0,0,0,0,0,0,0,0,0
automatisk,0,0,0,0,0,0,0,0,0,1
automobil,0,0,0,0,0,0,0,0,0,0
autonomi,0,0,0,0,0,0,0,0,0,0
obduktion,0,0,1,1,0,1,0,1,0,0
efterår,0,0,0,0,0,0,0,0,0,0
hjælpe,0,0,0,0,0,0,0,0,0,0
nytte,0,0,0,0,0,0,0,0,0,0
lavine,0,0,0,1,0,1,0,1,1,0
griskhed,1,0,1,0,0,1,0,0,0,0
avatar,0,0,0,0,0,0,1,0,0,0
hævner,1,0,0,0,0,1,0,0,0,0
allé,0,0,0,0,0,0,0,0,0,0
aver,0,0,0,0,0,0,0,0,0,0
gennemsnit,0,0,0,0,0,0,0,0,0,0
modvillig,1,0,1,1,0,1,0,0,0,0
aversion,1,0,1,1,0,1,0,0,0,0
afværge,0,0,0,0,0,0,0,0,0,0
voliere,0,0,0,0,0,0,0,0,0,0
luftfart,0,0,0,0,0,0,0,0,0,0
flyver,0,0,0,0,0,0,0,0,0,0
ivrig,0,0,0,0,0,0,0,0,0,0
avocado,0,0,0,0,0,0,0,0,0,0
undgå,0,0,0,1,0,1,0,0,0,0
undgåelse,0,0,0,1,0,1,0,0,0,0
undgå,0,0,0,1,0,0,0,0,0,0
vente,0,1,0,0,0,0,0,0,0,0
vågen,0,0,0,0,0,0,0,0,0,0
vække,0,0,0,0,0,0,0,0,0,0
pris,0,1,0,0,1,0,1,0,1,1
ærefrygt,0,0,0,0,0,0,0,0,0,0
forfærdelig,1,0,1,1,0,1,0,1,0,0
kejtethed,0,0,1,0,0,1,0,0,0,0
markise,0,0,0,0,0,0,0,0,0,0
skævt,0,0,0,0,0,1,0,0,0,0
aksial,0,0,0,0,0,0,0,0,0,0
aksiom,0,0,0,0,0,0,0,0,0,1
aksiomatisk,0,0,0,0,0,0,0,0,0,1
akse,0,0,0,0,0,0,0,0,0,0
aksel,0,0,0,0,0,0,0,0,0,0
ay,0,0,0,0,0,0,1,0,0,0
ja,0,0,0,0,0,0,1,0,0,0
azimuth,0,0,0,0,0,0,0,0,0,0
azurblå,0,0,0,0,0,0,0,0,0,0
pludre,0,0,0,0,0,1,0,0,0,0
pludre,0,0,0,0,0,1,0,0,0,0
bavian,0,0,1,0,0,1,0,0,0,0
baby,0,0,0,0,1,0,1,0,0,0
barnepige,0,0,0,0,0,0,0,0,0,1
studentereksamen,0,0,0,0,0,0,1,0,0,0
baccarat,0,0,0,0,0,0,0,0,0,0
ungkarl,0,0,0,0,0,0,0,0,0,0
tilbage,0,0,0,0,0,0,0,0,0,0
rygrad,1,0,0,0,0,0,1,0,0,1
bagmand,0,0,0,0,0,0,0,0,0,1
give bagslag,0,0,0,0,0,0,0,0,0,0
backgammon,0,0,0,0,0,0,0,0,0,0
baggrund,0,0,0,0,0,0,0,0,0,0
rendegraver,0,0,0,0,0,0,0,0,0,0
rygsækrejsende,0,0,0,0,0,0,0,0,0,0
tilbage,0,0,0,0,0,0,0,0,0,0
baglæns,0,0,0,0,0,1,0,0,0,0
tilbage,0,0,1,0,0,1,0,0,0,0
dødvande,0,0,0,0,0,1,0,1,0,0
bakterie,0,0,1,1,0,1,0,1,0,0
bakterie,0,0,1,1,0,1,0,0,0,0
dårligt,1,0,1,1,0,1,0,1,0,0
badge,0,0,0,0,0,0,0,0,0,1
grævling,1,0,0,0,0,1,0,0,0,0
dårligt,0,0,0,0,0,1,0,1,0,0
ondskab,1,0,1,1,0,1,0,0,0,0
forbløffe,0,0,0,0,0,0,0,0,0,0
taske,0,0,0,0,0,0,0,0,0,0
bagage,0,0,0,0,0,0,0,0,0,0
poset,0,0,0,0,0,0,0,0,0,0
sækkepiber,0,0,0,0,0,0,0,0,0,0
kaution,0,0,0,0,0,0,0,0,0,0
foged,0,0,0,1,0,1,0,0,0,1
lokkemad,0,0,0,1,0,1,0,0,0,1
bage,0,0,0,0,0,0,0,0,0,0
bageri,0,0,0,0,0,0,0,0,0,0
bagning,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,0,0,0,0,0,0,0
balance,0,0,0,0,0,0,1,0,0,0
afbalanceret,0,0,0,0,0,0,1,0,0,0
altan,0,0,0,0,0,0,0,0,0,0
skaldet,0,0,0,0,0,0,0,0,0,0
balle,0,0,0,1,0,1,0,0,0,0
balk,0,0,0,0,0,1,0,0,0,0
bold,0,0,0,0,0,0,0,0,0,0
ballade,0,0,0,0,0,0,1,0,0,0
ballast,0,0,0,0,0,0,0,0,0,0
ballet,0,0,0,0,0,0,1,0,0,0
ballon,0,0,0,0,0,0,0,0,0,0
afstemning,0,1,0,0,0,0,1,0,0,1
balsal,0,0,0,0,0,0,0,0,0,0
balsam,0,1,0,0,1,1,1,0,0,0
balsam,0,0,0,0,0,0,0,0,0,0
balsam,0,0,0,0,0,0,1,0,0,0
balsamico,0,0,0,0,0,0,0,0,0,0
forbyde,0,0,0,0,0,1,0,0,0,0
banan,0,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,0,0,0,0,0
bandage,0,0,0,0,0,0,0,0,0,0
bandit,0,0,0,0,0,1,0,0,0,0
vogn,0,0,0,0,0,0,0,0,0,0
bane,1,0,1,1,0,1,0,0,0,0
knald,1,0,1,1,0,1,0,1,1,0
banger,1,1,0,1,0,1,0,0,1,0
forjage,1,0,1,1,0,1,0,1,0,0
forvist,1,0,0,1,0,1,0,1,0,0
forvisning,1,0,1,0,0,1,0,1,0,0
banjo,0,0,0,0,0,0,0,0,0,0
bank,0,0,0,0,0,0,0,0,0,1
bankmand,0,0,0,0,0,0,0,0,0,1
bankerot,0,0,0,1,0,1,0,1,0,0
konkurs,1,0,1,1,0,1,0,1,0,0
banner,0,0,0,0,0,0,0,0,0,0
banket,0,1,0,0,1,0,1,0,0,0
banshee,1,0,1,1,0,1,0,1,0,0
drillerier,0,0,0,0,0,0,0,0,0,0
dåb,0,0,0,0,0,0,1,0,0,0
dåb,0,0,0,0,1,0,1,0,0,0
bar,0,0,0,0,0,0,0,0,0,0
modhage,1,0,0,0,0,1,0,0,0,0
barbar,0,0,0,1,0,1,0,0,0,0
barbarisk,1,0,1,1,0,1,0,0,0,0
barbari,0,0,0,0,0,1,0,0,0,0
grill,0,0,0,0,0,0,0,0,0,0
med modhager,0,0,0,0,0,0,0,0,0,0
bard,0,0,0,0,0,0,1,0,0,0
bareback,0,0,0,0,0,0,0,0,0,0
barfodet,0,0,0,0,0,0,0,0,0,0
knap,0,0,0,0,0,0,0,0,0,0
opkast,0,0,1,0,0,0,0,0,0,0
forhandle,0,0,0,0,0,0,1,0,0,1
pram,0,0,0,0,0,0,0,0,0,0
baryton,0,0,0,0,0,0,0,0,0,0
bark,1,0,0,0,0,1,0,0,0,0
lade,0,0,0,0,0,0,0,0,0,0
barney,0,0,0,0,0,0,0,0,0,0
barometer,0,0,0,0,0,0,0,0,0,0
baron,0,0,0,0,0,0,0,0,0,0
barok,0,0,0,0,0,0,0,0,0,0
barak,0,0,0,0,0,0,0,0,0,0
spærret,0,0,0,0,0,1,0,0,0,0
tønde,0,0,0,0,0,0,0,0,0,0
ufrugtbar,0,0,0,0,0,1,0,1,0,0
barrikade,0,0,0,1,0,1,0,0,0,0
barriere,1,0,0,0,0,1,0,0,0,0
spærring,0,0,0,0,0,0,0,0,0,0
advokat,0,0,0,0,0,0,0,0,0,0
gravbør,0,0,1,0,0,0,0,0,0,0
bartender,0,0,0,0,0,0,0,0,0,1
byttehandel,0,0,0,0,0,0,0,0,0,1
grundlag,0,0,0,0,0,0,0,0,0,1
baseball,0,0,0,0,0,0,0,0,0,0
fodliste,0,0,0,0,0,0,0,0,0,0
grundløs,0,0,0,0,0,1,0,0,0,0
kælder,0,0,0,0,0,0,0,0,0,0
basilika,0,0,0,0,0,0,0,0,0,0
bassin,0,0,0,0,0,0,0,0,0,0
basis,0,0,0,0,0,0,0,0,0,0
bask,0,0,0,0,0,0,0,0,0,0
kurv,0,0,0,0,0,0,0,0,0,0
basketball,0,1,0,0,1,0,1,0,0,0
bas,0,0,0,0,0,0,0,0,0,0
basso,0,0,0,0,0,0,0,0,0,0
fagot,0,0,0,0,0,0,0,0,0,0
bastard,0,0,1,0,0,1,0,1,0,0
bastion,1,0,0,0,0,0,1,0,0,0
flagermus,0,0,0,0,0,0,0,0,0,0
parti,0,0,0,0,0,0,0,0,0,0
batchning,0,0,0,0,0,0,0,0,0,0
bate,0,0,0,0,0,0,0,0,0,0
bad,0,0,0,0,0,0,1,0,0,0
bade,0,0,0,0,0,0,0,0,0,0
badeværelse,0,0,0,0,0,0,0,0,0,0
batymetri,0,0,0,0,0,0,0,0,0,0
stafetten,0,0,0,0,0,0,0,0,0,0
bataljon,1,0,0,0,0,0,0,0,0,0
dej,1,0,0,1,0,1,0,0,0,0
voldsramte,0,0,0,1,0,1,0,1,0,0
batteri,1,0,0,0,0,1,0,0,0,0
kamp,1,0,0,0,0,1,0,0,0,0
kæmpede,1,0,0,1,0,1,0,1,0,0
slagmark,0,0,0,1,0,1,0,0,0,0
skørt,0,0,0,0,0,1,0,0,0,0
Bugt,0,0,0,0,0,0,0,0,0,0
bajonet,1,0,0,1,0,1,0,0,0,0
bayou,0,0,0,0,0,0,0,0,0,0
basar,0,0,0,0,0,0,0,0,0,0
strand,0,0,0,0,1,0,0,0,0,0
ledestjerne,0,0,0,0,0,0,0,0,0,0
perle,0,0,0,0,0,0,0,0,0,0
beading,0,0,0,0,0,0,0,0,0,0
perler,0,0,0,0,0,0,0,0,0,0
beagle,0,0,0,0,0,0,0,0,0,0
næb,0,0,0,0,0,0,0,0,0,0
bægerglas,0,0,0,0,0,0,0,0,0,0
