Belarusian Word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
анігіляцыя,1,0,0,1,0,1,0,1,0,0
анатаваць,0,0,0,0,0,0,0,0,0,0
анатацыя,0,0,0,0,0,0,0,0,0,0
абвясціць,0,0,0,0,0,0,0,0,0,0
аб'ява,0,1,0,0,0,0,0,0,0,0
раздражняць,1,0,1,0,0,1,0,0,0,0
раздражненне,1,0,1,0,0,1,0,0,0,0
раздражняе,1,0,0,0,0,1,0,0,0,0
ануітэт,0,0,0,0,0,0,0,0,0,0
ануляваць,0,0,0,0,0,1,0,0,0,0
кальцавой,0,0,0,0,0,0,0,0,0,0
ануляванне,0,0,0,0,0,1,0,1,0,0
кальцавое прастору,0,0,0,0,0,0,0,0,0,0
памазанне,0,0,0,0,0,0,0,0,0,0
анамальны,0,0,0,0,0,0,0,0,0,0
анамалія,0,0,0,1,0,1,0,0,1,0
ананімна,0,0,0,0,0,0,0,0,0,0
ананімны,0,0,0,0,0,1,0,0,0,0
адказаць,0,0,0,0,0,0,0,0,0,0
адказнасць,0,0,0,0,0,0,0,0,0,1
адказваючы,0,0,0,0,0,0,0,0,0,0
мурашка,0,0,0,0,0,0,0,0,0,0
антаганізм,1,0,0,0,0,1,0,0,0,0
антаганіст,1,0,0,0,0,1,0,0,0,0
антаганістычны,1,0,1,0,0,1,0,0,0,0
антэ,0,0,0,0,0,0,0,0,0,0
папярэднік,0,0,0,0,0,0,0,0,0,0
антылопа,0,0,0,0,0,0,0,0,0,0
антэна,0,0,0,0,0,0,0,0,0,0
пярэдні,0,0,0,0,0,0,0,0,0,0
гімн,0,0,0,0,0,0,0,0,0,0
анталогія,0,0,0,0,0,0,0,0,0,0
сібірская язва,0,0,1,1,0,1,0,1,0,0
антрапалогіі,0,0,0,0,0,0,0,0,0,0
антыбіётык,0,0,0,0,0,0,0,0,0,0
антыбіётыкі,0,0,0,0,0,0,1,0,0,0
антыхрыст,1,0,1,1,0,1,0,0,0,0
чаканне,0,1,0,0,0,0,0,0,0,0
апераджальны,0,1,0,0,0,0,0,0,0,0
проціяддзе,0,1,0,0,0,0,1,0,0,1
супрацьгрыбковыя,0,0,0,0,0,0,1,0,0,1
сурма,0,0,0,0,0,0,0,0,0,0
антыпатыя,1,0,1,0,0,1,0,0,0,0
антыквар,0,0,0,0,0,0,0,0,0,0
састарэлы,0,0,0,0,0,1,0,0,0,0
антычная,0,0,0,0,0,0,1,0,0,0
антычнасць,0,0,0,0,0,0,0,0,0,0
антысептык,0,0,0,0,0,0,1,0,0,1
асацыяльныя,1,0,1,1,0,1,0,1,0,0
антытэза,1,0,0,0,0,1,0,0,0,0
антытэтычны,0,0,0,0,0,0,0,0,0,0
супрацьвірусны,0,0,0,0,0,0,0,0,0,0
панты,0,0,0,0,0,0,0,0,0,0
кавадла,0,0,0,0,0,0,0,0,0,0
неспакой,1,1,0,1,0,1,0,1,0,0
трывожны,0,1,0,1,0,1,0,0,0,0
аорта,0,0,0,0,0,0,0,0,0,0
хутка,0,0,0,0,0,0,0,0,0,0
апач,0,0,0,1,0,1,0,0,0,0
кватэра,0,0,0,0,0,0,0,0,0,0
апатычны,0,0,0,0,0,1,0,1,0,0
апатыя,0,0,0,0,0,1,0,1,0,0
малпа,0,0,0,0,0,0,0,0,0,0
дыяфрагма,0,0,0,0,0,0,0,0,0,0
вяршыня,0,0,0,0,0,0,0,0,0,0
тля,0,0,1,0,0,1,0,0,0,0
кавалак,0,0,0,0,0,0,0,0,0,0
апломб,0,0,0,0,0,0,1,0,0,0
апакаліптычны,0,0,0,0,0,0,0,0,0,0
апалагетычны,0,0,0,0,0,0,1,0,0,1
апалагет,0,0,0,0,0,0,0,0,0,0
прасіць прабачэння,0,0,0,0,0,0,1,1,0,1
прабачэнні,0,0,0,0,0,0,1,0,0,0
вераадступніцтва,0,0,0,0,0,0,0,0,0,0
вераадступнік,0,0,0,0,0,0,0,0,0,0
апостал,0,0,0,0,0,0,1,0,0,1
апостальскі,0,0,0,0,0,0,0,0,0,1
апостраф,0,0,0,0,0,0,0,0,0,0
жахлівы,0,0,1,1,0,1,0,0,0,0
апарат,0,0,0,0,0,0,0,0,0,0
адзенне,0,0,0,0,0,0,0,0,0,0
мабыць,0,0,0,0,0,0,0,0,0,0
прывід,0,0,0,1,0,0,0,0,1,0
зварот,0,1,0,0,0,0,0,0,0,0
знешні выгляд,0,0,0,0,0,0,0,0,0,0
супакоіць,0,0,0,0,0,0,0,0,0,0
апелянт,0,0,0,0,0,0,0,0,0,0
далучаць,0,0,0,0,0,0,0,0,0,0
прыдатак,0,0,0,0,0,0,0,0,0,0
апендыцыт,0,0,0,1,0,1,0,1,0,0
апендыкс,0,0,0,0,0,0,0,0,0,0
апетыт,0,0,0,0,0,0,0,0,0,0
закуска,0,0,0,0,0,0,0,0,0,0
апладысменты,0,0,0,0,1,0,1,0,1,1
яблык,0,0,0,0,0,0,0,0,0,0
прыбор,0,0,0,0,0,0,0,0,0,0
прыборы,0,0,0,0,0,0,0,0,0,0
дастасавальнасць,0,0,0,0,0,0,0,0,0,0
прыдатныя,0,0,0,0,0,0,0,0,0,0
абітурыент,0,1,0,0,0,0,0,0,0,0
прымяненне,0,0,0,0,0,0,0,0,0,0
ўжываць,0,0,0,0,0,0,0,0,0,0
прызначаць,0,0,0,0,0,0,0,0,0,0
прызначэнне,0,0,0,0,0,0,0,0,0,0
прызначэнняў,0,0,0,0,0,0,0,0,0,0
размеркаваць,0,0,0,0,0,0,0,0,0,0
размеркаванне,0,0,0,0,0,0,0,0,0,0
ацэньваць,0,0,0,0,0,0,0,0,0,0
прыкметны,0,0,0,0,0,0,0,0,0,0
удзячнасць,0,0,0,0,1,0,1,0,0,1
затрымаць,0,0,0,1,0,0,0,0,0,0
асцярога,0,0,0,1,0,1,0,0,0,0
насцярожана,0,1,0,1,0,1,0,0,0,0
вучань,0,0,0,0,0,0,0,0,0,1
вучнёўства,0,0,0,0,0,0,0,0,0,0
падыход,0,0,0,0,0,0,0,0,0,0
набліжаецца,0,1,0,0,0,0,0,0,0,0
апрабацыя,0,0,0,0,0,0,1,0,0,1
прысваенне,0,0,0,0,0,1,0,0,0,0
зацвярджэнне,0,0,0,0,0,0,1,0,0,0
зацвердзіць,0,0,0,0,1,0,1,0,0,1
ухваляючы,0,0,0,0,0,0,1,0,0,0
прыблізны,0,0,0,0,0,0,0,0,0,0
прыкладна,0,0,0,0,0,0,0,0,0,0
апраксімацыйны,0,0,0,0,0,0,0,0,0,0
набліжэнне,0,0,0,0,0,0,0,0,0,0
прыналежнасці,0,0,0,0,0,0,0,0,0,0
фартух,0,0,0,0,0,0,0,0,0,0
трапны,0,0,0,0,0,0,1,0,0,0
здольнасць,0,0,0,0,0,0,1,0,0,0
аква,0,0,0,0,0,0,0,0,0,0
аквамарын,0,0,0,0,0,0,0,0,0,0
акварыум,0,0,0,0,0,0,0,0,0,0
водны,0,0,0,0,0,0,0,0,0,0
акведук,0,0,0,0,0,0,0,0,0,0
водны,0,0,0,0,0,0,0,0,0,0
ворныя,0,0,0,0,0,0,0,0,0,0
арбітр,0,0,0,0,0,0,0,0,0,1
арбітраж,0,0,0,0,0,0,0,0,0,0
арбітраж,0,1,0,0,0,0,0,0,0,0
арбітр,0,0,0,0,0,0,0,0,0,1
альтанка,0,0,0,0,0,0,0,0,0,0
дуга,0,0,0,0,0,0,0,0,0,0
аркада,0,0,0,0,0,0,0,0,0,0
арх,0,0,0,0,0,0,0,0,0,0
археалагічныя,0,0,0,0,0,0,0,0,0,0
археолаг,0,0,0,0,0,0,0,0,0,0
археалогіі,0,1,0,0,0,0,1,0,0,0
архаічны,0,0,0,0,0,1,0,0,0,0
арцыбіскуп,0,0,0,0,0,0,0,0,0,0
арачныя,0,0,0,0,0,0,0,0,0,0
лучнік,0,0,0,0,0,0,0,0,0,0
стральба з лука,0,0,0,0,0,0,0,0,0,0
архетып,0,0,0,0,0,0,0,0,0,0
архіпелаг,0,0,0,0,0,0,0,0,0,0
архітэктар,0,0,0,0,0,0,0,0,0,0
архітэктуры,0,0,0,0,0,0,0,0,0,1
архіў,0,0,0,0,0,0,0,0,0,0
арктычны,0,0,0,0,0,0,0,0,0,0
палкі,0,1,0,0,1,0,1,0,0,0
палкасць,0,0,0,0,0,0,1,0,0,0
цяжкі,0,0,0,0,0,1,0,0,0,0
вобласці,0,0,0,0,0,0,0,0,0,0
арэна,0,0,0,0,0,0,0,0,0,0
Ареола,0,0,0,0,0,0,0,0,0,0
срэбны,0,0,0,0,0,0,0,0,0,0
спрачацца,1,0,0,0,0,1,0,0,0,0
аргумент,1,0,0,0,0,1,0,0,0,0
аргументацыя,1,0,0,0,0,0,0,0,0,0
аргументаваны,0,0,0,0,0,1,0,0,0,0
аргументы,1,0,0,0,0,0,0,0,0,0
засушлівы,0,0,0,0,0,1,0,1,0,0
арыстакратыя,0,0,0,0,0,0,1,0,0,0
арыстакрат,0,0,0,0,0,0,0,0,0,0
арыстакратычны,0,0,0,0,0,0,1,0,0,0
арыфметыка,0,0,0,0,0,0,0,0,0,0
каўчэг,0,0,0,0,0,0,0,0,0,0
рука,0,0,0,0,0,0,0,0,0,0
армада,0,0,0,0,0,0,0,0,0,0
ўзбраенне,1,0,0,1,0,0,0,0,0,0
ўзбраенне,0,0,0,1,0,1,0,0,0,0
арматура,0,0,0,0,0,0,0,0,0,0
узброены,1,0,0,1,0,1,1,0,0,0
браня,0,0,0,1,0,0,1,0,0,1
браніраваны,0,0,0,1,0,0,0,0,0,0
зброевы склад,0,0,0,0,0,0,0,0,0,1
зброі,0,0,0,0,0,0,0,0,0,0
войска,0,0,0,0,0,0,0,0,0,0
водар,0,0,0,0,0,0,1,0,0,0
ўзбуджэнне,0,0,0,0,0,0,0,0,0,0
абудзіць,0,1,0,0,0,0,1,0,0,0
абвінавачанне,1,0,0,1,0,1,0,1,0,0
арганізаваць,0,0,0,0,0,0,0,0,0,0
арганізаваны,0,0,0,0,0,0,0,0,0,0
размяшчэнне,0,0,0,0,0,0,0,0,0,0
масіў,0,0,0,0,0,0,1,0,0,0
запазычанасці,0,0,0,0,0,1,0,0,0,0
арышт,0,0,0,0,0,1,0,0,0,0
прыезд,0,1,0,0,0,0,0,0,0,0
прыбыць,0,1,0,0,0,0,0,0,0,0
ганарыстасць,0,0,0,0,0,1,0,0,0,0
пыхлівы,1,0,1,0,0,1,0,0,0,0
стрэлка,0,0,0,0,0,0,0,0,0,0
арсенал,0,0,0,0,0,0,0,0,0,0
мыш'як,0,0,1,1,0,1,0,1,0,0
падпал,1,0,0,1,0,1,0,0,0,0
арт,0,1,0,0,1,0,1,1,1,0
артэрыя,0,0,0,0,0,0,0,0,0,0
хітры,0,0,0,0,0,0,0,0,0,0
членістаногія,0,0,0,0,0,0,0,0,0,0
тапінамбур,0,0,0,0,0,0,0,0,0,0
артыкул,0,0,0,0,0,0,0,0,0,0
артыкулы,0,0,0,0,0,0,0,0,0,0
артыкуляваць,0,0,0,0,0,0,1,0,0,0
артыкуляцыя,0,0,0,0,0,0,1,0,0,0
штучнасць,0,0,0,0,0,0,0,0,0,0
артылерыя,0,0,0,1,0,1,0,0,0,0
рамеснік,0,0,0,0,0,0,1,0,0,0
мастак,0,0,0,0,0,0,0,0,0,0
артыстка,0,0,0,0,0,0,1,0,0,0
мастацкі,0,0,0,0,0,0,1,0,0,0
артысты,0,0,0,0,0,0,0,0,0,0
узысці,0,0,0,0,0,0,0,0,0,0
панаванне,0,0,0,0,0,0,1,0,0,0
ушэсце,0,0,0,0,0,0,0,0,0,0
ўзыходжанне,0,0,0,0,0,0,1,0,0,0
канстатаваць,0,0,0,0,0,0,0,0,0,0
канстатаваны,0,0,0,0,0,0,0,0,0,0
аскетычны,0,0,0,0,0,0,0,0,0,0
попел,0,0,0,0,0,1,0,0,0,0
сорамна,0,0,1,0,0,1,0,1,0,0
попел,0,0,0,0,0,1,0,1,0,0
спіць,0,0,0,0,0,0,0,0,0,0
асп,0,0,0,1,0,0,0,0,0,0
аспартам,0,0,0,0,0,0,0,0,0,0
аспект,0,0,0,0,0,0,0,0,0,0
аспекты,0,0,0,0,0,0,0,0,0,0
асфальт,0,0,0,0,0,0,0,0,0,0
імкненне,0,1,0,0,1,0,1,0,1,1
імкнуцца,0,1,0,0,1,0,1,0,0,0
які імкнецца,0,1,0,0,1,0,1,0,0,1
азадак,0,0,0,0,0,1,0,0,0,0
нападаць,1,0,0,1,0,1,0,0,1,0
нападнік,1,0,0,1,0,1,0,1,0,0
забойца,1,0,0,1,0,1,0,1,0,0
забіць,1,0,0,1,0,1,0,0,0,0
забойства,1,0,0,1,0,1,0,1,0,0
штурм,1,0,0,1,0,1,0,0,0,0
аналіз,0,0,0,0,0,0,0,0,0,0
зборка,0,0,0,0,0,0,0,0,0,0
сабраць,0,0,0,0,0,0,0,0,0,0
сабраны,0,0,0,0,0,0,0,0,0,0
зборка,0,0,0,0,0,0,1,0,0,1
згода,0,0,0,0,0,0,1,0,0,0
сцвярджаць,0,0,0,0,0,0,0,0,0,0
сцвярджаючы,0,0,0,0,0,0,1,0,0,1
зацвярджэнне,0,0,0,0,0,0,0,0,0,0
ацэньваць,0,0,0,0,0,0,0,0,0,0
ацэнка,0,0,0,0,0,0,0,0,1,1
засядацель,0,0,0,0,0,0,0,0,0,1
актывы,0,0,0,0,0,0,1,0,0,0
мудак,1,0,1,0,0,1,0,0,0,0
прызначаць,0,0,0,0,0,0,0,0,0,0
праванаступнік,0,0,0,0,0,0,0,0,0,1
прызначэнне,0,0,0,0,0,0,0,0,0,0
асіміляваць,0,0,0,0,0,0,0,0,0,0
асіміляцыя,0,0,0,0,0,0,0,0,0,0
дапамагаць,0,0,0,0,0,0,1,0,0,1
дапамогу,0,0,0,0,0,0,1,0,0,0
памочнік,0,0,0,0,0,0,0,0,0,0
паплечнік,0,0,0,0,0,0,1,0,0,1
асацыяцыі,0,0,0,0,0,0,0,0,0,1
асарці,0,0,0,0,0,0,0,0,0,0
асартымент,0,0,0,0,0,0,0,0,0,0
супакоіць,0,0,0,0,0,0,1,0,0,0
Мяркуецца,0,0,0,0,0,0,0,0,0,0
мяркуючы,0,0,0,0,0,0,0,0,0,0
здагадка,0,0,0,0,0,0,0,0,0,0
запэўніванне,0,0,0,0,0,0,1,0,0,1
запэўніць,0,0,0,0,0,0,0,0,0,1
запэўніў,0,0,0,0,0,0,1,0,0,1
напэўна,0,0,0,0,0,0,0,0,0,1
зорачка,0,0,0,0,0,0,0,0,0,0
астэроіды,0,0,0,0,0,0,0,0,0,0
астыгматызм,0,0,0,0,0,0,0,0,0,0
ашаламляльна,0,0,0,0,0,0,1,0,1,0
здзіўленне,0,0,0,0,1,0,1,0,1,0
астральны,0,0,0,0,0,0,0,0,0,0
заблудзіўся,0,0,0,1,0,1,0,0,0,0
звязальны,0,0,0,0,0,1,0,0,0,0
астролаг,0,1,0,0,0,0,1,0,0,0
астралогія,0,0,0,0,0,0,0,0,0,0
касманаўт,0,0,0,0,0,0,1,0,0,0
астраном,0,1,0,0,0,0,1,0,0,0
астраноміі,0,0,0,0,0,0,0,0,0,0
праніклівы,0,0,0,0,0,0,1,0,0,0
раз'яднаць,0,0,0,0,0,0,0,0,0,0
прытулак,0,0,0,1,0,1,0,0,0,0
асіметрычны,0,0,0,0,0,0,0,0,0,0
асіметрыя,0,0,1,0,0,0,0,0,0,0
асімптатычны,0,0,0,0,0,0,0,0,0,0
атэлье,0,0,0,0,0,0,0,0,0,0
атэізм,0,0,0,0,0,1,0,0,0,0
атэістычны,0,0,0,0,0,0,0,0,0,0
атэрасклероз,0,0,0,1,0,1,0,1,0,0
спартсмен,0,0,0,0,0,0,1,0,0,0
спартыўны,0,0,0,0,0,0,1,0,0,0
атлетызм,0,0,0,0,0,0,0,0,0,0
лёгкая атлетыка,0,0,0,0,0,0,0,0,0,0
атлас,0,0,0,0,0,0,0,0,0,0
атмасфера,0,0,0,0,0,0,0,0,0,0
атмасферны,0,0,0,0,0,0,0,0,0,0
атол,0,0,0,0,0,0,0,0,0,0
атам,0,0,0,0,0,0,1,0,0,0
атамны,0,0,0,0,0,0,0,0,0,0
загладзіць,0,1,0,0,1,0,1,0,0,1
адкупленне,0,0,0,0,0,0,1,0,0,0
атрыум,0,0,0,0,0,0,0,0,0,0
зверскі,1,0,1,0,0,1,0,0,0,0
зверства,1,0,1,1,0,1,0,1,0,0
атрафія,0,0,1,1,0,1,0,1,0,0
прымацаваць,0,0,0,0,0,0,0,0,0,0
прымацаванне,0,0,0,0,0,0,1,0,0,0
атака,1,0,0,1,0,1,0,0,0,0
атакуючы,1,0,1,1,0,1,0,1,1,0
дасягнуць,0,0,0,0,0,0,0,0,0,0
дасягальны,0,1,0,0,0,0,1,0,0,0
дасягненне,0,0,0,0,0,0,1,0,0,0
спроба,0,1,0,0,0,0,0,0,0,0
наведвальнасць,0,1,0,0,0,0,0,0,0,0
суправаджальнік,0,0,0,0,0,0,1,0,0,1
ўвагу,0,0,0,0,0,0,1,0,0,0
уважлівы,0,0,0,0,0,0,1,0,0,1
аслабляць,0,0,0,0,0,0,0,0,0,0
аслаблены,0,0,0,0,0,1,0,0,0,0
паслабленне,0,0,0,0,0,1,0,1,0,0
засведчыць,0,0,0,0,0,0,1,0,0,1
атэстацыя,0,0,0,0,0,0,0,0,0,1
гарышча,0,0,0,0,0,0,0,0,0,0
адзенне,0,0,0,0,0,0,0,0,0,0
стаўленне,0,0,0,0,0,0,0,0,0,0
адвакат,1,0,0,1,0,0,1,0,0,1
атракцыён,0,0,0,0,0,0,1,0,0,0
прывабнасць,0,0,0,0,0,0,1,0,0,0
прыпісваецца,0,0,0,0,0,0,0,0,0,0
атрыбут,0,0,0,0,0,0,0,0,0,0
атрыбуцыя,0,0,0,0,0,0,0,0,0,0
знясіленне,0,0,0,0,0,0,0,0,0,0
карычневы,0,0,0,0,0,0,0,0,0,0
аўкцыён,0,1,0,0,0,0,0,0,0,0
аўкцыяніст,0,0,0,0,0,0,0,0,0,0
дзёрзкі,0,0,0,0,0,0,0,0,0,0
дзёрзкасць,0,0,0,0,0,1,0,0,0,0
чутны,0,0,0,0,0,0,0,0,0,0
аўдыторыя,0,1,0,0,0,0,0,0,0,0
аўдыт,0,0,0,0,0,0,0,0,0,0
праслухоўванне,0,0,0,0,0,0,0,0,0,0
рэвізор,0,0,0,1,0,0,0,0,0,1
глядзельная зала,0,0,0,0,0,0,0,0,0,0
слыхавы,0,0,0,0,0,0,0,0,0,0
нічога,0,0,0,0,0,0,0,0,0,0
павялічыць,0,0,0,0,0,0,1,0,0,0
павелічэнне,0,0,0,0,0,0,0,0,0,0
жнівень,0,0,0,0,0,0,1,0,0,0
цётка,0,0,0,0,0,0,1,0,0,1
аўра,0,0,0,0,0,0,1,0,0,0
палярнае ззянне,0,0,0,0,0,0,0,0,0,0
эгідай,0,0,0,0,0,0,0,0,0,0
спрыяльны,0,1,0,0,1,0,1,0,0,0
строгі,0,0,0,1,0,1,0,1,0,0
строгасць,0,0,0,0,0,1,0,0,0,0
аўтэнтычны,0,0,0,0,1,0,1,0,0,1
аўтэнтыфікаваць,0,0,0,0,0,0,0,0,0,1
аўтэнтыфікацыя,0,0,0,0,0,0,0,0,0,1
сапраўднасць,0,0,0,0,0,0,1,0,0,1
аўтар,0,0,0,0,0,0,1,0,0,1
аўтарытэтны,0,0,0,0,0,0,1,0,0,1
аўтарытэт,0,0,0,0,0,0,1,0,0,1
аўтарызацыя,0,0,0,0,0,0,1,0,0,1
аўтарызаваць,0,0,0,0,0,0,0,0,0,1
упаўнаважаны,0,0,0,0,0,0,1,0,0,0
аўтарства,0,0,0,0,0,0,0,0,0,0
аўто,0,0,0,0,0,0,0,0,0,0
аўтабіяграфія,0,0,0,0,0,0,0,0,0,0
самадзяржаўны,0,0,0,0,0,1,0,0,0,0
аўтограф,0,0,0,0,0,0,0,0,0,0
аўтаматычны,0,0,0,0,0,0,0,0,0,1
аўтамабільны,0,0,0,0,0,0,0,0,0,0
аўтаномія,0,0,0,0,0,0,0,0,0,0
выкрыццё,0,0,1,1,0,1,0,1,0,0
восеньскі,0,0,0,0,0,0,0,0,0,0
дапаможны,0,0,0,0,0,0,0,0,0,0
карысць,0,0,0,0,0,0,0,0,0,0
лавіна,0,0,0,1,0,1,0,1,1,0
скупасць,1,0,1,0,0,1,0,0,0,0
аватар,0,0,0,0,0,0,1,0,0,0
мсціўца,1,0,0,0,0,1,0,0,0,0
праспект,0,0,0,0,0,0,0,0,0,0
спр,0,0,0,0,0,0,0,0,0,0
сярэдні,0,0,0,0,0,0,0,0,0,0
непрыязны,1,0,1,1,0,1,0,0,0,0
агіда,1,0,1,1,0,1,0,0,0,0
адвесці,0,0,0,0,0,0,0,0,0,0
вальер,0,0,0,0,0,0,0,0,0,0
авіяцыі,0,0,0,0,0,0,0,0,0,0
лётчык,0,0,0,0,0,0,0,0,0,0
заўзяты,0,0,0,0,0,0,0,0,0,0
авакада,0,0,0,0,0,0,0,0,0,0
пазбягаць,0,0,0,1,0,1,0,0,0,0
пазбяганне,0,0,0,1,0,1,0,0,0,0
пазбягаючы,0,0,0,1,0,0,0,0,0,0
чакаць,0,1,0,0,0,0,0,0,0,0
прачнуцца,0,0,0,0,0,0,0,0,0,0
абудзіць,0,0,0,0,0,0,0,0,0,0
прэмія,0,1,0,0,1,0,1,0,1,1
трапятанне,0,0,0,0,0,0,0,0,0,0
жудасны,1,0,1,1,0,1,0,1,0,0
нязграбнасць,0,0,1,0,0,1,0,0,0,0
тэнт,0,0,0,0,0,0,0,0,0,0
крыўдна,0,0,0,0,0,1,0,0,0,0
восевай,0,0,0,0,0,0,0,0,0,0
аксіёма,0,0,0,0,0,0,0,0,0,1
аксіяматычны,0,0,0,0,0,0,0,0,0,1
вось,0,0,0,0,0,0,0,0,0,0
вось,0,0,0,0,0,0,0,0,0,0
ай,0,0,0,0,0,0,1,0,0,0
так,0,0,0,0,0,0,1,0,0,0
азімут,0,0,0,0,0,0,0,0,0,0
блакітны,0,0,0,0,0,0,0,0,0,0
балбатня,0,0,0,0,0,1,0,0,0,0
балбатня,0,0,0,0,0,1,0,0,0,0
бабуін,0,0,1,0,0,1,0,0,0,0
дзіця,0,0,0,0,1,0,1,0,0,0
няня,0,0,0,0,0,0,0,0,0,1
бакалаўрыяту,0,0,0,0,0,0,1,0,0,0
баккара,0,0,0,0,0,0,0,0,0,0
халасцяк,0,0,0,0,0,0,0,0,0,0
назад,0,0,0,0,0,0,0,0,0,0
хрыбетнік,1,0,0,0,0,0,1,0,0,1
заступнік,0,0,0,0,0,0,0,0,0,1
зваротны эфект,0,0,0,0,0,0,0,0,0,0
нарды,0,0,0,0,0,0,0,0,0,0
фон,0,0,0,0,0,0,0,0,0,0
экскаватар-экскаватар,0,0,0,0,0,0,0,0,0,0
заплечнік,0,0,0,0,0,0,0,0,0,0
адступіць,0,0,0,0,0,0,0,0,0,0
назад,0,0,0,0,0,1,0,0,0,0
назад,0,0,1,0,0,1,0,0,0,0
затон,0,0,0,0,0,1,0,1,0,0
бактэрыі,0,0,1,1,0,1,0,1,0,0
бактэрыя,0,0,1,1,0,1,0,0,0,0
дрэнна,1,0,1,1,0,1,0,1,0,0
значок,0,0,0,0,0,0,0,0,0,1
барсук,1,0,0,0,0,1,0,0,0,0
дрэнна,0,0,0,0,0,1,0,1,0,0
дрэннасць,1,0,1,1,0,1,0,0,0,0
перагародка,0,0,0,0,0,0,0,0,0,0
мяшок,0,0,0,0,0,0,0,0,0,0
багажу,0,0,0,0,0,0,0,0,0,0
мяшкаваты,0,0,0,0,0,0,0,0,0,0
дуды,0,0,0,0,0,0,0,0,0,0
заклад,0,0,0,0,0,0,0,0,0,0
судовы выканаўца,0,0,0,1,0,1,0,0,0,1
прынада,0,0,0,1,0,1,0,0,0,1
выпякаць,0,0,0,0,0,0,0,0,0,0
пякарня,0,0,0,0,0,0,0,0,0,0
выпечка,0,0,0,0,0,0,0,0,0,0
бал,0,0,0,0,0,0,0,0,0,0
баланс,0,0,0,0,0,0,1,0,0,0
збалансаваны,0,0,0,0,0,0,1,0,0,0
балкон,0,0,0,0,0,0,0,0,0,0
лысы,0,0,0,0,0,0,0,0,0,0
цюк,0,0,0,1,0,1,0,0,0,0
балк,0,0,0,0,0,1,0,0,0,0
мяч,0,0,0,0,0,0,0,0,0,0
балада,0,0,0,0,0,0,1,0,0,0
баласт,0,0,0,0,0,0,0,0,0,0
балет,0,0,0,0,0,0,1,0,0,0
паветраны шар,0,0,0,0,0,0,0,0,0,0
галасаванне,0,1,0,0,0,0,1,0,0,1
бальная зала,0,0,0,0,0,0,0,0,0,0
бальзам,0,1,0,0,1,1,1,0,0,0
духмяны,0,0,0,0,0,0,0,0,0,0
бальзам,0,0,0,0,0,0,1,0,0,0
бальзамічны,0,0,0,0,0,0,0,0,0,0
забарона,0,0,0,0,0,1,0,0,0,0
банан,0,0,0,0,0,0,0,0,0,0
група,0,0,0,0,0,0,0,0,0,0
павязка,0,0,0,0,0,0,0,0,0,0
бандыт,0,0,0,0,0,1,0,0,0,0
падножка,0,0,0,0,0,0,0,0,0,0
праклён,1,0,1,1,0,1,0,0,0,0
выбух,1,0,1,1,0,1,0,1,1,0
трасянка,1,1,0,1,0,1,0,0,1,0
выгнаць,1,0,1,1,0,1,0,1,0,0
выгнаны,1,0,0,1,0,1,0,1,0,0
выгнанне,1,0,1,0,0,1,0,1,0,0
банджа,0,0,0,0,0,0,0,0,0,0
банк,0,0,0,0,0,0,0,0,0,1
банкір,0,0,0,0,0,0,0,0,0,1
банкрут,0,0,0,1,0,1,0,1,0,0
банкруцтва,1,0,1,1,0,1,0,1,0,0
банэр,0,0,0,0,0,0,0,0,0,0
бяседа,0,1,0,0,1,0,1,0,0,0
баншы,1,0,1,1,0,1,0,1,0,0
сцёб,0,0,0,0,0,0,0,0,0,0
хрышчэнне,0,0,0,0,0,0,1,0,0,0
хрысцільны,0,0,0,0,1,0,1,0,0,0
бар,0,0,0,0,0,0,0,0,0,0
калючка,1,0,0,0,0,1,0,0,0,0
варвар,0,0,0,1,0,1,0,0,0,0
варварскі,1,0,1,1,0,1,0,0,0,0
варварства,0,0,0,0,0,1,0,0,0,0
барбекю,0,0,0,0,0,0,0,0,0,0
калючы,0,0,0,0,0,0,0,0,0,0
бард,0,0,0,0,0,0,1,0,0,0
без сядла,0,0,0,0,0,0,0,0,0,0
басанож,0,0,0,0,0,0,0,0,0,0
ледзьве,0,0,0,0,0,0,0,0,0,0
барф,0,0,1,0,0,0,0,0,0,0
гандлявацца,0,0,0,0,0,0,1,0,0,1
баржа,0,0,0,0,0,0,0,0,0,0
барытон,0,0,0,0,0,0,0,0,0,0
кара,1,0,0,0,0,1,0,0,0,0
хлеў,0,0,0,0,0,0,0,0,0,0
Барні,0,0,0,0,0,0,0,0,0,0
барометр,0,0,0,0,0,0,0,0,0,0
барон,0,0,0,0,0,0,0,0,0,0
барока,0,0,0,0,0,0,0,0,0,0
казарма,0,0,0,0,0,0,0,0,0,0
забаранілі,0,0,0,0,0,1,0,0,0,0
бочка,0,0,0,0,0,0,0,0,0,0
бясплодны,0,0,0,0,0,1,0,1,0,0
барыкада,0,0,0,1,0,1,0,0,0,0
бар'ер,1,0,0,0,0,1,0,0,0,0
забараняючы,0,0,0,0,0,0,0,0,0,0
адвакат,0,0,0,0,0,0,0,0,0,0
курган,0,0,1,0,0,0,0,0,0,0
бармэн,0,0,0,0,0,0,0,0,0,1
бартэр,0,0,0,0,0,0,0,0,0,1
база,0,0,0,0,0,0,0,0,0,1
бейсбол,0,0,0,0,0,0,0,0,0,0
плінтус,0,0,0,0,0,0,0,0,0,0
беспадстаўны,0,0,0,0,0,1,0,0,0,0
